sampleID,Carbon,Concentration,Rep,Treatment,Day
ca400bP14,Casamino,400 uM-C,B,PRI,14
ca400cP14,Casamino,400 uM-C,C,PRI,14
ca400dP14,Casamino,400 uM-C,D,PRI,14
ca400eP14,Casamino,400 uM-C,E,PRI,14
ca40aP14,Casamino,40 uM-C,A,PRI,14
ca40bP14,Casamino,40 uM-C,B,PRI,14
ca40cP14,Casamino,40 uM-C,C,PRI,14
ca40dP14,Casamino,40 uM-C,D,PRI,14
ca40eP14,Casamino,40 uM-C,E,PRI,14
ca4aP14,Casamino,4 uM-C,A,PRI,14
ca4bP14,Casamino,4 uM-C,B,PRI,14
ca4dP14,Casamino,4 uM-C,D,PRI,14
ca4eP14,Casamino,4 uM-C,E,PRI,14
ca1aP14,Casamino,1 uM-C,A,PRI,14
ca1bP14,Casamino,1 uM-C,B,PRI,14
ca1cP14,Casamino,1 uM-C,C,PRI,14
ca1dP14,Casamino,1 uM-C,D,PRI,14
ca1eP14,Casamino,1 uM-C,E,PRI,14
co400aL0,Coumarate ,400 uM-C,A,LOM,0
co400bL0,Coumarate ,400 uM-C,B,LOM,0
co400cL0,Coumarate ,400 uM-C,C,LOM,0
co400dL0,Coumarate ,400 uM-C,D,LOM,0
co400eL0,Coumarate ,400 uM-C,E,LOM,0
co40aL0,Coumarate ,40 uM-C,A,LOM,0
co40bL0,Coumarate ,40 uM-C,B,LOM,0
co40cL0,Coumarate ,40 uM-C,C,LOM,0
co40dL0,Coumarate ,40 uM-C,D,LOM,0
co40eL0,Coumarate ,40 uM-C,E,LOM,0
co4aL0,Coumarate ,4 uM-C,A,LOM,0
co4bL0,Coumarate ,4 uM-C,B,LOM,0
co4cL0,Coumarate ,4 uM-C,C,LOM,0
co4dL0,Coumarate ,4 uM-C,D,LOM,0
co4eL0,Coumarate ,4 uM-C,E,LOM,0
co1bL0,Coumarate ,1 uM-C,B,LOM,0
co1cL0,Coumarate ,1 uM-C,C,LOM,0
co1dL0,Coumarate ,1 uM-C,D,LOM,0
co1eL0,Coumarate ,1 uM-C,E,LOM,0
co400aP0,Coumarate ,400 uM-C,A,PRI,0
co400bP0,Coumarate ,400 uM-C,B,PRI,0
co400cP0,Coumarate ,400 uM-C,C,PRI,0
co400dP0,Coumarate ,400 uM-C,D,PRI,0
co400eP0,Coumarate ,400 uM-C,E,PRI,0
co40aP0,Coumarate ,40 uM-C,A,PRI,0
co40bP0,Coumarate ,40 uM-C,B,PRI,0
co40cP0,Coumarate ,40 uM-C,C,PRI,0
co40dP0,Coumarate ,40 uM-C,D,PRI,0
co4aP0,Coumarate ,4 uM-C,A,PRI,0
co4bP0,Coumarate ,4 uM-C,B,PRI,0
co4cP0,Coumarate ,4 uM-C,C,PRI,0
co4dP0,Coumarate ,4 uM-C,D,PRI,0
co4eP0,Coumarate ,4 uM-C,E,PRI,0
co1aP0,Coumarate ,1 uM-C,A,PRI,0
co1bP0,Coumarate ,1 uM-C,B,PRI,0
co1cP0,Coumarate ,1 uM-C,C,PRI,0
co1dP0,Coumarate ,1 uM-C,D,PRI,0
co1eP0,Coumarate ,1 uM-C,E,PRI,0
co400aL1,Coumarate ,400 uM-C,A,LOM,1
co400bL1,Coumarate ,400 uM-C,B,LOM,1
co400cL1,Coumarate ,400 uM-C,C,LOM,1
co400dL1,Coumarate ,400 uM-C,D,LOM,1
co400eL1,Coumarate ,400 uM-C,E,LOM,1
co40aL1,Coumarate ,40 uM-C,A,LOM,1
co40bL1,Coumarate ,40 uM-C,B,LOM,1
co40cL1,Coumarate ,40 uM-C,C,LOM,1
co40dL1,Coumarate ,40 uM-C,D,LOM,1
co40eL1,Coumarate ,40 uM-C,E,LOM,1
co4aL1,Coumarate ,4 uM-C,A,LOM,1
co4bL1,Coumarate ,4 uM-C,B,LOM,1
co4cL1,Coumarate ,4 uM-C,C,LOM,1
co4dL1,Coumarate ,4 uM-C,D,LOM,1
co4eL1,Coumarate ,4 uM-C,E,LOM,1
co1aL1,Coumarate ,1 uM-C,A,LOM,1
co1bL1,Coumarate ,1 uM-C,B,LOM,1
co1cL1,Coumarate ,1 uM-C,C,LOM,1
co1dL1,Coumarate ,1 uM-C,D,LOM,1
co1eL1,Coumarate ,1 uM-C,E,LOM,1
co400aP1,Coumarate ,400 uM-C,A,PRI,1
co400bP1,Coumarate ,400 uM-C,B,PRI,1
co400cP1,Coumarate ,400 uM-C,C,PRI,1
co400dP1,Coumarate ,400 uM-C,D,PRI,1
co400eP1,Coumarate ,400 uM-C,E,PRI,1
co40aP1,Coumarate ,40 uM-C,A,PRI,1
co40bP1,Coumarate ,40 uM-C,B,PRI,1
co40cP1,Coumarate ,40 uM-C,C,PRI,1
co40dP1,Coumarate ,40 uM-C,D,PRI,1
co40eP1,Coumarate ,40 uM-C,E,PRI,1
co4aP1,Coumarate ,4 uM-C,A,PRI,1
co4bP1,Coumarate ,4 uM-C,B,PRI,1
co4cP1,Coumarate ,4 uM-C,C,PRI,1
co4dP1,Coumarate ,4 uM-C,D,PRI,1
co4eP1,Coumarate ,4 uM-C,E,PRI,1
co1aP1,Coumarate ,1 uM-C,A,PRI,1
co1bP1,Coumarate ,1 uM-C,B,PRI,1
co1cP1,Coumarate ,1 uM-C,C,PRI,1
co1dP1,Coumarate ,1 uM-C,D,PRI,1
co1eP1,Coumarate ,1 uM-C,E,PRI,1
co400aL2,Coumarate ,400 uM-C,A,LOM,2
co400bL2,Coumarate ,400 uM-C,B,LOM,2
co400cL2,Coumarate ,400 uM-C,C,LOM,2
co400dL2,Coumarate ,400 uM-C,D,LOM,2
co400eL2,Coumarate ,400 uM-C,E,LOM,2
co40aL2,Coumarate ,40 uM-C,A,LOM,2
co40bL2,Coumarate ,40 uM-C,B,LOM,2
co40cL2,Coumarate ,40 uM-C,C,LOM,2
co40dL2,Coumarate ,40 uM-C,D,LOM,2
co40eL2,Coumarate ,40 uM-C,E,LOM,2
co4aL2,Coumarate ,4 uM-C,A,LOM,2
co4bL2,Coumarate ,4 uM-C,B,LOM,2
co4cL2,Coumarate ,4 uM-C,C,LOM,2
co4dL2,Coumarate ,4 uM-C,D,LOM,2
co4eL2,Coumarate ,4 uM-C,E,LOM,2
co1aL2,Coumarate ,1 uM-C,A,LOM,2
co1bL2,Coumarate ,1 uM-C,B,LOM,2
co1cL2,Coumarate ,1 uM-C,C,LOM,2
co1dL2,Coumarate ,1 uM-C,D,LOM,2
co1eL2,Coumarate ,1 uM-C,E,LOM,2
co400aP2,Coumarate ,400 uM-C,A,PRI,2
co400bP2,Coumarate ,400 uM-C,B,PRI,2
co400cP2,Coumarate ,400 uM-C,C,PRI,2
co400dP2,Coumarate ,400 uM-C,D,PRI,2
co400eP2,Coumarate ,400 uM-C,E,PRI,2
co40aP2,Coumarate ,40 uM-C,A,PRI,2
co40bP2,Coumarate ,40 uM-C,B,PRI,2
co40cP2,Coumarate ,40 uM-C,C,PRI,2
co40dP2,Coumarate ,40 uM-C,D,PRI,2
co40eP2,Coumarate ,40 uM-C,E,PRI,2
co4aP2,Coumarate ,4 uM-C,A,PRI,2
co4bP2,Coumarate ,4 uM-C,B,PRI,2
co4cP2,Coumarate ,4 uM-C,C,PRI,2
co4dP2,Coumarate ,4 uM-C,D,PRI,2
co4eP2,Coumarate ,4 uM-C,E,PRI,2
co1aP2,Coumarate ,1 uM-C,A,PRI,2
co1bP2,Coumarate ,1 uM-C,B,PRI,2
co1cP2,Coumarate ,1 uM-C,C,PRI,2
co1dP2,Coumarate ,1 uM-C,D,PRI,2
co1eP2,Coumarate ,1 uM-C,E,PRI,2
co400aL4,Coumarate ,400 uM-C,A,LOM,4
co400bL4,Coumarate ,400 uM-C,B,LOM,4
co400cL4,Coumarate ,400 uM-C,C,LOM,4
co400dL4,Coumarate ,400 uM-C,D,LOM,4
co400eL4,Coumarate ,400 uM-C,E,LOM,4
co40aL4,Coumarate ,40 uM-C,A,LOM,4
co40bL4,Coumarate ,40 uM-C,B,LOM,4
co40cL4,Coumarate ,40 uM-C,C,LOM,4
co40dL4,Coumarate ,40 uM-C,D,LOM,4
co40eL4,Coumarate ,40 uM-C,E,LOM,4
co4aL4,Coumarate ,4 uM-C,A,LOM,4
co4bL4,Coumarate ,4 uM-C,B,LOM,4
co4cL4,Coumarate ,4 uM-C,C,LOM,4
co4dL4,Coumarate ,4 uM-C,D,LOM,4
co4eL4,Coumarate ,4 uM-C,E,LOM,4
co1aL4,Coumarate ,1 uM-C,A,LOM,4
co1bL4,Coumarate ,1 uM-C,B,LOM,4
co1cL4,Coumarate ,1 uM-C,C,LOM,4
co1dL4,Coumarate ,1 uM-C,D,LOM,4
co1eL4,Coumarate ,1 uM-C,E,LOM,4
co400aP4,Coumarate ,400 uM-C,A,PRI,4
co400bP4,Coumarate ,400 uM-C,B,PRI,4
co400cP4,Coumarate ,400 uM-C,C,PRI,4
co400dP4,Coumarate ,400 uM-C,D,PRI,4
co400eP4,Coumarate ,400 uM-C,E,PRI,4
co40aP4,Coumarate ,40 uM-C,A,PRI,4
co40bP4,Coumarate ,40 uM-C,B,PRI,4
co40cP4,Coumarate ,40 uM-C,C,PRI,4
co40dP4,Coumarate ,40 uM-C,D,PRI,4
co40eP4,Coumarate ,40 uM-C,E,PRI,4
co4aP4,Coumarate ,4 uM-C,A,PRI,4
co4bP4,Coumarate ,4 uM-C,B,PRI,4
co4cP4,Coumarate ,4 uM-C,C,PRI,4
co4dP4,Coumarate ,4 uM-C,D,PRI,4
co4eP4,Coumarate ,4 uM-C,E,PRI,4
co1aP4,Coumarate ,1 uM-C,A,PRI,4
co1bP4,Coumarate ,1 uM-C,B,PRI,4
co1cP4,Coumarate ,1 uM-C,C,PRI,4
co1dP4,Coumarate ,1 uM-C,D,PRI,4
co1eP4,Coumarate ,1 uM-C,E,PRI,4
co400aL7,Coumarate ,400 uM-C,A,LOM,7
co400bL7,Coumarate ,400 uM-C,B,LOM,7
co400cL7,Coumarate ,400 uM-C,C,LOM,7
co400dL7,Coumarate ,400 uM-C,D,LOM,7
co400eL7,Coumarate ,400 uM-C,E,LOM,7
co40aL7,Coumarate ,40 uM-C,A,LOM,7
co40bL7,Coumarate ,40 uM-C,B,LOM,7
co40cL7,Coumarate ,40 uM-C,C,LOM,7
co40dL7,Coumarate ,40 uM-C,D,LOM,7
co4aL7,Coumarate ,4 uM-C,A,LOM,7
co4bL7,Coumarate ,4 uM-C,B,LOM,7
co4cL7,Coumarate ,4 uM-C,C,LOM,7
co4dL7,Coumarate ,4 uM-C,D,LOM,7
co4eL7,Coumarate ,4 uM-C,E,LOM,7
co1aL7,Coumarate ,1 uM-C,A,LOM,7
co1bL7,Coumarate ,1 uM-C,B,LOM,7
co1cL7,Coumarate ,1 uM-C,C,LOM,7
co1dL7,Coumarate ,1 uM-C,D,LOM,7
co1eL7,Coumarate ,1 uM-C,E,LOM,7
co400aP7,Coumarate ,400 uM-C,A,PRI,7
co400bP7,Coumarate ,400 uM-C,B,PRI,7
co400cP7,Coumarate ,400 uM-C,C,PRI,7
co400dP7,Coumarate ,400 uM-C,D,PRI,7
co400eP7,Coumarate ,400 uM-C,E,PRI,7
co40aP7,Coumarate ,40 uM-C,A,PRI,7
co40bP7,Coumarate ,40 uM-C,B,PRI,7
co40cP7,Coumarate ,40 uM-C,C,PRI,7
co40dP7,Coumarate ,40 uM-C,D,PRI,7
co40eP7,Coumarate ,40 uM-C,E,PRI,7
co4aP7,Coumarate ,4 uM-C,A,PRI,7
co4bP7,Coumarate ,4 uM-C,B,PRI,7
co4cP7,Coumarate ,4 uM-C,C,PRI,7
co4dP7,Coumarate ,4 uM-C,D,PRI,7
co4eP7,Coumarate ,4 uM-C,E,PRI,7
co1aP7,Coumarate ,1 uM-C,A,PRI,7
co1bP7,Coumarate ,1 uM-C,B,PRI,7
co1cP7,Coumarate ,1 uM-C,C,PRI,7
co1dP7,Coumarate ,1 uM-C,D,PRI,7
co1eP7,Coumarate ,1 uM-C,E,PRI,7
co400aL10,Coumarate ,400 uM-C,A,LOM,10
co400bL10,Coumarate ,400 uM-C,B,LOM,10
co400cL10,Coumarate ,400 uM-C,C,LOM,10
co400dL10,Coumarate ,400 uM-C,D,LOM,10
co400eL10,Coumarate ,400 uM-C,E,LOM,10
co40aL10,Coumarate ,40 uM-C,A,LOM,10
co40bL10,Coumarate ,40 uM-C,B,LOM,10
co40cL10,Coumarate ,40 uM-C,C,LOM,10
co40dL10,Coumarate ,40 uM-C,D,LOM,10
co40eL10,Coumarate ,40 uM-C,E,LOM,10
co4bL10,Coumarate ,4 uM-C,B,LOM,10
co4cL10,Coumarate ,4 uM-C,C,LOM,10
co4dL10,Coumarate ,4 uM-C,D,LOM,10
co4eL10,Coumarate ,4 uM-C,E,LOM,10
co1aL10,Coumarate ,1 uM-C,A,LOM,10
co1bL10,Coumarate ,1 uM-C,B,LOM,10
co1cL10,Coumarate ,1 uM-C,C,LOM,10
co1dL10,Coumarate ,1 uM-C,D,LOM,10
co1eL10,Coumarate ,1 uM-C,E,LOM,10
co400aP10,Coumarate ,400 uM-C,A,PRI,10
co400bP10,Coumarate ,400 uM-C,B,PRI,10
co400cP10,Coumarate ,400 uM-C,C,PRI,10
co400dP10,Coumarate ,400 uM-C,D,PRI,10
co400eP10,Coumarate ,400 uM-C,E,PRI,10
co40aP10,Coumarate ,40 uM-C,A,PRI,10
co40bP10,Coumarate ,40 uM-C,B,PRI,10
co40cP10,Coumarate ,40 uM-C,C,PRI,10
co40dP10,Coumarate ,40 uM-C,D,PRI,10
co4aP10,Coumarate ,4 uM-C,A,PRI,10
co4bP10,Coumarate ,4 uM-C,B,PRI,10
co4cP10,Coumarate ,4 uM-C,C,PRI,10
co4dP10,Coumarate ,4 uM-C,D,PRI,10
co4eP10,Coumarate ,4 uM-C,E,PRI,10
co1aP10,Coumarate ,1 uM-C,A,PRI,10
co1bP10,Coumarate ,1 uM-C,B,PRI,10
co1cP10,Coumarate ,1 uM-C,C,PRI,10
co1dP10,Coumarate ,1 uM-C,D,PRI,10
co1eP10,Coumarate ,1 uM-C,E,PRI,10
co400aL14,Coumarate ,400 uM-C,A,LOM,14
co400bL14,Coumarate ,400 uM-C,B,LOM,14
co400cL14,Coumarate ,400 uM-C,C,LOM,14
co400dL14,Coumarate ,400 uM-C,D,LOM,14
co400eL14,Coumarate ,400 uM-C,E,LOM,14
co40aL14,Coumarate ,40 uM-C,A,LOM,14
co40bL14,Coumarate ,40 uM-C,B,LOM,14
co40cL14,Coumarate ,40 uM-C,C,LOM,14
co40dL14,Coumarate ,40 uM-C,D,LOM,14
co40eL14,Coumarate ,40 uM-C,E,LOM,14
co4aL14,Coumarate ,4 uM-C,A,LOM,14
co4bL14,Coumarate ,4 uM-C,B,LOM,14
co4cL14,Coumarate ,4 uM-C,C,LOM,14
co4dL14,Coumarate ,4 uM-C,D,LOM,14
co4eL14,Coumarate ,4 uM-C,E,LOM,14
co1aL14,Coumarate ,1 uM-C,A,LOM,14
co1cL14,Coumarate ,1 uM-C,C,LOM,14
co1dL14,Coumarate ,1 uM-C,D,LOM,14
co1eL14,Coumarate ,1 uM-C,E,LOM,14
co400aP14,Coumarate ,400 uM-C,A,PRI,14
co400bP14,Coumarate ,400 uM-C,B,PRI,14
co400cP14,Coumarate ,400 uM-C,C,PRI,14
co400dP14,Coumarate ,400 uM-C,D,PRI,14
co400eP14,Coumarate ,400 uM-C,E,PRI,14
co40aP14,Coumarate ,40 uM-C,A,PRI,14
co40bP14,Coumarate ,40 uM-C,B,PRI,14
co40cP14,Coumarate ,40 uM-C,C,PRI,14
co40dP14,Coumarate ,40 uM-C,D,PRI,14
co40eP14,Coumarate ,40 uM-C,E,PRI,14
co4aP14,Coumarate ,4 uM-C,A,PRI,14
co4bP14,Coumarate ,4 uM-C,B,PRI,14
co4cP14,Coumarate ,4 uM-C,C,PRI,14
co4dP14,Coumarate ,4 uM-C,D,PRI,14
co4eP14,Coumarate ,4 uM-C,E,PRI,14
co1aP14,Coumarate ,1 uM-C,A,PRI,14
co1bP14,Coumarate ,1 uM-C,B,PRI,14
co1cP14,Coumarate ,1 uM-C,C,PRI,14
co1dP14,Coumarate ,1 uM-C,D,PRI,14
co1eP14,Coumarate ,1 uM-C,E,PRI,14
t400aL0,Tryptone,400 uM-C,A,LOM,0
t400bL0,Tryptone,400 uM-C,B,LOM,0
t400cL0,Tryptone,400 uM-C,C,LOM,0
t400dL0,Tryptone,400 uM-C,D,LOM,0
t400eL0,Tryptone,400 uM-C,E,LOM,0
t40aL0,Tryptone,40 uM-C,A,LOM,0
t40bL0,Tryptone,40 uM-C,B,LOM,0
t40cL0,Tryptone,40 uM-C,C,LOM,0
t40dL0,Tryptone,40 uM-C,D,LOM,0
t40eL0,Tryptone,40 uM-C,E,LOM,0
t4aL0,Tryptone,4 uM-C,A,LOM,0
t4bL0,Tryptone,4 uM-C,B,LOM,0
t4cL0,Tryptone,4 uM-C,C,LOM,0
t4dL0,Tryptone,4 uM-C,D,LOM,0
t4eL0,Tryptone,4 uM-C,E,LOM,0
t1aL0,Tryptone,1 uM-C,A,LOM,0
t1bL0,Tryptone,1 uM-C,B,LOM,0
t1cL0,Tryptone,1 uM-C,C,LOM,0
t1dL0,Tryptone,1 uM-C,D,LOM,0
t1eL0,Tryptone,1 uM-C,E,LOM,0
t400aP0,Tryptone,400 uM-C,A,PRI,0
t400bP0,Tryptone,400 uM-C,B,PRI,0
t400cP0,Tryptone,400 uM-C,C,PRI,0
t400dP0,Tryptone,400 uM-C,D,PRI,0
t400eP0,Tryptone,400 uM-C,E,PRI,0
t40aP0,Tryptone,40 uM-C,A,PRI,0
t40bP0,Tryptone,40 uM-C,B,PRI,0
t40cP0,Tryptone,40 uM-C,C,PRI,0
t40dP0,Tryptone,40 uM-C,D,PRI,0
t40eP0,Tryptone,40 uM-C,E,PRI,0
t4aP0,Tryptone,4 uM-C,A,PRI,0
t4bP0,Tryptone,4 uM-C,B,PRI,0
t4cP0,Tryptone,4 uM-C,C,PRI,0
t4dP0,Tryptone,4 uM-C,D,PRI,0
t1aP0,Tryptone,1 uM-C,A,PRI,0
t1bP0,Tryptone,1 uM-C,B,PRI,0
t1cP0,Tryptone,1 uM-C,C,PRI,0
t1dP0,Tryptone,1 uM-C,D,PRI,0
t1eP0,Tryptone,1 uM-C,E,PRI,0
t400aL1,Tryptone,400 uM-C,A,LOM,1
t400bL1,Tryptone,400 uM-C,B,LOM,1
t400cL1,Tryptone,400 uM-C,C,LOM,1
t400dL1,Tryptone,400 uM-C,D,LOM,1
t400eL1,Tryptone,400 uM-C,E,LOM,1
t40aL1,Tryptone,40 uM-C,A,LOM,1
t40bL1,Tryptone,40 uM-C,B,LOM,1
t40cL1,Tryptone,40 uM-C,C,LOM,1
t40dL1,Tryptone,40 uM-C,D,LOM,1
t40eL1,Tryptone,40 uM-C,E,LOM,1
t4aL1,Tryptone,4 uM-C,A,LOM,1
t4bL1,Tryptone,4 uM-C,B,LOM,1
t4cL1,Tryptone,4 uM-C,C,LOM,1
t4dL1,Tryptone,4 uM-C,D,LOM,1
t4eL1,Tryptone,4 uM-C,E,LOM,1
t1aL1,Tryptone,1 uM-C,A,LOM,1
t1cL1,Tryptone,1 uM-C,C,LOM,1
t1dL1,Tryptone,1 uM-C,D,LOM,1
t400aP1,Tryptone,400 uM-C,A,PRI,1
t400bP1,Tryptone,400 uM-C,B,PRI,1
t400cP1,Tryptone,400 uM-C,C,PRI,1
t400dP1,Tryptone,400 uM-C,D,PRI,1
t400eP1,Tryptone,400 uM-C,E,PRI,1
t40aP1,Tryptone,40 uM-C,A,PRI,1
t40bP1,Tryptone,40 uM-C,B,PRI,1
t40cP1,Tryptone,40 uM-C,C,PRI,1
t40dP1,Tryptone,40 uM-C,D,PRI,1
t40eP1,Tryptone,40 uM-C,E,PRI,1
t4aP1,Tryptone,4 uM-C,A,PRI,1
t4bP1,Tryptone,4 uM-C,B,PRI,1
t4cP1,Tryptone,4 uM-C,C,PRI,1
t4dP1,Tryptone,4 uM-C,D,PRI,1
t4eP1,Tryptone,4 uM-C,E,PRI,1
t1aP1,Tryptone,1 uM-C,A,PRI,1
t1bP1,Tryptone,1 uM-C,B,PRI,1
t1cP1,Tryptone,1 uM-C,C,PRI,1
t1dP1,Tryptone,1 uM-C,D,PRI,1
t1eP1,Tryptone,1 uM-C,E,PRI,1
t400aL2,Tryptone,400 uM-C,A,LOM,2
t400bL2,Tryptone,400 uM-C,B,LOM,2
t400cL2,Tryptone,400 uM-C,C,LOM,2
t400dL2,Tryptone,400 uM-C,D,LOM,2
t400eL2,Tryptone,400 uM-C,E,LOM,2
t40aL2,Tryptone,40 uM-C,A,LOM,2
t40cL2,Tryptone,40 uM-C,C,LOM,2
t40dL2,Tryptone,40 uM-C,D,LOM,2
t40eL2,Tryptone,40 uM-C,E,LOM,2
t4aL2,Tryptone,4 uM-C,A,LOM,2
t4bL2,Tryptone,4 uM-C,B,LOM,2
t4cL2,Tryptone,4 uM-C,C,LOM,2
t4dL2,Tryptone,4 uM-C,D,LOM,2
t1aL2,Tryptone,1 uM-C,A,LOM,2
t1bL2,Tryptone,1 uM-C,B,LOM,2
t1dL2,Tryptone,1 uM-C,D,LOM,2
t1eL2,Tryptone,1 uM-C,E,LOM,2
t400aP2,Tryptone,400 uM-C,A,PRI,2
t400bP2,Tryptone,400 uM-C,B,PRI,2
t400cP2,Tryptone,400 uM-C,C,PRI,2
t400dP2,Tryptone,400 uM-C,D,PRI,2
t400eP2,Tryptone,400 uM-C,E,PRI,2
t40aP2,Tryptone,40 uM-C,A,PRI,2
t40bP2,Tryptone,40 uM-C,B,PRI,2
t40cP2,Tryptone,40 uM-C,C,PRI,2
t40dP2,Tryptone,40 uM-C,D,PRI,2
t40eP2,Tryptone,40 uM-C,E,PRI,2
t4aP2,Tryptone,4 uM-C,A,PRI,2
t4bP2,Tryptone,4 uM-C,B,PRI,2
t4cP2,Tryptone,4 uM-C,C,PRI,2
t4dP2,Tryptone,4 uM-C,D,PRI,2
t4eP2,Tryptone,4 uM-C,E,PRI,2
t1aP2,Tryptone,1 uM-C,A,PRI,2
t1bP2,Tryptone,1 uM-C,B,PRI,2
t1cP2,Tryptone,1 uM-C,C,PRI,2
t1dP2,Tryptone,1 uM-C,D,PRI,2
t1eP2,Tryptone,1 uM-C,E,PRI,2
t400aL4,Tryptone,400 uM-C,A,LOM,4
t400bL4,Tryptone,400 uM-C,B,LOM,4
t400cL4,Tryptone,400 uM-C,C,LOM,4
t400dL4,Tryptone,400 uM-C,D,LOM,4
t400eL4,Tryptone,400 uM-C,E,LOM,4
t40aL4,Tryptone,40 uM-C,A,LOM,4
t40bL4,Tryptone,40 uM-C,B,LOM,4
t40cL4,Tryptone,40 uM-C,C,LOM,4
t40dL4,Tryptone,40 uM-C,D,LOM,4
t40eL4,Tryptone,40 uM-C,E,LOM,4
t4aL4,Tryptone,4 uM-C,A,LOM,4
t4bL4,Tryptone,4 uM-C,B,LOM,4
t4cL4,Tryptone,4 uM-C,C,LOM,4
t4dL4,Tryptone,4 uM-C,D,LOM,4
t4eL4,Tryptone,4 uM-C,E,LOM,4
t1aL4,Tryptone,1 uM-C,A,LOM,4
t1bL4,Tryptone,1 uM-C,B,LOM,4
t1cL4,Tryptone,1 uM-C,C,LOM,4
t1dL4,Tryptone,1 uM-C,D,LOM,4
t400aP4,Tryptone,400 uM-C,A,PRI,4
t400bP4,Tryptone,400 uM-C,B,PRI,4
t400cP4,Tryptone,400 uM-C,C,PRI,4
t400dP4,Tryptone,400 uM-C,D,PRI,4
t400eP4,Tryptone,400 uM-C,E,PRI,4
t40aP4,Tryptone,40 uM-C,A,PRI,4
t40bP4,Tryptone,40 uM-C,B,PRI,4
t40cP4,Tryptone,40 uM-C,C,PRI,4
t40dP4,Tryptone,40 uM-C,D,PRI,4
t40eP4,Tryptone,40 uM-C,E,PRI,4
t4aP4,Tryptone,4 uM-C,A,PRI,4
t4bP4,Tryptone,4 uM-C,B,PRI,4
t4cP4,Tryptone,4 uM-C,C,PRI,4
t4dP4,Tryptone,4 uM-C,D,PRI,4
t4eP4,Tryptone,4 uM-C,E,PRI,4
t1aP4,Tryptone,1 uM-C,A,PRI,4
t1bP4,Tryptone,1 uM-C,B,PRI,4
t1cP4,Tryptone,1 uM-C,C,PRI,4
t1dP4,Tryptone,1 uM-C,D,PRI,4
t1eP4,Tryptone,1 uM-C,E,PRI,4
t400aL7,Tryptone,400 uM-C,A,LOM,7
t400bL7,Tryptone,400 uM-C,B,LOM,7
t400cL7,Tryptone,400 uM-C,C,LOM,7
t400dL7,Tryptone,400 uM-C,D,LOM,7
t400eL7,Tryptone,400 uM-C,E,LOM,7
t40aL7,Tryptone,40 uM-C,A,LOM,7
t40bL7,Tryptone,40 uM-C,B,LOM,7
t40cL7,Tryptone,40 uM-C,C,LOM,7
t40dL7,Tryptone,40 uM-C,D,LOM,7
t40eL7,Tryptone,40 uM-C,E,LOM,7
t4aL7,Tryptone,4 uM-C,A,LOM,7
t4bL7,Tryptone,4 uM-C,B,LOM,7
t4dL7,Tryptone,4 uM-C,D,LOM,7
t1aL7,Tryptone,1 uM-C,A,LOM,7
t1bL7,Tryptone,1 uM-C,B,LOM,7
t1cL7,Tryptone,1 uM-C,C,LOM,7
t1dL7,Tryptone,1 uM-C,D,LOM,7
t1eL7,Tryptone,1 uM-C,E,LOM,7
t400aP7,Tryptone,400 uM-C,A,PRI,7
t400bP7,Tryptone,400 uM-C,B,PRI,7
t400cP7,Tryptone,400 uM-C,C,PRI,7
t400dP7,Tryptone,400 uM-C,D,PRI,7
t400eP7,Tryptone,400 uM-C,E,PRI,7
t40aP7,Tryptone,40 uM-C,A,PRI,7
t40bP7,Tryptone,40 uM-C,B,PRI,7
t40cP7,Tryptone,40 uM-C,C,PRI,7
t40dP7,Tryptone,40 uM-C,D,PRI,7
t40eP7,Tryptone,40 uM-C,E,PRI,7
t4aP7,Tryptone,4 uM-C,A,PRI,7
t4bP7,Tryptone,4 uM-C,B,PRI,7
t4cP7,Tryptone,4 uM-C,C,PRI,7
t4dP7,Tryptone,4 uM-C,D,PRI,7
t4eP7,Tryptone,4 uM-C,E,PRI,7
t1aP7,Tryptone,1 uM-C,A,PRI,7
t1bP7,Tryptone,1 uM-C,B,PRI,7
t1cP7,Tryptone,1 uM-C,C,PRI,7
t1dP7,Tryptone,1 uM-C,D,PRI,7
t1eP7,Tryptone,1 uM-C,E,PRI,7
t400aL10,Tryptone,400 uM-C,A,LOM,10
t400bL10,Tryptone,400 uM-C,B,LOM,10
t400cL10,Tryptone,400 uM-C,C,LOM,10
t400dL10,Tryptone,400 uM-C,D,LOM,10
t400eL10,Tryptone,400 uM-C,E,LOM,10
t40aL10,Tryptone,40 uM-C,A,LOM,10
t40bL10,Tryptone,40 uM-C,B,LOM,10
t40cL10,Tryptone,40 uM-C,C,LOM,10
t40dL10,Tryptone,40 uM-C,D,LOM,10
t40eL10,Tryptone,40 uM-C,E,LOM,10
t4aL10,Tryptone,4 uM-C,A,LOM,10
t4bL10,Tryptone,4 uM-C,B,LOM,10
t4cL10,Tryptone,4 uM-C,C,LOM,10
t4dL10,Tryptone,4 uM-C,D,LOM,10
t4eL10,Tryptone,4 uM-C,E,LOM,10
t1aL10,Tryptone,1 uM-C,A,LOM,10
t1bL10,Tryptone,1 uM-C,B,LOM,10
t1cL10,Tryptone,1 uM-C,C,LOM,10
t1dL10,Tryptone,1 uM-C,D,LOM,10
t1eL10,Tryptone,1 uM-C,E,LOM,10
t400aP10,Tryptone,400 uM-C,A,PRI,10
t400bP10,Tryptone,400 uM-C,B,PRI,10
t400cP10,Tryptone,400 uM-C,C,PRI,10
t400dP10,Tryptone,400 uM-C,D,PRI,10
