Int,Treatment,Carbon,Concentration,Rep,Strain,CO2Accum,Expt
13,NOM,Control_low,0 uM-C,B,SE45,112.062,2
13,composite,Casamino Acids,40 uM-C,A,SE45,157.1525,2
13,composite,Casamino Acids,40 uM-C,B,SE45,205.856,2
13,composite,Casamino Acids,40 uM-C,C,SE45,136.23,2
13,PRI,Casamino Acids,40 uM-C,A,SE45,106.801,2
13,PRI,Casamino Acids,40 uM-C,B,SE45,197.595,2
13,PRI,Casamino Acids,40 uM-C,C,SE45,203.713,2
13,LOM,Casamino Acids,4 uM-C,A,SE45,31.352,2
13,LOM,Casamino Acids,4 uM-C,B,SE45,23.554,2
13,LOM,Casamino Acids,4 uM-C,C,SE45,35.668,2
13,composite,Casamino Acids,4 uM-C,A,SE45,100.1265,2
13,composite,Casamino Acids,4 uM-C,B,SE45,135.616,2
13,composite,Casamino Acids,4 uM-C,C,SE45,61.155,2
13,PRI,Casamino Acids,4 uM-C,A,SE45,58.601,2
13,PRI,Casamino Acids,4 uM-C,B,SE45,34.941,2
13,PRI,Casamino Acids,4 uM-C,C,SE45,56.736,2
14,LOM,Casamino Acids,400 uM-C,A,SE45,226.754,2
14,LOM,Casamino Acids,400 uM-C,B,SE45,219.07,2
14,LOM,Casamino Acids,400 uM-C,C,SE45,242.285,2
14,composite,Casamino Acids,400 uM-C,A,SE45,302.04,2
14,composite,Casamino Acids,400 uM-C,B,SE45,336.914,2
14,composite,Casamino Acids,400 uM-C,C,SE45,275.013,2
14,PRI,Casamino Acids,400 uM-C,A,SE45,91.411,2
14,PRI,Casamino Acids,400 uM-C,B,SE45,103.808,2
14,PRI,Casamino Acids,400 uM-C,C,SE45,88.79,2
14,LOM,Casamino Acids,40 uM-C,A,SE45,90.063,2
14,ABM,Control_low,0 uM-C,B,SE45,-73.834,2
14,ABM,Control_low,0 uM-C,C,SE45,-59.278,2
14,NOM,Control_low,0 uM-C,A,SE45,7.924,2
14,LOM,Casamino Acids,40 uM-C,C,SE45,119.756,2
14,NOM,Control_low,0 uM-C,C,SE45,32.728,2
14,ABM,Control_low,0 uM-C,A,SE45,82.034,2
14,LOM,Casamino Acids,40 uM-C,B,SE45,97.488,2
14,NOM,Control_low,0 uM-C,B,SE45,117.844,2
14,composite,Casamino Acids,40 uM-C,A,SE45,168.349,2
14,composite,Casamino Acids,40 uM-C,B,SE45,215.332,2
14,composite,Casamino Acids,40 uM-C,C,SE45,152.484,2
14,PRI,Casamino Acids,40 uM-C,A,SE45,115.158,2
14,PRI,Casamino Acids,40 uM-C,B,SE45,208.867,2
14,PRI,Casamino Acids,40 uM-C,C,SE45,215.29,2
14,LOM,Casamino Acids,4 uM-C,A,SE45,29.457,2
14,LOM,Casamino Acids,4 uM-C,B,SE45,18.865,2
14,LOM,Casamino Acids,4 uM-C,C,SE45,31.149,2
14,composite,Casamino Acids,4 uM-C,A,SE45,107.743,2
14,composite,Casamino Acids,4 uM-C,B,SE45,136.709,2
14,composite,Casamino Acids,4 uM-C,C,SE45,63.877,2
14,PRI,Casamino Acids,4 uM-C,A,SE45,61.172,2
14,PRI,Casamino Acids,4 uM-C,B,SE45,35.919,2
14,PRI,Casamino Acids,4 uM-C,C,SE45,57.201,2
15,LOM,Casamino Acids,400 uM-C,A,SE45,246.856,2
15,LOM,Casamino Acids,400 uM-C,B,SE45,238.574,2
15,LOM,Casamino Acids,400 uM-C,C,SE45,262.465,2
15,composite,Casamino Acids,400 uM-C,A,SE45,332.449,2
15,composite,Casamino Acids,400 uM-C,B,SE45,368.832,2
15,composite,Casamino Acids,400 uM-C,C,SE45,299.393,2
15,PRI,Casamino Acids,400 uM-C,A,SE45,100.632,2
15,PRI,Casamino Acids,400 uM-C,B,SE45,110.758,2
15,PRI,Casamino Acids,400 uM-C,C,SE45,100.663,2
15,LOM,Casamino Acids,40 uM-C,A,SE45,96.228,2
15,ABM,Control_low,0 uM-C,B,SE45,-79.459,2
15,ABM,Control_low,0 uM-C,C,SE45,-66.518,2
15,NOM,Control_low,0 uM-C,A,SE45,6.745,2
15,LOM,Casamino Acids,40 uM-C,C,SE45,128.108,2
15,NOM,Control_low,0 uM-C,C,SE45,36.928,2
15,ABM,Control_low,0 uM-C,A,SE45,88.882,2
15,LOM,Casamino Acids,40 uM-C,B,SE45,108.821,2
15,NOM,Control_low,0 uM-C,B,SE45,130.258,2
15,composite,Casamino Acids,40 uM-C,A,SE45,181.821,2
15,composite,Casamino Acids,40 uM-C,B,SE45,239.079,2
15,composite,Casamino Acids,40 uM-C,C,SE45,165.036,2
15,PRI,Casamino Acids,40 uM-C,A,SE45,128.42,2
15,PRI,Casamino Acids,40 uM-C,B,SE45,219.367,2
15,PRI,Casamino Acids,40 uM-C,C,SE45,232.022,2
15,LOM,Casamino Acids,4 uM-C,A,SE45,32.451,2
15,LOM,Casamino Acids,4 uM-C,B,SE45,21.478,2
15,LOM,Casamino Acids,4 uM-C,C,SE45,33.701,2
15,composite,Casamino Acids,4 uM-C,A,SE45,118.044,2
15,composite,Casamino Acids,4 uM-C,B,SE45,151.736,2
15,composite,Casamino Acids,4 uM-C,C,SE45,70.629,2
15,PRI,Casamino Acids,4 uM-C,A,SE45,67.701,2
15,PRI,Casamino Acids,4 uM-C,B,SE45,37.041,2
15,PRI,Casamino Acids,4 uM-C,C,SE45,63.095,2
16,LOM,Casamino Acids,400 uM-C,A,SE45,261.595,2
16,LOM,Casamino Acids,400 uM-C,B,SE45,256.113,2
16,LOM,Casamino Acids,400 uM-C,C,SE45,279.022,2
16,composite,Casamino Acids,400 uM-C,A,SE45,351.602,2
16,composite,Casamino Acids,400 uM-C,B,SE45,395.591,2
16,composite,Casamino Acids,400 uM-C,C,SE45,319.558,2
16,PRI,Casamino Acids,400 uM-C,A,SE45,108.067,2
16,PRI,Casamino Acids,400 uM-C,B,SE45,118.13,2
16,PRI,Casamino Acids,400 uM-C,C,SE45,112.394,2
16,LOM,Casamino Acids,40 uM-C,A,SE45,101.649,2
16,ABM,Control_low,0 uM-C,B,SE45,-87.139,2
16,ABM,Control_low,0 uM-C,C,SE45,-71.25,2
16,NOM,Control_low,0 uM-C,A,SE45,5.162,2
16,LOM,Casamino Acids,40 uM-C,C,SE45,137.234,2
16,NOM,Control_low,0 uM-C,C,SE45,40.536,2
16,ABM,Control_low,0 uM-C,A,SE45,91.268,2
16,LOM,Casamino Acids,40 uM-C,B,SE45,118.217,2
16,NOM,Control_low,0 uM-C,B,SE45,139.478,2
16,composite,Casamino Acids,40 uM-C,A,SE45,191.656,2
16,composite,Casamino Acids,40 uM-C,B,SE45,257.695,2
16,composite,Casamino Acids,40 uM-C,C,SE45,177.77,2
16,PRI,Casamino Acids,40 uM-C,A,SE45,136.13,2
16,PRI,Casamino Acids,40 uM-C,B,SE45,234.557,2
16,PRI,Casamino Acids,40 uM-C,C,SE45,247.27,2
16,LOM,Casamino Acids,4 uM-C,A,SE45,32.045,2
16,LOM,Casamino Acids,4 uM-C,B,SE45,21.079,2
16,LOM,Casamino Acids,4 uM-C,C,SE45,32.636,2
16,composite,Casamino Acids,4 uM-C,A,SE45,122.052,2
16,composite,Casamino Acids,4 uM-C,B,SE45,160.557,2
16,composite,Casamino Acids,4 uM-C,C,SE45,73.172,2
16,PRI,Casamino Acids,4 uM-C,A,SE45,75.652,2
16,PRI,Casamino Acids,4 uM-C,B,SE45,40.091,2
16,PRI,Casamino Acids,4 uM-C,C,SE45,68.653,2
17,LOM,Casamino Acids,400 uM-C,A,SE45,280.188,2
17,LOM,Casamino Acids,400 uM-C,B,SE45,270.553,2
17,LOM,Casamino Acids,400 uM-C,C,SE45,296.304,2
17,composite,Casamino Acids,400 uM-C,A,SE45,378.8935,2
17,composite,Casamino Acids,400 uM-C,B,SE45,419.367,2
17,composite,Casamino Acids,400 uM-C,C,SE45,344.901,2
17,PRI,Casamino Acids,400 uM-C,A,SE45,114.046,2
17,PRI,Casamino Acids,400 uM-C,B,SE45,126.566,2
17,PRI,Casamino Acids,400 uM-C,C,SE45,122.017,2
17,LOM,Casamino Acids,40 uM-C,A,SE45,108.889,2
17,ABM,Control_low,0 uM-C,B,SE45,-93.213,2
17,ABM,Control_low,0 uM-C,C,SE45,-78.757,2
17,NOM,Control_low,0 uM-C,A,SE45,7.984,2
17,LOM,Casamino Acids,40 uM-C,C,SE45,148.783,2
17,NOM,Control_low,0 uM-C,C,SE45,48.597,2
17,ABM,Control_low,0 uM-C,A,SE45,89.283,2
17,LOM,Casamino Acids,40 uM-C,B,SE45,127.04,2
17,NOM,Control_low,0 uM-C,B,SE45,148.814,2
17,composite,Casamino Acids,40 uM-C,A,SE45,207.5945,2
17,composite,Casamino Acids,40 uM-C,B,SE45,275.854,2
17,composite,Casamino Acids,40 uM-C,C,SE45,197.38,2
17,PRI,Casamino Acids,40 uM-C,A,SE45,144.049,2
17,PRI,Casamino Acids,40 uM-C,B,SE45,250.411,2
17,PRI,Casamino Acids,40 uM-C,C,SE45,264.214,2
17,LOM,Casamino Acids,4 uM-C,A,SE45,37.756,2
17,LOM,Casamino Acids,4 uM-C,B,SE45,31.692,2
17,LOM,Casamino Acids,4 uM-C,C,SE45,36.722,2
17,composite,Casamino Acids,4 uM-C,A,SE45,136.4615,2
17,composite,Casamino Acids,4 uM-C,B,SE45,180.506,2
17,composite,Casamino Acids,4 uM-C,C,SE45,85.319,2
17,PRI,Casamino Acids,4 uM-C,A,SE45,85.994,2
17,PRI,Casamino Acids,4 uM-C,B,SE45,41.703,2
17,PRI,Casamino Acids,4 uM-C,C,SE45,75.424,2
18,LOM,Casamino Acids,400 uM-C,A,SE45,295.568,2
18,LOM,Casamino Acids,400 uM-C,B,SE45,288.061,2
18,LOM,Casamino Acids,400 uM-C,C,SE45,316.364,2
18,composite,Casamino Acids,400 uM-C,A,SE45,400.3095,2
18,composite,Casamino Acids,400 uM-C,B,SE45,442.171,2
18,composite,Casamino Acids,400 uM-C,C,SE45,371.737,2
18,PRI,Casamino Acids,400 uM-C,A,SE45,120.044,2
18,PRI,Casamino Acids,400 uM-C,B,SE45,137.37,2
18,PRI,Casamino Acids,400 uM-C,C,SE45,137.115,2
18,LOM,Casamino Acids,40 uM-C,A,SE45,114.382,2
18,ABM,Control_low,0 uM-C,B,SE45,-98.096,2
18,ABM,Control_low,0 uM-C,C,SE45,-79.812,2
18,NOM,Control_low,0 uM-C,A,SE45,8.512,2
18,LOM,Casamino Acids,40 uM-C,C,SE45,152.779,2
18,NOM,Control_low,0 uM-C,C,SE45,55.373,2
18,ABM,Control_low,0 uM-C,A,SE45,93.398,2
18,LOM,Casamino Acids,40 uM-C,B,SE45,129.364,2
18,NOM,Control_low,0 uM-C,B,SE45,154.11,2
18,composite,Casamino Acids,40 uM-C,A,SE45,219.1235,2
18,composite,Casamino Acids,40 uM-C,B,SE45,283.474,2
18,composite,Casamino Acids,40 uM-C,C,SE45,208.152,2
18,PRI,Casamino Acids,40 uM-C,A,SE45,148.891,2
18,PRI,Casamino Acids,40 uM-C,B,SE45,267.544,2
18,PRI,Casamino Acids,40 uM-C,C,SE45,291.228,2
18,LOM,Casamino Acids,4 uM-C,A,SE45,40.156,2
18,LOM,Casamino Acids,4 uM-C,B,SE45,34.535,2
18,LOM,Casamino Acids,4 uM-C,C,SE45,42.79,2
18,composite,Casamino Acids,4 uM-C,A,SE45,144.8975,2
18,composite,Casamino Acids,4 uM-C,B,SE45,188.645,2
18,composite,Casamino Acids,4 uM-C,C,SE45,98.163,2
18,PRI,Casamino Acids,4 uM-C,A,SE45,94.328,2
18,PRI,Casamino Acids,4 uM-C,B,SE45,50.003,2
18,PRI,Casamino Acids,4 uM-C,C,SE45,81.186,2
19,LOM,Casamino Acids,400 uM-C,A,SE45,307.198,2
19,LOM,Casamino Acids,400 uM-C,B,SE45,306.466,2
19,LOM,Casamino Acids,400 uM-C,C,SE45,331.048,2
19,composite,Casamino Acids,400 uM-C,A,SE45,416.014,2
19,composite,Casamino Acids,400 uM-C,B,SE45,466.432,2
19,composite,Casamino Acids,400 uM-C,C,SE45,388.714,2
19,PRI,Casamino Acids,400 uM-C,A,SE45,130.177,2
19,PRI,Casamino Acids,400 uM-C,B,SE45,146.387,2
19,PRI,Casamino Acids,400 uM-C,C,SE45,146.582,2
19,LOM,Casamino Acids,40 uM-C,A,SE45,122.369,2
19,ABM,Control_low,0 uM-C,B,SE45,-100.662,2
19,ABM,Control_low,0 uM-C,C,SE45,-77.709,2
19,NOM,Control_low,0 uM-C,A,SE45,7.188,2
19,LOM,Casamino Acids,40 uM-C,C,SE45,171.087,2
19,NOM,Control_low,0 uM-C,C,SE45,57.666,2
19,ABM,Control_low,0 uM-C,A,SE45,98.987,2
19,LOM,Casamino Acids,40 uM-C,B,SE45,130.45,2
19,NOM,Control_low,0 uM-C,B,SE45,159.966,2
19,composite,Casamino Acids,40 uM-C,A,SE45,231.185,2
19,composite,Casamino Acids,40 uM-C,B,SE45,290.416,2
19,composite,Casamino Acids,40 uM-C,C,SE45,228.753,2
19,PRI,Casamino Acids,40 uM-C,A,SE45,152.48,2
19,PRI,Casamino Acids,40 uM-C,B,SE45,282.383,2
19,PRI,Casamino Acids,40 uM-C,C,SE45,300.761,2
19,LOM,Casamino Acids,4 uM-C,A,SE45,42.79,2
19,LOM,Casamino Acids,4 uM-C,B,SE45,36.516,2
19,LOM,Casamino Acids,4 uM-C,C,SE45,42.565,2
19,composite,Casamino Acids,4 uM-C,A,SE45,151.606,2
19,composite,Casamino Acids,4 uM-C,B,SE45,196.482,2
19,composite,Casamino Acids,4 uM-C,C,SE45,100.231,2
19,PRI,Casamino Acids,4 uM-C,A,SE45,100.309,2
19,PRI,Casamino Acids,4 uM-C,B,SE45,53.735,2
19,PRI,Casamino Acids,4 uM-C,C,SE45,82.095,2
20,LOM,Casamino Acids,400 uM-C,A,SE45,323.126,2
20,LOM,Casamino Acids,400 uM-C,B,SE45,318.703,2
20,LOM,Casamino Acids,400 uM-C,C,SE45,351.037,2
20,composite,Casamino Acids,400 uM-C,A,SE45,436.2025,2
20,composite,Casamino Acids,400 uM-C,B,SE45,483.795,2
20,composite,Casamino Acids,400 uM-C,C,SE45,412.098,2
20,PRI,Casamino Acids,400 uM-C,A,SE45,134.37,2
20,PRI,Casamino Acids,400 uM-C,B,SE45,153.286,2
20,PRI,Casamino Acids,400 uM-C,C,SE45,158.985,2
20,LOM,Casamino Acids,40 uM-C,A,SE45,132.037,2
20,ABM,Control_low,0 uM-C,B,SE45,-103.256,2
20,ABM,Control_low,0 uM-C,C,SE45,-77.794,2
20,NOM,Control_low,0 uM-C,A,SE45,6.588,2
20,LOM,Casamino Acids,40 uM-C,C,SE45,175.955,2
20,NOM,Control_low,0 uM-C,C,SE45,61.061,2
20,ABM,Control_low,0 uM-C,A,SE45,103.37,2
20,LOM,Casamino Acids,40 uM-C,B,SE45,132.954,2
20,NOM,Control_low,0 uM-C,B,SE45,165.092,2
20,composite,Casamino Acids,40 uM-C,A,SE45,245.1135,2
20,composite,Casamino Acids,40 uM-C,B,SE45,298.046,2
20,composite,Casamino Acids,40 uM-C,C,SE45,237.016,2
20,PRI,Casamino Acids,40 uM-C,A,SE45,155.612,2
20,PRI,Casamino Acids,40 uM-C,B,SE45,296.743,2
20,PRI,Casamino Acids,40 uM-C,C,SE45,310.86,2
20,LOM,Casamino Acids,4 uM-C,A,SE45,44.769,2
20,LOM,Casamino Acids,4 uM-C,B,SE45,37.809,2
20,LOM,Casamino Acids,4 uM-C,C,SE45,44.575,2
20,composite,Casamino Acids,4 uM-C,A,SE45,157.8455,2
20,composite,Casamino Acids,4 uM-C,B,SE45,202.901,2
20,composite,Casamino Acids,4 uM-C,C,SE45,105.636,2
20,PRI,Casamino Acids,4 uM-C,A,SE45,104.523,2
20,PRI,Casamino Acids,4 uM-C,B,SE45,54.088,2
20,PRI,Casamino Acids,4 uM-C,C,SE45,86.106,2
21,LOM,Casamino Acids,400 uM-C,A,SE45,337.911,2
21,LOM,Casamino Acids,400 uM-C,B,SE45,335.234,2
21,LOM,Casamino Acids,400 uM-C,C,SE45,366.974,2
21,composite,Casamino Acids,400 uM-C,A,SE45,453.016,2
21,composite,Casamino Acids,400 uM-C,B,SE45,502.293,2
21,composite,Casamino Acids,400 uM-C,C,SE45,430.125,2
21,PRI,Casamino Acids,400 uM-C,A,SE45,140.16,2
21,PRI,Casamino Acids,400 uM-C,B,SE45,160.689,2
21,PRI,Casamino Acids,400 uM-C,C,SE45,170.356,2
21,LOM,Casamino Acids,40 uM-C,A,SE45,136.793,2
21,ABM,Control_low,0 uM-C,B,SE45,-103.992,2
21,ABM,Control_low,0 uM-C,C,SE45,-77.352,2
21,NOM,Control_low,0 uM-C,A,SE45,3.777,2
21,LOM,Casamino Acids,40 uM-C,C,SE45,186.969,2
21,NOM,Control_low,0 uM-C,C,SE45,63.151,2
21,ABM,Control_low,0 uM-C,A,SE45,106.136,2
21,LOM,Casamino Acids,40 uM-C,B,SE45,136.359,2
21,NOM,Control_low,0 uM-C,B,SE45,167.059,2
21,composite,Casamino Acids,40 uM-C,A,SE45,251.898,2
21,composite,Casamino Acids,40 uM-C,B,SE45,303.418,2
21,composite,Casamino Acids,40 uM-C,C,SE45,250.12,2
21,PRI,Casamino Acids,40 uM-C,A,SE45,158.61,2
21,PRI,Casamino Acids,40 uM-C,B,SE45,309.202,2
21,PRI,Casamino Acids,40 uM-C,C,SE45,326.821,2
21,LOM,Casamino Acids,4 uM-C,A,SE45,47.255,2
21,LOM,Casamino Acids,4 uM-C,B,SE45,37.902,2
21,LOM,Casamino Acids,4 uM-C,C,SE45,46.56,2
21,composite,Casamino Acids,4 uM-C,A,SE45,162.36,2
21,composite,Casamino Acids,4 uM-C,B,SE45,204.961,2
21,composite,Casamino Acids,4 uM-C,C,SE45,109.711,2
21,PRI,Casamino Acids,4 uM-C,A,SE45,106.327,2
21,PRI,Casamino Acids,4 uM-C,B,SE45,55.914,2
21,PRI,Casamino Acids,4 uM-C,C,SE45,88.053,2
22,LOM,Casamino Acids,400 uM-C,A,SE45,355.133,2
22,LOM,Casamino Acids,400 uM-C,B,SE45,349.666,2
22,LOM,Casamino Acids,400 uM-C,C,SE45,382.986,2
22,composite,Casamino Acids,400 uM-C,A,SE45,477.143,2
22,composite,Casamino Acids,400 uM-C,B,SE45,523.626,2
22,composite,Casamino Acids,400 uM-C,C,SE45,453.046,2
22,PRI,Casamino Acids,400 uM-C,A,SE45,150.807,2
22,PRI,Casamino Acids,400 uM-C,B,SE45,167.142,2
22,PRI,Casamino Acids,400 uM-C,C,SE45,183.033,2
22,LOM,Casamino Acids,40 uM-C,A,SE45,144.907,2
22,ABM,Control_low,0 uM-C,B,SE45,-107.012,2
22,ABM,Control_low,0 uM-C,C,SE45,-78.205,2
22,NOM,Control_low,0 uM-C,A,SE45,6.109,2
22,LOM,Casamino Acids,40 uM-C,C,SE45,197.925,2
22,NOM,Control_low,0 uM-C,C,SE45,70.06,2
22,ABM,Control_low,0 uM-C,A,SE45,109.947,2
22,LOM,Casamino Acids,40 uM-C,B,SE45,142.033,2
22,NOM,Control_low,0 uM-C,B,SE45,173.96,2
22,composite,Casamino Acids,40 uM-C,A,SE45,266.917,2
22,composite,Casamino Acids,40 uM-C,B,SE45,315.993,2
22,composite,Casamino Acids,40 uM-C,C,SE45,267.985,2
22,PRI,Casamino Acids,40 uM-C,A,SE45,164.302,2
22,PRI,Casamino Acids,40 uM-C,B,SE45,323.588,2
22,PRI,Casamino Acids,40 uM-C,C,SE45,341.847,2
22,LOM,Casamino Acids,4 uM-C,A,SE45,47.83,2
22,LOM,Casamino Acids,4 uM-C,B,SE45,43.871,2
22,LOM,Casamino Acids,4 uM-C,C,SE45,50.116,2
22,composite,Casamino Acids,4 uM-C,A,SE45,169.84,2
22,composite,Casamino Acids,4 uM-C,B,SE45,217.831,2
22,composite,Casamino Acids,4 uM-C,C,SE45,120.176,2
22,PRI,Casamino Acids,4 uM-C,A,SE45,112.593,2
22,PRI,Casamino Acids,4 uM-C,B,SE45,59.336,2
22,PRI,Casamino Acids,4 uM-C,C,SE45,93.721,2
23,LOM,Casamino Acids,400 uM-C,A,SE45,375.274,2
23,LOM,Casamino Acids,400 uM-C,B,SE45,362.036,2
23,LOM,Casamino Acids,400 uM-C,C,SE45,397.889,2
23,composite,Casamino Acids,400 uM-C,A,SE45,500.265,2
23,composite,Casamino Acids,400 uM-C,B,SE45,535.993,2
23,composite,Casamino Acids,400 uM-C,C,SE45,473.914,2
23,PRI,Casamino Acids,400 uM-C,A,SE45,155.488,2
23,PRI,Casamino Acids,400 uM-C,B,SE45,173.117,2
23,PRI,Casamino Acids,400 uM-C,C,SE45,194.875,2
23,LOM,Casamino Acids,40 uM-C,A,SE45,149.821,2
23,ABM,Control_low,0 uM-C,B,SE45,-108.79,2
23,ABM,Control_low,0 uM-C,C,SE45,-77.239,2
23,NOM,Control_low,0 uM-C,A,SE45,5.698,2
23,LOM,Casamino Acids,40 uM-C,C,SE45,201.716,2
23,NOM,Control_low,0 uM-C,C,SE45,76.025,2
23,ABM,Control_low,0 uM-C,A,SE45,114.51,2
23,LOM,Casamino Acids,40 uM-C,B,SE45,145.735,2
23,NOM,Control_low,0 uM-C,B,SE45,173.957,2
23,composite,Casamino Acids,40 uM-C,A,SE45,274.812,2
23,composite,Casamino Acids,40 uM-C,B,SE45,319.692,2
23,composite,Casamino Acids,40 uM-C,C,SE45,277.741,2
23,PRI,Casamino Acids,40 uM-C,A,SE45,170.753,2
23,PRI,Casamino Acids,40 uM-C,B,SE45,335.635,2
23,PRI,Casamino Acids,40 uM-C,C,SE45,351.081,2
23,LOM,Casamino Acids,4 uM-C,A,SE45,50.788,2
23,LOM,Casamino Acids,4 uM-C,B,SE45,44.089,2
23,LOM,Casamino Acids,4 uM-C,C,SE45,48.664,2
23,composite,Casamino Acids,4 uM-C,A,SE45,175.779,2
23,composite,Casamino Acids,4 uM-C,B,SE45,218.046,2
23,composite,Casamino Acids,4 uM-C,C,SE45,124.689,2
23,PRI,Casamino Acids,4 uM-C,A,SE45,112.746,2
23,PRI,Casamino Acids,4 uM-C,B,SE45,56.789,2
23,PRI,Casamino Acids,4 uM-C,C,SE45,96.106,2
24,LOM,Casamino Acids,400 uM-C,A,SE45,392.172,2
24,LOM,Casamino Acids,400 uM-C,B,SE45,380.277,2
24,LOM,Casamino Acids,400 uM-C,C,SE45,418.048,2
24,composite,Casamino Acids,400 uM-C,A,SE45,524.3745,2
24,composite,Casamino Acids,400 uM-C,B,SE45,565.721,2
24,composite,Casamino Acids,400 uM-C,C,SE45,497.009,2
24,PRI,Casamino Acids,400 uM-C,A,SE45,167.803,2
24,PRI,Casamino Acids,400 uM-C,B,SE45,183.767,2
24,PRI,Casamino Acids,400 uM-C,C,SE45,207.216,2
24,LOM,Casamino Acids,40 uM-C,A,SE45,157.756,2
24,ABM,Control_low,0 uM-C,B,SE45,-111.692,2
24,ABM,Control_low,0 uM-C,C,SE45,-82.623,2
24,NOM,Control_low,0 uM-C,A,SE45,4.34,2
24,LOM,Casamino Acids,40 uM-C,C,SE45,211.26,2
24,NOM,Control_low,0 uM-C,C,SE45,78.961,2
24,ABM,Control_low,0 uM-C,A,SE45,120.934,2
24,LOM,Casamino Acids,40 uM-C,B,SE45,155.487,2
24,NOM,Control_low,0 uM-C,B,SE45,185.444,2
24,composite,Casamino Acids,40 uM-C,A,SE45,289.9585,2
24,composite,Casamino Acids,40 uM-C,B,SE45,340.931,2
24,composite,Casamino Acids,40 uM-C,C,SE45,290.221,2
24,PRI,Casamino Acids,40 uM-C,A,SE45,177.137,2
24,PRI,Casamino Acids,40 uM-C,B,SE45,354.001,2
24,PRI,Casamino Acids,40 uM-C,C,SE45,364.061,2
24,LOM,Casamino Acids,4 uM-C,A,SE45,54.791,2
24,LOM,Casamino Acids,4 uM-C,B,SE45,45.632,2
24,LOM,Casamino Acids,4 uM-C,C,SE45,49.779,2
24,composite,Casamino Acids,4 uM-C,A,SE45,186.9935,2
24,composite,Casamino Acids,4 uM-C,B,SE45,231.076,2
24,composite,Casamino Acids,4 uM-C,C,SE45,128.74,2
24,PRI,Casamino Acids,4 uM-C,A,SE45,119.068,2
24,PRI,Casamino Acids,4 uM-C,B,SE45,59.29,2
24,PRI,Casamino Acids,4 uM-C,C,SE45,102.122,2
25,LOM,Casamino Acids,400 uM-C,A,SE45,409.315,2
25,LOM,Casamino Acids,400 uM-C,B,SE45,393.813,2
25,LOM,Casamino Acids,400 uM-C,C,SE45,431.794,2
25,composite,Casamino Acids,400 uM-C,A,SE45,547.481,2
25,composite,Casamino Acids,400 uM-C,B,SE45,588.134,2
25,composite,Casamino Acids,400 uM-C,C,SE45,513.805,2
25,PRI,Casamino Acids,400 uM-C,A,SE45,176.775,2
25,PRI,Casamino Acids,400 uM-C,B,SE45,192.306,2
25,PRI,Casamino Acids,400 uM-C,C,SE45,218.966,2
25,LOM,Casamino Acids,40 uM-C,A,SE45,162.01,2
25,ABM,Control_low,0 uM-C,B,SE45,-116.485,2
25,ABM,Control_low,0 uM-C,C,SE45,-86.175,2
25,NOM,Control_low,0 uM-C,A,SE45,8.285,2
25,LOM,Casamino Acids,40 uM-C,C,SE45,216.302,2
25,NOM,Control_low,0 uM-C,C,SE45,82.011,2
25,ABM,Control_low,0 uM-C,A,SE45,129.242,2
25,LOM,Casamino Acids,40 uM-C,B,SE45,163.389,2
25,NOM,Control_low,0 uM-C,B,SE45,194.321,2
25,composite,Casamino Acids,40 uM-C,A,SE45,300.176,2
25,composite,Casamino Acids,40 uM-C,B,SE45,357.71,2
25,composite,Casamino Acids,40 uM-C,C,SE45,298.313,2
25,PRI,Casamino Acids,40 uM-C,A,SE45,186.223,2
25,PRI,Casamino Acids,40 uM-C,B,SE45,367.974,2
25,PRI,Casamino Acids,40 uM-C,C,SE45,376.762,2
25,LOM,Casamino Acids,4 uM-C,A,SE45,59.153,2
25,LOM,Casamino Acids,4 uM-C,B,SE45,45.363,2
25,LOM,Casamino Acids,4 uM-C,C,SE45,51.322,2
25,composite,Casamino Acids,4 uM-C,A,SE45,197.319,2
25,composite,Casamino Acids,4 uM-C,B,SE45,239.684,2
25,composite,Casamino Acids,4 uM-C,C,SE45,133.333,2
25,PRI,Casamino Acids,4 uM-C,A,SE45,119.907,2
25,PRI,Casamino Acids,4 uM-C,B,SE45,60.259,2
25,PRI,Casamino Acids,4 uM-C,C,SE45,104.161,2
26,LOM,Casamino Acids,400 uM-C,A,SE45,423.234,2
26,LOM,Casamino Acids,400 uM-C,B,SE45,410.307,2
26,LOM,Casamino Acids,400 uM-C,C,SE45,444.076,2
26,composite,Casamino Acids,400 uM-C,A,SE45,565.8845,2
26,composite,Casamino Acids,400 uM-C,B,SE45,609.305,2
26,composite,Casamino Acids,400 uM-C,C,SE45,530.379,2
26,PRI,Casamino Acids,400 uM-C,A,SE45,184.424,2
26,PRI,Casamino Acids,400 uM-C,B,SE45,200.514,2
26,PRI,Casamino Acids,400 uM-C,C,SE45,228.005,2
26,LOM,Casamino Acids,40 uM-C,A,SE45,169.27,2
26,ABM,Control_low,0 uM-C,B,SE45,-120.624,2
26,ABM,Control_low,0 uM-C,C,SE45,-87.974,2
26,NOM,Control_low,0 uM-C,A,SE45,6.529,2
26,LOM,Casamino Acids,40 uM-C,C,SE45,225.122,2
26,NOM,Control_low,0 uM-C,C,SE45,86.303,2
26,ABM,Control_low,0 uM-C,A,SE45,128.995,2
26,LOM,Casamino Acids,40 uM-C,B,SE45,164.346,2
26,NOM,Control_low,0 uM-C,B,SE45,198.998,2
26,composite,Casamino Acids,40 uM-C,A,SE45,311.9205,2
26,composite,Casamino Acids,40 uM-C,B,SE45,363.344,2
