Int,Treatment,Carbon,Concentration,Rep,Strain,CO2Accum,Expt
20,composite,Coumarate,400 uM-C,A,Community,418.003,2
20,composite,Coumarate,400 uM-C,B,Community,391.071,2
20,composite,Coumarate,400 uM-C,C,Community,454.641,2
20,PRI,Coumarate,400 uM-C,A,Community,297.123,2
20,PRI,Coumarate,400 uM-C,B,Community,307.169,2
20,PRI,Coumarate,400 uM-C,C,Community,324.946,2
21,ABM,Control_high,0 uM-C,A,Community,128.967,2
21,ABM,Control_high,0 uM-C,B,Community,150.859,2
21,ABM,Control_high,0 uM-C,C,Community,170.904,2
21,NOM,Control_high,0 uM-C,A,Community,116.355,2
21,NOM,Control_high,0 uM-C,B,Community,128.781,2
21,NOM,Control_high,0 uM-C,C,Community,137.778,2
21,LOM,Acetate,400 uM-C,A,Community,134.986,2
21,LOM,Acetate,400 uM-C,B,Community,147.483,2
21,LOM,Acetate,400 uM-C,C,Community,156.988,2
21,composite,Acetate,400 uM-C,A,Community,251.341,2
21,composite,Acetate,400 uM-C,B,Community,276.264,2
21,composite,Acetate,400 uM-C,C,Community,294.766,2
21,PRI,Acetate,400 uM-C,A,Community,182.693,2
21,PRI,Acetate,400 uM-C,B,Community,177.219,2
21,PRI,Acetate,400 uM-C,C,Community,192.038,2
21,LOM,Casamino Acids,400 uM-C,A,Community,27.641,2
21,LOM,Casamino Acids,400 uM-C,B,Community,42.25,2
21,LOM,Casamino Acids,400 uM-C,C,Community,40.846,2
21,composite,Casamino Acids,400 uM-C,A,Community,143.996,2
21,composite,Casamino Acids,400 uM-C,B,Community,171.031,2
21,composite,Casamino Acids,400 uM-C,C,Community,178.624,2
21,PRI,Casamino Acids,400 uM-C,A,Community,87.9,2
21,PRI,Casamino Acids,400 uM-C,B,Community,108.724,2
21,LOM,Coumarate,400 uM-C,A,Community,328.671,2
21,LOM,Coumarate,400 uM-C,B,Community,289.251,2
21,LOM,Coumarate,400 uM-C,C,Community,349.299,2
21,composite,Coumarate,400 uM-C,A,Community,445.026,2
21,composite,Coumarate,400 uM-C,B,Community,418.032,2
21,composite,Coumarate,400 uM-C,C,Community,487.077,2
21,PRI,Coumarate,400 uM-C,A,Community,317.711,2
21,PRI,Coumarate,400 uM-C,B,Community,328.235,2
21,PRI,Coumarate,400 uM-C,C,Community,345.56,2
22,ABM,Control_high,0 uM-C,A,Community,138.05,2
22,ABM,Control_high,0 uM-C,B,Community,163.335,2
22,ABM,Control_high,0 uM-C,C,Community,182.714,2
22,NOM,Control_high,0 uM-C,A,Community,123.646,2
22,NOM,Control_high,0 uM-C,B,Community,136.032,2
22,NOM,Control_high,0 uM-C,C,Community,145.556,2
22,LOM,Acetate,400 uM-C,A,Community,146.19,2
22,LOM,Acetate,400 uM-C,B,Community,157.847,2
22,LOM,Acetate,400 uM-C,C,Community,168.067,2
22,composite,Acetate,400 uM-C,A,Community,269.836,2
22,composite,Acetate,400 uM-C,B,Community,293.879,2
22,composite,Acetate,400 uM-C,C,Community,313.623,2
22,PRI,Acetate,400 uM-C,A,Community,195.471,2
22,PRI,Acetate,400 uM-C,B,Community,190.263,2
22,PRI,Acetate,400 uM-C,C,Community,204.37,2
22,LOM,Casamino Acids,400 uM-C,A,Community,30,2
22,LOM,Casamino Acids,400 uM-C,B,Community,46.35,2
22,LOM,Casamino Acids,400 uM-C,C,Community,43.417,2
22,composite,Casamino Acids,400 uM-C,A,Community,153.646,2
22,composite,Casamino Acids,400 uM-C,B,Community,182.382,2
22,composite,Casamino Acids,400 uM-C,C,Community,188.973,2
22,PRI,Casamino Acids,400 uM-C,A,Community,93.882,2
22,PRI,Casamino Acids,400 uM-C,B,Community,115.117,2
22,LOM,Coumarate,400 uM-C,A,Community,349.593,2
22,LOM,Coumarate,400 uM-C,B,Community,306.048,2
22,LOM,Coumarate,400 uM-C,C,Community,370.962,2
22,composite,Coumarate,400 uM-C,A,Community,473.239,2
22,composite,Coumarate,400 uM-C,B,Community,442.08,2
22,composite,Coumarate,400 uM-C,C,Community,516.518,2
22,PRI,Coumarate,400 uM-C,A,Community,336.562,2
22,PRI,Coumarate,400 uM-C,B,Community,346.25,2
22,PRI,Coumarate,400 uM-C,C,Community,365.565,2
23,ABM,Control_high,0 uM-C,A,Community,148.283,2
23,ABM,Control_high,0 uM-C,B,Community,173.852,2
23,ABM,Control_high,0 uM-C,C,Community,196.878,2
23,NOM,Control_high,0 uM-C,A,Community,129.835,2
23,NOM,Control_high,0 uM-C,B,Community,142.013,2
23,NOM,Control_high,0 uM-C,C,Community,152.865,2
23,LOM,Acetate,400 uM-C,A,Community,156.85,2
23,LOM,Acetate,400 uM-C,B,Community,168.491,2
23,LOM,Acetate,400 uM-C,C,Community,178.684,2
23,composite,Acetate,400 uM-C,A,Community,286.685,2
23,composite,Acetate,400 uM-C,B,Community,320.697,2
23,composite,Acetate,400 uM-C,C,Community,331.549,2
23,PRI,Acetate,400 uM-C,A,Community,207.522,2
23,PRI,Acetate,400 uM-C,B,Community,203.481,2
23,PRI,Acetate,400 uM-C,C,Community,216.053,2
23,LOM,Casamino Acids,400 uM-C,A,Community,33.302,2
23,LOM,Casamino Acids,400 uM-C,B,Community,47.504,2
23,LOM,Casamino Acids,400 uM-C,C,Community,45.301,2
23,composite,Casamino Acids,400 uM-C,A,Community,163.137,2
23,composite,Casamino Acids,400 uM-C,B,Community,189.517,2
23,composite,Casamino Acids,400 uM-C,C,Community,198.166,2
23,PRI,Casamino Acids,400 uM-C,A,Community,98.2,2
23,PRI,Casamino Acids,400 uM-C,B,Community,120.487,2
23,LOM,Coumarate,400 uM-C,A,Community,371.125,2
23,LOM,Coumarate,400 uM-C,B,Community,322.817,2
23,LOM,Coumarate,400 uM-C,C,Community,392.178,2
23,composite,Coumarate,400 uM-C,A,Community,500.96,2
23,composite,Coumarate,400 uM-C,B,Community,464.83,2
23,composite,Coumarate,400 uM-C,C,Community,545.043,2
23,PRI,Coumarate,400 uM-C,A,Community,353.663,2
23,PRI,Coumarate,400 uM-C,B,Community,363.79,2
23,PRI,Coumarate,400 uM-C,C,Community,382.615,2
24,ABM,Control_high,0 uM-C,A,Community,158.991,2
24,ABM,Control_high,0 uM-C,B,Community,183.609,2
24,ABM,Control_high,0 uM-C,C,Community,209.486,2
24,NOM,Control_high,0 uM-C,A,Community,135.729,2
24,NOM,Control_high,0 uM-C,B,Community,148.183,2
24,NOM,Control_high,0 uM-C,C,Community,159.176,2
24,LOM,Acetate,400 uM-C,A,Community,170.157,2
24,LOM,Acetate,400 uM-C,B,Community,179.127,2
24,LOM,Acetate,400 uM-C,C,Community,189.474,2
24,composite,Acetate,400 uM-C,A,Community,305.886,2
24,composite,Acetate,400 uM-C,B,Community,327.31,2
24,composite,Acetate,400 uM-C,C,Community,348.65,2
24,PRI,Acetate,400 uM-C,A,Community,219.071,2
24,PRI,Acetate,400 uM-C,B,Community,216.1,2
24,PRI,Acetate,400 uM-C,C,Community,228.267,2
24,LOM,Casamino Acids,400 uM-C,A,Community,37.395,2
24,LOM,Casamino Acids,400 uM-C,B,Community,50.293,2
24,LOM,Casamino Acids,400 uM-C,C,Community,49.99,2
24,composite,Casamino Acids,400 uM-C,A,Community,173.124,2
24,composite,Casamino Acids,400 uM-C,B,Community,198.476,2
24,composite,Casamino Acids,400 uM-C,C,Community,209.166,2
24,PRI,Casamino Acids,400 uM-C,A,Community,103.271,2
24,PRI,Casamino Acids,400 uM-C,B,Community,125.268,2
24,LOM,Coumarate,400 uM-C,A,Community,391.463,2
24,LOM,Coumarate,400 uM-C,B,Community,339.272,2
24,LOM,Coumarate,400 uM-C,C,Community,414.654,2
24,composite,Coumarate,400 uM-C,A,Community,527.192,2
24,composite,Coumarate,400 uM-C,B,Community,487.455,2
24,composite,Coumarate,400 uM-C,C,Community,573.83,2
24,PRI,Coumarate,400 uM-C,A,Community,371.295,2
24,PRI,Coumarate,400 uM-C,B,Community,382.613,2
24,PRI,Coumarate,400 uM-C,C,Community,399.608,2
25,ABM,Control_high,0 uM-C,A,Community,169.202,2
25,ABM,Control_high,0 uM-C,B,Community,196.493,2
25,ABM,Control_high,0 uM-C,C,Community,223.197,2
25,NOM,Control_high,0 uM-C,A,Community,139.498,2
25,NOM,Control_high,0 uM-C,B,Community,153.419,2
25,NOM,Control_high,0 uM-C,C,Community,166.367,2
25,LOM,Acetate,400 uM-C,A,Community,177.875,2
25,LOM,Acetate,400 uM-C,B,Community,189.319,2
25,LOM,Acetate,400 uM-C,C,Community,199.009,2
25,composite,Acetate,400 uM-C,A,Community,317.373,2
25,composite,Acetate,400 uM-C,B,Community,342.738,2
25,composite,Acetate,400 uM-C,C,Community,365.376,2
25,PRI,Acetate,400 uM-C,A,Community,229.386,2
25,PRI,Acetate,400 uM-C,B,Community,226.903,2
25,PRI,Acetate,400 uM-C,C,Community,239.908,2
25,LOM,Casamino Acids,400 uM-C,A,Community,38.447,2
25,LOM,Casamino Acids,400 uM-C,B,Community,53.557,2
25,LOM,Casamino Acids,400 uM-C,C,Community,51,2
25,composite,Casamino Acids,400 uM-C,A,Community,177.945,2
25,composite,Casamino Acids,400 uM-C,B,Community,206.976,2
25,composite,Casamino Acids,400 uM-C,C,Community,217.367,2
25,PRI,Casamino Acids,400 uM-C,A,Community,107.901,2
25,PRI,Casamino Acids,400 uM-C,B,Community,129.775,2
25,LOM,Coumarate,400 uM-C,A,Community,410.599,2
25,LOM,Coumarate,400 uM-C,B,Community,355.993,2
25,LOM,Coumarate,400 uM-C,C,Community,435.013,2
25,composite,Coumarate,400 uM-C,A,Community,550.097,2
25,composite,Coumarate,400 uM-C,B,Community,509.412,2
25,composite,Coumarate,400 uM-C,C,Community,601.38,2
25,PRI,Coumarate,400 uM-C,A,Community,387.079,2
25,PRI,Coumarate,400 uM-C,B,Community,396.587,2
25,PRI,Coumarate,400 uM-C,C,Community,415.035,2
26,ABM,Control_high,0 uM-C,A,Community,178.408,2
26,ABM,Control_high,0 uM-C,B,Community,204.661,2
26,ABM,Control_high,0 uM-C,C,Community,235.407,2
26,NOM,Control_high,0 uM-C,A,Community,145.182,2
26,NOM,Control_high,0 uM-C,B,Community,159.28,2
26,NOM,Control_high,0 uM-C,C,Community,172.466,2
26,LOM,Acetate,400 uM-C,A,Community,188.698,2
26,LOM,Acetate,400 uM-C,B,Community,199.426,2
26,LOM,Acetate,400 uM-C,C,Community,208.624,2
26,composite,Acetate,400 uM-C,A,Community,333.88,2
26,composite,Acetate,400 uM-C,B,Community,358.706,2
26,composite,Acetate,400 uM-C,C,Community,381.09,2
26,PRI,Acetate,400 uM-C,A,Community,242.319,2
26,PRI,Acetate,400 uM-C,B,Community,237.76,2
26,PRI,Acetate,400 uM-C,C,Community,252.181,2
26,LOM,Casamino Acids,400 uM-C,A,Community,40.297,2
26,LOM,Casamino Acids,400 uM-C,B,Community,55.92,2
26,LOM,Casamino Acids,400 uM-C,C,Community,54.424,2
26,composite,Casamino Acids,400 uM-C,A,Community,185.479,2
26,composite,Casamino Acids,400 uM-C,B,Community,215.2,2
26,composite,Casamino Acids,400 uM-C,C,Community,226.89,2
26,PRI,Casamino Acids,400 uM-C,A,Community,112.042,2
26,PRI,Casamino Acids,400 uM-C,B,Community,133.376,2
26,LOM,Coumarate,400 uM-C,A,Community,430.177,2
26,LOM,Coumarate,400 uM-C,B,Community,373.781,2
26,LOM,Coumarate,400 uM-C,C,Community,455.95,2
26,composite,Coumarate,400 uM-C,A,Community,575.359,2
26,composite,Coumarate,400 uM-C,B,Community,533.061,2
26,composite,Coumarate,400 uM-C,C,Community,628.416,2
26,PRI,Coumarate,400 uM-C,A,Community,403.675,2
26,PRI,Coumarate,400 uM-C,B,Community,413.408,2
26,PRI,Coumarate,400 uM-C,C,Community,431.599,2
27,ABM,Control_high,0 uM-C,A,Community,187.623,2
27,ABM,Control_high,0 uM-C,B,Community,214.8,2
27,ABM,Control_high,0 uM-C,C,Community,247.862,2
27,NOM,Control_high,0 uM-C,A,Community,150.389,2
27,NOM,Control_high,0 uM-C,B,Community,164.416,2
27,NOM,Control_high,0 uM-C,C,Community,177.618,2
27,LOM,Acetate,400 uM-C,A,Community,197.922,2
27,LOM,Acetate,400 uM-C,B,Community,208.729,2
27,LOM,Acetate,400 uM-C,C,Community,218.406,2
27,composite,Acetate,400 uM-C,A,Community,348.311,2
27,composite,Acetate,400 uM-C,B,Community,373.145,2
27,composite,Acetate,400 uM-C,C,Community,396.024,2
27,PRI,Acetate,400 uM-C,A,Community,253.273,2
27,PRI,Acetate,400 uM-C,B,Community,249.594,2
27,PRI,Acetate,400 uM-C,C,Community,261.852,2
27,LOM,Casamino Acids,400 uM-C,A,Community,42.524,2
27,LOM,Casamino Acids,400 uM-C,B,Community,56.548,2
27,LOM,Casamino Acids,400 uM-C,C,Community,57.296,2
27,composite,Casamino Acids,400 uM-C,A,Community,192.913,2
27,composite,Casamino Acids,400 uM-C,B,Community,220.964,2
27,composite,Casamino Acids,400 uM-C,C,Community,234.914,2
27,PRI,Casamino Acids,400 uM-C,A,Community,114.89,2
27,PRI,Casamino Acids,400 uM-C,B,Community,137.788,2
27,LOM,Coumarate,400 uM-C,A,Community,449.007,2
27,LOM,Coumarate,400 uM-C,B,Community,390.5,2
27,LOM,Coumarate,400 uM-C,C,Community,474.08,2
27,composite,Coumarate,400 uM-C,A,Community,599.396,2
27,composite,Coumarate,400 uM-C,B,Community,554.916,2
27,composite,Coumarate,400 uM-C,C,Community,651.698,2
27,PRI,Coumarate,400 uM-C,A,Community,419.159,2
27,PRI,Coumarate,400 uM-C,B,Community,428.775,2
27,PRI,Coumarate,400 uM-C,C,Community,447.786,2
28,ABM,Control_high,0 uM-C,A,Community,197.721,2
28,ABM,Control_high,0 uM-C,B,Community,225.54,2
28,ABM,Control_high,0 uM-C,C,Community,257.984,2
28,NOM,Control_high,0 uM-C,A,Community,154.906,2
28,NOM,Control_high,0 uM-C,B,Community,169.012,2
28,NOM,Control_high,0 uM-C,C,Community,184.364,2
28,LOM,Acetate,400 uM-C,A,Community,207.076,2
28,LOM,Acetate,400 uM-C,B,Community,220.046,2
28,LOM,Acetate,400 uM-C,C,Community,228.304,2
28,composite,Acetate,400 uM-C,A,Community,361.982,2
28,composite,Acetate,400 uM-C,B,Community,389.058,2
28,composite,Acetate,400 uM-C,C,Community,412.668,2
28,PRI,Acetate,400 uM-C,A,Community,265.291,2
28,PRI,Acetate,400 uM-C,B,Community,261.183,2
28,PRI,Acetate,400 uM-C,C,Community,272.946,2
28,LOM,Casamino Acids,400 uM-C,A,Community,45.568,2
28,LOM,Casamino Acids,400 uM-C,B,Community,59.053,2
28,LOM,Casamino Acids,400 uM-C,C,Community,60.474,2
28,composite,Casamino Acids,400 uM-C,A,Community,200.474,2
28,composite,Casamino Acids,400 uM-C,B,Community,228.065,2
28,composite,Casamino Acids,400 uM-C,C,Community,244.838,2
28,PRI,Casamino Acids,400 uM-C,A,Community,119.681,2
28,PRI,Casamino Acids,400 uM-C,B,Community,143.415,2
28,LOM,Coumarate,400 uM-C,A,Community,469.839,2
28,LOM,Coumarate,400 uM-C,B,Community,408.636,2
28,LOM,Coumarate,400 uM-C,C,Community,494.076,2
28,composite,Coumarate,400 uM-C,A,Community,624.745,2
28,composite,Coumarate,400 uM-C,B,Community,577.648,2
28,composite,Coumarate,400 uM-C,C,Community,678.44,2
28,PRI,Coumarate,400 uM-C,A,Community,434.843,2
28,PRI,Coumarate,400 uM-C,B,Community,445.88,2
28,PRI,Coumarate,400 uM-C,C,Community,465.122,2
29,ABM,Control_high,0 uM-C,A,Community,208.357,2
29,ABM,Control_high,0 uM-C,B,Community,237.097,2
29,ABM,Control_high,0 uM-C,C,Community,270.626,2
29,NOM,Control_high,0 uM-C,A,Community,160.522,2
29,NOM,Control_high,0 uM-C,B,Community,174.352,2
29,NOM,Control_high,0 uM-C,C,Community,190.783,2
29,LOM,Acetate,400 uM-C,A,Community,217.009,2
29,LOM,Acetate,400 uM-C,B,Community,228.702,2
29,LOM,Acetate,400 uM-C,C,Community,239.319,2
29,composite,Acetate,400 uM-C,A,Community,377.531,2
29,composite,Acetate,400 uM-C,B,Community,403.054,2
29,composite,Acetate,400 uM-C,C,Community,430.102,2
29,PRI,Acetate,400 uM-C,A,Community,274.41,2
29,PRI,Acetate,400 uM-C,B,Community,271.765,2
29,PRI,Acetate,400 uM-C,C,Community,281.529,2
29,LOM,Casamino Acids,400 uM-C,A,Community,47.442,2
29,LOM,Casamino Acids,400 uM-C,B,Community,60.685,2
29,LOM,Casamino Acids,400 uM-C,C,Community,62.299,2
29,composite,Casamino Acids,400 uM-C,A,Community,207.964,2
29,composite,Casamino Acids,400 uM-C,B,Community,235.037,2
29,composite,Casamino Acids,400 uM-C,C,Community,253.082,2
29,PRI,Casamino Acids,400 uM-C,A,Community,123.404,2
29,PRI,Casamino Acids,400 uM-C,B,Community,146.226,2
29,LOM,Coumarate,400 uM-C,A,Community,488.22,2
29,LOM,Coumarate,400 uM-C,B,Community,424.427,2
29,LOM,Coumarate,400 uM-C,C,Community,512.1,2
29,composite,Coumarate,400 uM-C,A,Community,648.742,2
29,composite,Coumarate,400 uM-C,B,Community,598.779,2
29,composite,Coumarate,400 uM-C,C,Community,702.883,2
29,PRI,Coumarate,400 uM-C,A,Community,450.013,2
29,PRI,Coumarate,400 uM-C,B,Community,459.709,2
29,PRI,Coumarate,400 uM-C,C,Community,478.795,2
30,ABM,Control_high,0 uM-C,A,Community,220.513,2
30,ABM,Control_high,0 uM-C,B,Community,247.88,2
30,ABM,Control_high,0 uM-C,C,Community,283.68,2
30,NOM,Control_high,0 uM-C,A,Community,164.037,2
30,NOM,Control_high,0 uM-C,B,Community,179.927,2
30,NOM,Control_high,0 uM-C,C,Community,195.361,2
30,LOM,Acetate,400 uM-C,A,Community,227.14,2
30,LOM,Acetate,400 uM-C,B,Community,237.829,2
30,LOM,Acetate,400 uM-C,C,Community,248.628,2
30,composite,Acetate,400 uM-C,A,Community,391.177,2
30,composite,Acetate,400 uM-C,B,Community,417.756,2
30,composite,Acetate,400 uM-C,C,Community,443.989,2
30,PRI,Acetate,400 uM-C,A,Community,284.803,2
30,PRI,Acetate,400 uM-C,B,Community,281.415,2
30,PRI,Acetate,400 uM-C,C,Community,292.485,2
30,LOM,Casamino Acids,400 uM-C,A,Community,49.669,2
30,LOM,Casamino Acids,400 uM-C,B,Community,62.523,2
30,LOM,Casamino Acids,400 uM-C,C,Community,62.778,2
30,composite,Casamino Acids,400 uM-C,A,Community,213.706,2
30,composite,Casamino Acids,400 uM-C,B,Community,242.45,2
30,composite,Casamino Acids,400 uM-C,C,Community,258.139,2
30,PRI,Casamino Acids,400 uM-C,A,Community,127.273,2
30,PRI,Casamino Acids,400 uM-C,B,Community,151.045,2
30,LOM,Coumarate,400 uM-C,A,Community,504.941,2
30,LOM,Coumarate,400 uM-C,B,Community,439.376,2
30,LOM,Coumarate,400 uM-C,C,Community,530.047,2
30,composite,Coumarate,400 uM-C,A,Community,668.978,2
30,composite,Coumarate,400 uM-C,B,Community,619.303,2
30,composite,Coumarate,400 uM-C,C,Community,725.408,2
30,PRI,Coumarate,400 uM-C,A,Community,464.623,2
30,PRI,Coumarate,400 uM-C,B,Community,476.96,2
30,PRI,Coumarate,400 uM-C,C,Community,493.122,2
31,ABM,Control_high,0 uM-C,A,Community,232.89,2
31,ABM,Control_high,0 uM-C,B,Community,260.804,2
31,ABM,Control_high,0 uM-C,C,Community,296.808,2
31,NOM,Control_high,0 uM-C,A,Community,168.134,2
31,NOM,Control_high,0 uM-C,B,Community,185.162,2
31,NOM,Control_high,0 uM-C,C,Community,200.549,2
31,LOM,Acetate,400 uM-C,A,Community,234.325,2
31,LOM,Acetate,400 uM-C,B,Community,246.767,2
31,LOM,Acetate,400 uM-C,C,Community,257.434,2
31,composite,Acetate,400 uM-C,A,Community,402.459,2
31,composite,Acetate,400 uM-C,B,Community,431.929,2
31,composite,Acetate,400 uM-C,C,Community,457.983,2
31,PRI,Acetate,400 uM-C,A,Community,295.031,2
31,PRI,Acetate,400 uM-C,B,Community,292.28,2
31,PRI,Acetate,400 uM-C,C,Community,303.646,2
31,LOM,Casamino Acids,400 uM-C,A,Community,52.492,2
31,LOM,Casamino Acids,400 uM-C,B,Community,64.734,2
31,LOM,Casamino Acids,400 uM-C,C,Community,64.968,2
31,composite,Casamino Acids,400 uM-C,A,Community,220.626,2
31,composite,Casamino Acids,400 uM-C,B,Community,249.896,2
31,composite,Casamino Acids,400 uM-C,C,Community,265.517,2
31,PRI,Casamino Acids,400 uM-C,A,Community,130.743,2
31,PRI,Casamino Acids,400 uM-C,B,Community,154.541,2
31,LOM,Coumarate,400 uM-C,A,Community,524.503,2
31,LOM,Coumarate,400 uM-C,B,Community,454.782,2
31,LOM,Coumarate,400 uM-C,C,Community,549.381,2
31,composite,Coumarate,400 uM-C,A,Community,692.637,2
31,composite,Coumarate,400 uM-C,B,Community,639.944,2
31,composite,Coumarate,400 uM-C,C,Community,749.93,2
31,PRI,Coumarate,400 uM-C,A,Community,478.115,2
31,PRI,Coumarate,400 uM-C,B,Community,491.776,2
31,PRI,Coumarate,400 uM-C,C,Community,509.799,2
32,ABM,Control_high,0 uM-C,A,Community,246.705,2
32,ABM,Control_high,0 uM-C,B,Community,272.622,2
32,ABM,Control_high,0 uM-C,C,Community,311.681,2
32,NOM,Control_high,0 uM-C,A,Community,172.077,2
32,NOM,Control_high,0 uM-C,B,Community,189.337,2
32,NOM,Control_high,0 uM-C,C,Community,205.857,2
32,LOM,Acetate,400 uM-C,A,Community,242.586,2
32,LOM,Acetate,400 uM-C,B,Community,255.659,2
32,LOM,Acetate,400 uM-C,C,Community,267.185,2
32,composite,Acetate,400 uM-C,A,Community,414.663,2
32,composite,Acetate,400 uM-C,B,Community,444.996,2
32,composite,Acetate,400 uM-C,C,Community,473.042,2
32,PRI,Acetate,400 uM-C,A,Community,304.413,2
32,PRI,Acetate,400 uM-C,B,Community,304.826,2
32,PRI,Acetate,400 uM-C,C,Community,314.343,2
32,LOM,Casamino Acids,400 uM-C,A,Community,52.677,2
32,LOM,Casamino Acids,400 uM-C,B,Community,65.171,2
32,LOM,Casamino Acids,400 uM-C,C,Community,66.53,2
32,composite,Casamino Acids,400 uM-C,A,Community,224.754,2
32,composite,Casamino Acids,400 uM-C,B,Community,254.508,2
32,composite,Casamino Acids,400 uM-C,C,Community,272.387,2
32,PRI,Casamino Acids,400 uM-C,A,Community,134.489,2
32,PRI,Casamino Acids,400 uM-C,B,Community,157.733,2
32,LOM,Coumarate,400 uM-C,A,Community,542.705,2
32,LOM,Coumarate,400 uM-C,B,Community,472.147,2
32,LOM,Coumarate,400 uM-C,C,Community,566.851,2
32,composite,Coumarate,400 uM-C,A,Community,714.782,2
32,composite,Coumarate,400 uM-C,B,Community,661.484,2
32,composite,Coumarate,400 uM-C,C,Community,772.708,2
32,PRI,Coumarate,400 uM-C,A,Community,492.33,2
32,PRI,Coumarate,400 uM-C,B,Community,506.278,2
32,PRI,Coumarate,400 uM-C,C,Community,523.847,2
33,ABM,Control_high,0 uM-C,A,Community,259.517,2
33,ABM,Control_high,0 uM-C,B,Community,285.689,2
33,ABM,Control_high,0 uM-C,C,Community,326.588,2
33,NOM,Control_high,0 uM-C,A,Community,175.1,2
33,NOM,Control_high,0 uM-C,B,Community,193.891,2
33,NOM,Control_high,0 uM-C,C,Community,210.475,2
33,LOM,Acetate,400 uM-C,A,Community,251.718,2
33,LOM,Acetate,400 uM-C,B,Community,265.172,2
33,LOM,Acetate,400 uM-C,C,Community,277.561,2
33,composite,Acetate,400 uM-C,A,Community,426.818,2
33,composite,Acetate,400 uM-C,B,Community,459.063,2
33,composite,Acetate,400 uM-C,C,Community,488.036,2
33,PRI,Acetate,400 uM-C,A,Community,314.475,2
33,PRI,Acetate,400 uM-C,B,Community,314.521,2
33,PRI,Acetate,400 uM-C,C,Community,324.977,2
33,LOM,Casamino Acids,400 uM-C,A,Community,55.644,2
33,LOM,Casamino Acids,400 uM-C,B,Community,67.999,2
33,LOM,Casamino Acids,400 uM-C,C,Community,67.407,2
33,composite,Casamino Acids,400 uM-C,A,Community,230.744,2
33,composite,Casamino Acids,400 uM-C,B,Community,261.89,2
33,composite,Casamino Acids,400 uM-C,C,Community,277.882,2
33,PRI,Casamino Acids,400 uM-C,A,Community,137.301,2
33,PRI,Casamino Acids,400 uM-C,B,Community,161.73,2
33,LOM,Coumarate,400 uM-C,A,Community,561.135,2
33,LOM,Coumarate,400 uM-C,B,Community,487.606,2
33,LOM,Coumarate,400 uM-C,C,Community,583.871,2
33,composite,Coumarate,400 uM-C,A,Community,736.235,2
33,composite,Coumarate,400 uM-C,B,Community,681.497,2
33,composite,Coumarate,400 uM-C,C,Community,794.346,2
33,PRI,Coumarate,400 uM-C,A,Community,506.275,2
33,PRI,Coumarate,400 uM-C,B,Community,520.964,2
33,PRI,Coumarate,400 uM-C,C,Community,537.123,2
34,ABM,Control_high,0 uM-C,A,Community,272.396,2
34,ABM,Control_high,0 uM-C,B,Community,300.602,2
34,ABM,Control_high,0 uM-C,C,Community,341.173,2
34,NOM,Control_high,0 uM-C,A,Community,179.11,2
34,NOM,Control_high,0 uM-C,B,Community,197.265,2
34,NOM,Control_high,0 uM-C,C,Community,214.813,2
34,LOM,Acetate,400 uM-C,A,Community,260.392,2
34,LOM,Acetate,400 uM-C,B,Community,273.881,2
34,LOM,Acetate,400 uM-C,C,Community,286.074,2
34,composite,Acetate,400 uM-C,A,Community,439.502,2
34,composite,Acetate,400 uM-C,B,Community,471.146,2
34,composite,Acetate,400 uM-C,C,Community,500.887,2
34,PRI,Acetate,400 uM-C,A,Community,323.645,2
34,PRI,Acetate,400 uM-C,B,Community,324.644,2
34,PRI,Acetate,400 uM-C,C,Community,334.036,2
34,LOM,Casamino Acids,400 uM-C,A,Community,56.724,2
34,LOM,Casamino Acids,400 uM-C,B,Community,67.859,2
34,LOM,Casamino Acids,400 uM-C,C,Community,67.72,2
34,composite,Casamino Acids,400 uM-C,A,Community,235.834,2
34,composite,Casamino Acids,400 uM-C,B,Community,265.124,2
34,composite,Casamino Acids,400 uM-C,C,Community,282.533,2
34,PRI,Casamino Acids,400 uM-C,A,Community,140.495,2
34,PRI,Casamino Acids,400 uM-C,B,Community,163.299,2
34,LOM,Coumarate,400 uM-C,A,Community,578.335,2
34,LOM,Coumarate,400 uM-C,B,Community,502.454,2
34,LOM,Coumarate,400 uM-C,C,Community,600.316,2
34,composite,Coumarate,400 uM-C,A,Community,757.445,2
34,composite,Coumarate,400 uM-C,B,Community,699.719,2
34,composite,Coumarate,400 uM-C,C,Community,815.129,2
34,PRI,Coumarate,400 uM-C,A,Community,519.346,2
34,PRI,Coumarate,400 uM-C,B,Community,533.992,2
34,PRI,Coumarate,400 uM-C,C,Community,549.276,2
35,ABM,Control_high,0 uM-C,A,Community,285.887,2
35,ABM,Control_high,0 uM-C,B,Community,312.543,2
35,ABM,Control_high,0 uM-C,C,Community,355.723,2
35,NOM,Control_high,0 uM-C,A,Community,183.429,2
35,NOM,Control_high,0 uM-C,B,Community,200.615,2
35,NOM,Control_high,0 uM-C,C,Community,220.4,2
35,LOM,Acetate,400 uM-C,A,Community,268.845,2
35,LOM,Acetate,400 uM-C,B,Community,283.274,2
35,LOM,Acetate,400 uM-C,C,Community,293.055,2
35,composite,Acetate,400 uM-C,A,Community,452.274,2
35,composite,Acetate,400 uM-C,B,Community,483.889,2
35,composite,Acetate,400 uM-C,C,Community,513.455,2
35,PRI,Acetate,400 uM-C,A,Community,331.428,2
35,PRI,Acetate,400 uM-C,B,Community,334.156,2
35,PRI,Acetate,400 uM-C,C,Community,343.192,2
