Day,Treatment,Carbon,Concentration,Rep,Strain,Count,Sum,,
7,PRI,Coumarate,400,D,NAS-14.1,200000,10100000,,
7,PRI,Coumarate,400,D,SE45,9100000,10100000,,
7,PRI,Coumarate,400,D,Y4I,600000,10100000,,
7,PRI,Coumarate,400,E,EE-36,0,12400000,,
7,PRI,Coumarate,400,E,E-37,700000,12400000,,
7,PRI,Coumarate,400,E,ISM,0,12400000,,
7,PRI,Coumarate,400,E,NAS-14.1,0,12400000,,
7,PRI,Coumarate,400,E,SE45,10900000,12400000,,
7,PRI,Coumarate,400,E,Y4I,800000,12400000,,
7,ABM,Coumarate,400,A,EE-36,13000,182000,,
7,ABM,Coumarate,400,A,E-37,69000,182000,,
7,ABM,Coumarate,400,A,ISM,11000,182000,,
7,ABM,Coumarate,400,A,NAS-14.1,2000,182000,,
7,ABM,Coumarate,400,A,SE45,14000,182000,,
7,ABM,Coumarate,400,A,Y4I,73000,182000,,
7,ABM,Coumarate,400,B,EE-36,11000,182000,,
7,ABM,Coumarate,400,B,E-37,66000,182000,,
7,ABM,Coumarate,400,B,ISM,1000,182000,,
7,ABM,Coumarate,400,B,NAS-14.1,3000,182000,,
7,ABM,Coumarate,400,B,SE45,8000,182000,,
7,ABM,Coumarate,400,B,Y4I,93000,182000,,
7,ABM,Coumarate,400,C,EE-36,10000,217000,,
7,ABM,Coumarate,400,C,E-37,68000,217000,,
7,ABM,Coumarate,400,C,ISM,20000,217000,,
7,ABM,Coumarate,400,C,NAS-14.1,1000,217000,,
7,ABM,Coumarate,400,C,SE45,19000,217000,,
7,ABM,Coumarate,400,C,Y4I,99000,217000,,
7,ABM,Coumarate,400,E,EE-36,34000,211000,,
7,ABM,Coumarate,400,E,E-37,70000,211000,,
7,ABM,Coumarate,400,E,ISM,23000,211000,,
7,ABM,Coumarate,400,E,NAS-14.1,0,211000,,
7,ABM,Coumarate,400,E,SE45,14000,211000,,
7,ABM,Coumarate,400,E,Y4I,70000,211000,,
7,NOM,Coumarate,400,A,EE-36,0,750000,,
7,NOM,Coumarate,400,A,E-37,310000,750000,,
7,NOM,Coumarate,400,A,ISM,0,750000,,
7,NOM,Coumarate,400,A,NAS-14.1,0,750000,,
7,NOM,Coumarate,400,A,SE45,20000,750000,,
7,NOM,Coumarate,400,A,Y4I,420000,750000,,
7,NOM,Coumarate,400,B,EE-36,0,810000,,
7,NOM,Coumarate,400,B,E-37,180000,810000,,
7,NOM,Coumarate,400,B,ISM,0,810000,,
7,NOM,Coumarate,400,B,NAS-14.1,0,810000,,
7,NOM,Coumarate,400,B,SE45,50000,810000,,
7,NOM,Coumarate,400,B,Y4I,580000,810000,,
7,NOM,Coumarate,400,C,EE-36,0,1050000,,
7,NOM,Coumarate,400,C,E-37,250000,1050000,,
7,NOM,Coumarate,400,C,ISM,0,1050000,,
7,NOM,Coumarate,400,C,NAS-14.1,0,1050000,,
7,NOM,Coumarate,400,C,SE45,20000,1050000,,
7,NOM,Coumarate,400,C,Y4I,780000,1050000,,
7,NOM,Coumarate,400,D,EE-36,0,720000,,
7,NOM,Coumarate,400,D,E-37,560000,720000,,
7,NOM,Coumarate,400,D,ISM,0,720000,,
7,NOM,Coumarate,400,D,NAS-14.1,10000,720000,,
7,NOM,Coumarate,400,D,SE45,40000,720000,,
7,NOM,Coumarate,400,D,Y4I,110000,720000,,
7,NOM,Coumarate,400,E,EE-36,0,390000,,
7,NOM,Coumarate,400,E,E-37,350000,390000,,
7,NOM,Coumarate,400,E,ISM,0,390000,,
7,NOM,Coumarate,400,E,NAS-14.1,0,390000,,
7,NOM,Coumarate,400,E,SE45,20000,390000,,
7,NOM,Coumarate,400,E,Y4I,20000,390000,,
7,LOM,Casamino Acids,4,A,EE-36,0,420000,,
7,LOM,Casamino Acids,4,A,E-37,100000,420000,,
7,LOM,Casamino Acids,4,A,ISM,0,420000,,
7,LOM,Casamino Acids,4,A,NAS-14.1,0,420000,,
7,LOM,Casamino Acids,4,A,SE45,10000,420000,,
7,LOM,Casamino Acids,4,A,Y4I,310000,420000,,
7,LOM,Casamino Acids,4,B,EE-36,0,160000,,
7,LOM,Casamino Acids,4,B,E-37,40000,160000,,
7,LOM,Casamino Acids,4,B,ISM,20000,160000,,
7,LOM,Casamino Acids,4,B,NAS-14.1,0,160000,,
7,LOM,Casamino Acids,4,B,SE45,0,160000,,
7,LOM,Casamino Acids,4,B,Y4I,100000,160000,,
7,LOM,Casamino Acids,4,C,EE-36,0,350000,,
7,LOM,Casamino Acids,4,C,E-37,170000,350000,,
7,LOM,Casamino Acids,4,C,ISM,20000,350000,,
7,LOM,Casamino Acids,4,C,NAS-14.1,0,350000,,
7,LOM,Casamino Acids,4,C,SE45,20000,350000,,
7,LOM,Casamino Acids,4,C,Y4I,140000,350000,,
7,LOM,Casamino Acids,4,D,EE-36,0,830000,,
7,LOM,Casamino Acids,4,D,E-37,270000,830000,,
7,LOM,Casamino Acids,4,D,ISM,20000,830000,,
7,LOM,Casamino Acids,4,D,NAS-14.1,20000,830000,,
7,LOM,Casamino Acids,4,D,SE45,100000,830000,,
7,LOM,Casamino Acids,4,D,Y4I,420000,830000,,
7,LOM,Casamino Acids,4,E,EE-36,10000,780000,,
7,LOM,Casamino Acids,4,E,E-37,250000,780000,,
7,LOM,Casamino Acids,4,E,ISM,20000,780000,,
7,LOM,Casamino Acids,4,E,NAS-14.1,0,780000,,
7,LOM,Casamino Acids,4,E,SE45,10000,780000,,
7,LOM,Casamino Acids,4,E,Y4I,490000,780000,,
7,PRI,Casamino Acids,4,A,EE-36,0,2050000,,
7,PRI,Casamino Acids,4,A,E-37,1700000,2050000,,
7,PRI,Casamino Acids,4,A,ISM,10000,2050000,,
7,PRI,Casamino Acids,4,A,NAS-14.1,20000,2050000,,
7,PRI,Casamino Acids,4,A,SE45,50000,2050000,,
7,PRI,Casamino Acids,4,A,Y4I,270000,2050000,,
7,PRI,Casamino Acids,4,B,EE-36,0,1960000,,
7,PRI,Casamino Acids,4,B,E-37,1450000,1960000,,
7,PRI,Casamino Acids,4,B,ISM,20000,1960000,,
7,PRI,Casamino Acids,4,B,NAS-14.1,0,1960000,,
7,PRI,Casamino Acids,4,B,SE45,40000,1960000,,
7,PRI,Casamino Acids,4,B,Y4I,450000,1960000,,
7,PRI,Casamino Acids,4,C,EE-36,0,1890000,,
7,PRI,Casamino Acids,4,C,E-37,1470000,1890000,,
7,PRI,Casamino Acids,4,C,ISM,20000,1890000,,
7,PRI,Casamino Acids,4,C,NAS-14.1,20000,1890000,,
7,PRI,Casamino Acids,4,C,SE45,100000,1890000,,
7,PRI,Casamino Acids,4,C,Y4I,280000,1890000,,
7,PRI,Casamino Acids,4,D,EE-36,0,2190000,,
7,PRI,Casamino Acids,4,D,E-37,1730000,2190000,,
7,PRI,Casamino Acids,4,D,ISM,0,2190000,,
7,PRI,Casamino Acids,4,D,NAS-14.1,50000,2190000,,
7,PRI,Casamino Acids,4,D,SE45,90000,2190000,,
7,PRI,Casamino Acids,4,D,Y4I,320000,2190000,,
7,PRI,Casamino Acids,4,E,EE-36,0,1980000,,
7,PRI,Casamino Acids,4,E,E-37,1450000,1980000,,
7,PRI,Casamino Acids,4,E,ISM,10000,1980000,,
7,PRI,Casamino Acids,4,E,NAS-14.1,0,1980000,,
7,PRI,Casamino Acids,4,E,SE45,160000,1980000,,
7,PRI,Casamino Acids,4,E,Y4I,360000,1980000,,
7,ABM,Casamino Acids,4,A,EE-36,13000,182000,,
7,ABM,Casamino Acids,4,A,E-37,69000,182000,,
7,ABM,Casamino Acids,4,A,ISM,11000,182000,,
7,ABM,Casamino Acids,4,A,NAS-14.1,2000,182000,,
7,ABM,Casamino Acids,4,A,SE45,14000,182000,,
7,ABM,Casamino Acids,4,A,Y4I,73000,182000,,
7,ABM,Casamino Acids,4,B,EE-36,11000,182000,,
7,ABM,Casamino Acids,4,B,E-37,66000,182000,,
7,ABM,Casamino Acids,4,B,ISM,1000,182000,,
7,ABM,Casamino Acids,4,B,NAS-14.1,3000,182000,,
7,ABM,Casamino Acids,4,B,SE45,8000,182000,,
7,ABM,Casamino Acids,4,B,Y4I,93000,182000,,
7,ABM,Casamino Acids,4,C,EE-36,10000,217000,,
7,ABM,Casamino Acids,4,C,E-37,68000,217000,,
7,ABM,Casamino Acids,4,C,ISM,20000,217000,,
7,ABM,Casamino Acids,4,C,NAS-14.1,1000,217000,,
7,ABM,Casamino Acids,4,C,SE45,19000,217000,,
7,ABM,Casamino Acids,4,C,Y4I,99000,217000,,
7,ABM,Casamino Acids,4,E,EE-36,34000,211000,,
7,ABM,Casamino Acids,4,E,E-37,70000,211000,,
7,ABM,Casamino Acids,4,E,ISM,23000,211000,,
7,ABM,Casamino Acids,4,E,NAS-14.1,0,211000,,
7,ABM,Casamino Acids,4,E,SE45,14000,211000,,
7,ABM,Casamino Acids,4,E,Y4I,70000,211000,,
7,NOM,Casamino Acids,4,A,EE-36,0,750000,,
7,NOM,Casamino Acids,4,A,E-37,310000,750000,,
7,NOM,Casamino Acids,4,A,ISM,0,750000,,
7,NOM,Casamino Acids,4,A,NAS-14.1,0,750000,,
7,NOM,Casamino Acids,4,A,SE45,20000,750000,,
7,NOM,Casamino Acids,4,A,Y4I,420000,750000,,
7,NOM,Casamino Acids,4,B,EE-36,0,810000,,
7,NOM,Casamino Acids,4,B,E-37,180000,810000,,
7,NOM,Casamino Acids,4,B,ISM,0,810000,,
7,NOM,Casamino Acids,4,B,NAS-14.1,0,810000,,
7,NOM,Casamino Acids,4,B,SE45,50000,810000,,
7,NOM,Casamino Acids,4,B,Y4I,580000,810000,,
7,NOM,Casamino Acids,4,C,EE-36,0,1050000,,
7,NOM,Casamino Acids,4,C,E-37,250000,1050000,,
7,NOM,Casamino Acids,4,C,ISM,0,1050000,,
7,NOM,Casamino Acids,4,C,NAS-14.1,0,1050000,,
7,NOM,Casamino Acids,4,C,SE45,20000,1050000,,
7,NOM,Casamino Acids,4,C,Y4I,780000,1050000,,
7,NOM,Casamino Acids,4,D,EE-36,0,720000,,
7,NOM,Casamino Acids,4,D,E-37,560000,720000,,
7,NOM,Casamino Acids,4,D,ISM,0,720000,,
7,NOM,Casamino Acids,4,D,NAS-14.1,10000,720000,,
7,NOM,Casamino Acids,4,D,SE45,40000,720000,,
7,NOM,Casamino Acids,4,D,Y4I,110000,720000,,
7,NOM,Casamino Acids,4,E,EE-36,0,390000,,
7,NOM,Casamino Acids,4,E,E-37,350000,390000,,
7,NOM,Casamino Acids,4,E,ISM,0,390000,,
7,NOM,Casamino Acids,4,E,NAS-14.1,0,390000,,
7,NOM,Casamino Acids,4,E,SE45,20000,390000,,
7,NOM,Casamino Acids,4,E,Y4I,20000,390000,,
7,LOM,Casamino Acids,40,A,EE-36,20000,780000,,
7,LOM,Casamino Acids,40,A,E-37,120000,780000,,
7,LOM,Casamino Acids,40,A,ISM,10000,780000,,
7,LOM,Casamino Acids,40,A,NAS-14.1,10000,780000,,
7,LOM,Casamino Acids,40,A,SE45,50000,780000,,
7,LOM,Casamino Acids,40,A,Y4I,570000,780000,,
7,LOM,Casamino Acids,40,B,EE-36,0,900000,,
7,LOM,Casamino Acids,40,B,E-37,100000,900000,,
7,LOM,Casamino Acids,40,B,ISM,20000,900000,,
7,LOM,Casamino Acids,40,B,NAS-14.1,0,900000,,
7,LOM,Casamino Acids,40,B,SE45,40000,900000,,
7,LOM,Casamino Acids,40,B,Y4I,740000,900000,,
7,LOM,Casamino Acids,40,C,EE-36,0,760000,,
7,LOM,Casamino Acids,40,C,E-37,100000,760000,,
7,LOM,Casamino Acids,40,C,ISM,40000,760000,,
7,LOM,Casamino Acids,40,C,NAS-14.1,0,760000,,
7,LOM,Casamino Acids,40,C,SE45,20000,760000,,
7,LOM,Casamino Acids,40,C,Y4I,600000,760000,,
7,LOM,Casamino Acids,40,D,EE-36,0,1420000,,
7,LOM,Casamino Acids,40,D,E-37,150000,1420000,,
7,LOM,Casamino Acids,40,D,ISM,0,1420000,,
7,LOM,Casamino Acids,40,D,NAS-14.1,30000,1420000,,
7,LOM,Casamino Acids,40,D,SE45,10000,1420000,,
7,LOM,Casamino Acids,40,D,Y4I,1230000,1420000,,
7,PRI,Casamino Acids,40,A,EE-36,0,1300000,,
7,PRI,Casamino Acids,40,A,E-37,140000,1300000,,
7,PRI,Casamino Acids,40,A,ISM,20000,1300000,,
7,PRI,Casamino Acids,40,A,NAS-14.1,0,1300000,,
7,PRI,Casamino Acids,40,A,SE45,20000,1300000,,
7,PRI,Casamino Acids,40,A,Y4I,1120000,1300000,,
7,PRI,Casamino Acids,40,B,EE-36,0,2190000,,
7,PRI,Casamino Acids,40,B,E-37,1030000,2190000,,
7,PRI,Casamino Acids,40,B,ISM,20000,2190000,,
7,PRI,Casamino Acids,40,B,NAS-14.1,50000,2190000,,
7,PRI,Casamino Acids,40,B,SE45,160000,2190000,,
7,PRI,Casamino Acids,40,B,Y4I,930000,2190000,,
7,PRI,Casamino Acids,40,C,EE-36,0,3020000,,
7,PRI,Casamino Acids,40,C,E-37,1560000,3020000,,
7,PRI,Casamino Acids,40,C,ISM,80000,3020000,,
7,PRI,Casamino Acids,40,C,NAS-14.1,60000,3020000,,
7,PRI,Casamino Acids,40,C,SE45,140000,3020000,,
7,PRI,Casamino Acids,40,C,Y4I,1180000,3020000,,
7,PRI,Casamino Acids,40,D,EE-36,0,2170000,,
7,PRI,Casamino Acids,40,D,E-37,1130000,2170000,,
7,PRI,Casamino Acids,40,D,ISM,20000,2170000,,
7,PRI,Casamino Acids,40,D,NAS-14.1,40000,2170000,,
7,PRI,Casamino Acids,40,D,SE45,150000,2170000,,
7,PRI,Casamino Acids,40,D,Y4I,830000,2170000,,
7,PRI,Casamino Acids,40,E,EE-36,0,2770000,,
7,PRI,Casamino Acids,40,E,E-37,1390000,2770000,,
7,PRI,Casamino Acids,40,E,ISM,60000,2770000,,
7,PRI,Casamino Acids,40,E,NAS-14.1,70000,2770000,,
7,PRI,Casamino Acids,40,E,SE45,250000,2770000,,
7,PRI,Casamino Acids,40,E,Y4I,1000000,2770000,,
7,ABM,Casamino Acids,40,A,EE-36,13000,182000,,
7,ABM,Casamino Acids,40,A,E-37,69000,182000,,
7,ABM,Casamino Acids,40,A,ISM,11000,182000,,
7,ABM,Casamino Acids,40,A,NAS-14.1,2000,182000,,
7,ABM,Casamino Acids,40,A,SE45,14000,182000,,
7,ABM,Casamino Acids,40,A,Y4I,73000,182000,,
7,ABM,Casamino Acids,40,B,EE-36,11000,182000,,
7,ABM,Casamino Acids,40,B,E-37,66000,182000,,
7,ABM,Casamino Acids,40,B,ISM,1000,182000,,
7,ABM,Casamino Acids,40,B,NAS-14.1,3000,182000,,
7,ABM,Casamino Acids,40,B,SE45,8000,182000,,
7,ABM,Casamino Acids,40,B,Y4I,93000,182000,,
7,ABM,Casamino Acids,40,C,EE-36,10000,217000,,
7,ABM,Casamino Acids,40,C,E-37,68000,217000,,
7,ABM,Casamino Acids,40,C,ISM,20000,217000,,
7,ABM,Casamino Acids,40,C,NAS-14.1,1000,217000,,
7,ABM,Casamino Acids,40,C,SE45,19000,217000,,
7,ABM,Casamino Acids,40,C,Y4I,99000,217000,,
7,ABM,Casamino Acids,40,E,EE-36,34000,211000,,
7,ABM,Casamino Acids,40,E,E-37,70000,211000,,
7,ABM,Casamino Acids,40,E,ISM,23000,211000,,
7,ABM,Casamino Acids,40,E,NAS-14.1,0,211000,,
7,ABM,Casamino Acids,40,E,SE45,14000,211000,,
7,ABM,Casamino Acids,40,E,Y4I,70000,211000,,
7,NOM,Casamino Acids,40,A,EE-36,0,750000,,
7,NOM,Casamino Acids,40,A,E-37,310000,750000,,
7,NOM,Casamino Acids,40,A,ISM,0,750000,,
7,NOM,Casamino Acids,40,A,NAS-14.1,0,750000,,
7,NOM,Casamino Acids,40,A,SE45,20000,750000,,
7,NOM,Casamino Acids,40,A,Y4I,420000,750000,,
7,NOM,Casamino Acids,40,B,EE-36,0,810000,,
7,NOM,Casamino Acids,40,B,E-37,180000,810000,,
7,NOM,Casamino Acids,40,B,ISM,0,810000,,
7,NOM,Casamino Acids,40,B,NAS-14.1,0,810000,,
7,NOM,Casamino Acids,40,B,SE45,50000,810000,,
7,NOM,Casamino Acids,40,B,Y4I,580000,810000,,
7,NOM,Casamino Acids,40,C,EE-36,0,1050000,,
7,NOM,Casamino Acids,40,C,E-37,250000,1050000,,
7,NOM,Casamino Acids,40,C,ISM,0,1050000,,
7,NOM,Casamino Acids,40,C,NAS-14.1,0,1050000,,
7,NOM,Casamino Acids,40,C,SE45,20000,1050000,,
7,NOM,Casamino Acids,40,C,Y4I,780000,1050000,,
7,NOM,Casamino Acids,40,D,EE-36,0,720000,,
7,NOM,Casamino Acids,40,D,E-37,560000,720000,,
7,NOM,Casamino Acids,40,D,ISM,0,720000,,
7,NOM,Casamino Acids,40,D,NAS-14.1,10000,720000,,
7,NOM,Casamino Acids,40,D,SE45,40000,720000,,
7,NOM,Casamino Acids,40,D,Y4I,110000,720000,,
7,NOM,Casamino Acids,40,E,EE-36,0,390000,,
7,NOM,Casamino Acids,40,E,E-37,350000,390000,,
7,NOM,Casamino Acids,40,E,ISM,0,390000,,
7,NOM,Casamino Acids,40,E,NAS-14.1,0,390000,,
7,NOM,Casamino Acids,40,E,SE45,20000,390000,,
7,NOM,Casamino Acids,40,E,Y4I,20000,390000,,
7,LOM,Casamino Acids,400,A,EE-36,0,6200000,,
7,LOM,Casamino Acids,400,A,E-37,0,6200000,,
7,LOM,Casamino Acids,400,A,ISM,0,6200000,,
7,LOM,Casamino Acids,400,A,NAS-14.1,0,6200000,,
7,LOM,Casamino Acids,400,A,SE45,0,6200000,,
7,LOM,Casamino Acids,400,A,Y4I,6200000,6200000,,
7,LOM,Casamino Acids,400,B,EE-36,0,10800000,,
7,LOM,Casamino Acids,400,B,E-37,200000,10800000,,
7,LOM,Casamino Acids,400,B,ISM,100000,10800000,,
7,LOM,Casamino Acids,400,B,NAS-14.1,0,10800000,,
7,LOM,Casamino Acids,400,B,SE45,200000,10800000,,
7,LOM,Casamino Acids,400,B,Y4I,10300000,10800000,,
7,LOM,Casamino Acids,400,D,EE-36,0,7600000,,
7,LOM,Casamino Acids,400,D,E-37,100000,7600000,,
7,LOM,Casamino Acids,400,D,ISM,0,7600000,,
7,LOM,Casamino Acids,400,D,NAS-14.1,0,7600000,,
7,LOM,Casamino Acids,400,D,SE45,0,7600000,,
7,LOM,Casamino Acids,400,D,Y4I,7500000,7600000,,
7,LOM,Casamino Acids,400,E,EE-36,0,4900000,,
7,LOM,Casamino Acids,400,E,E-37,100000,4900000,,
7,LOM,Casamino Acids,400,E,ISM,0,4900000,,
7,LOM,Casamino Acids,400,E,NAS-14.1,0,4900000,,
7,LOM,Casamino Acids,400,E,SE45,0,4900000,,
7,LOM,Casamino Acids,400,E,Y4I,4800000,4900000,,
7,PRI,Casamino Acids,400,A,EE-36,0,13300000,,
7,PRI,Casamino Acids,400,A,E-37,400000,13300000,,
7,PRI,Casamino Acids,400,A,ISM,0,13300000,,
7,PRI,Casamino Acids,400,A,NAS-14.1,0,13300000,,
7,PRI,Casamino Acids,400,A,SE45,200000,13300000,,
7,PRI,Casamino Acids,400,A,Y4I,12700000,13300000,,
7,PRI,Casamino Acids,400,B,EE-36,0,11100000,,
7,PRI,Casamino Acids,400,B,E-37,900000,11100000,,
7,PRI,Casamino Acids,400,B,ISM,0,11100000,,
7,PRI,Casamino Acids,400,B,NAS-14.1,0,11100000,,
7,PRI,Casamino Acids,400,B,SE45,0,11100000,,
7,PRI,Casamino Acids,400,B,Y4I,10200000,11100000,,
7,PRI,Casamino Acids,400,C,EE-36,0,9900000,,
7,PRI,Casamino Acids,400,C,E-37,700000,9900000,,
7,PRI,Casamino Acids,400,C,ISM,100000,9900000,,
7,PRI,Casamino Acids,400,C,NAS-14.1,0,9900000,,
7,PRI,Casamino Acids,400,C,SE45,200000,9900000,,
7,PRI,Casamino Acids,400,C,Y4I,8900000,9900000,,
7,PRI,Casamino Acids,400,D,EE-36,0,11000000,,
7,PRI,Casamino Acids,400,D,E-37,1000000,11000000,,
7,PRI,Casamino Acids,400,D,ISM,100000,11000000,,
7,PRI,Casamino Acids,400,D,NAS-14.1,0,11000000,,
7,PRI,Casamino Acids,400,D,SE45,200000,11000000,,
7,PRI,Casamino Acids,400,D,Y4I,9700000,11000000,,
7,PRI,Casamino Acids,400,E,EE-36,0,7300000,,
7,PRI,Casamino Acids,400,E,E-37,1700000,7300000,,
7,PRI,Casamino Acids,400,E,ISM,0,7300000,,
7,PRI,Casamino Acids,400,E,NAS-14.1,0,7300000,,
7,PRI,Casamino Acids,400,E,SE45,400000,7300000,,
7,PRI,Casamino Acids,400,E,Y4I,5200000,7300000,,
7,ABM,Casamino Acids,400,A,EE-36,13000,182000,,
7,ABM,Casamino Acids,400,A,E-37,69000,182000,,
7,ABM,Casamino Acids,400,A,ISM,11000,182000,,
7,ABM,Casamino Acids,400,A,NAS-14.1,2000,182000,,
7,ABM,Casamino Acids,400,A,SE45,14000,182000,,
7,ABM,Casamino Acids,400,A,Y4I,73000,182000,,
7,ABM,Casamino Acids,400,B,EE-36,11000,182000,,
7,ABM,Casamino Acids,400,B,E-37,66000,182000,,
7,ABM,Casamino Acids,400,B,ISM,1000,182000,,
7,ABM,Casamino Acids,400,B,NAS-14.1,3000,182000,,
7,ABM,Casamino Acids,400,B,SE45,8000,182000,,
7,ABM,Casamino Acids,400,B,Y4I,93000,182000,,
7,ABM,Casamino Acids,400,C,EE-36,10000,217000,,
7,ABM,Casamino Acids,400,C,E-37,68000,217000,,
7,ABM,Casamino Acids,400,C,ISM,20000,217000,,
7,ABM,Casamino Acids,400,C,NAS-14.1,1000,217000,,
7,ABM,Casamino Acids,400,C,SE45,19000,217000,,
7,ABM,Casamino Acids,400,C,Y4I,99000,217000,,
7,ABM,Casamino Acids,400,E,EE-36,34000,211000,,
7,ABM,Casamino Acids,400,E,E-37,70000,211000,,
7,ABM,Casamino Acids,400,E,ISM,23000,211000,,
7,ABM,Casamino Acids,400,E,NAS-14.1,0,211000,,
7,ABM,Casamino Acids,400,E,SE45,14000,211000,,
7,ABM,Casamino Acids,400,E,Y4I,70000,211000,,
7,NOM,Casamino Acids,400,A,EE-36,0,750000,,
7,NOM,Casamino Acids,400,A,E-37,310000,750000,,
7,NOM,Casamino Acids,400,A,ISM,0,750000,,
7,NOM,Casamino Acids,400,A,NAS-14.1,0,750000,,
7,NOM,Casamino Acids,400,A,SE45,20000,750000,,
7,NOM,Casamino Acids,400,A,Y4I,420000,750000,,
7,NOM,Casamino Acids,400,B,EE-36,0,810000,,
7,NOM,Casamino Acids,400,B,E-37,180000,810000,,
7,NOM,Casamino Acids,400,B,ISM,0,810000,,
7,NOM,Casamino Acids,400,B,NAS-14.1,0,810000,,
7,NOM,Casamino Acids,400,B,SE45,50000,810000,,
7,NOM,Casamino Acids,400,B,Y4I,580000,810000,,
7,NOM,Casamino Acids,400,C,EE-36,0,1050000,,
7,NOM,Casamino Acids,400,C,E-37,250000,1050000,,
7,NOM,Casamino Acids,400,C,ISM,0,1050000,,
7,NOM,Casamino Acids,400,C,NAS-14.1,0,1050000,,
7,NOM,Casamino Acids,400,C,SE45,20000,1050000,,
7,NOM,Casamino Acids,400,C,Y4I,780000,1050000,,
7,NOM,Casamino Acids,400,D,EE-36,0,720000,,
7,NOM,Casamino Acids,400,D,E-37,560000,720000,,
7,NOM,Casamino Acids,400,D,ISM,0,720000,,
7,NOM,Casamino Acids,400,D,NAS-14.1,10000,720000,,
7,NOM,Casamino Acids,400,D,SE45,40000,720000,,
7,NOM,Casamino Acids,400,D,Y4I,110000,720000,,
7,NOM,Casamino Acids,400,E,EE-36,0,390000,,
7,NOM,Casamino Acids,400,E,E-37,350000,390000,,
7,NOM,Casamino Acids,400,E,ISM,0,390000,,
7,NOM,Casamino Acids,400,E,NAS-14.1,0,390000,,
7,NOM,Casamino Acids,400,E,SE45,20000,390000,,
7,NOM,Casamino Acids,400,E,Y4I,20000,390000,,
7,LOM,Tryptone,4,A,EE-36,0,460000,,
7,LOM,Tryptone,4,A,E-37,20000,460000,,
7,LOM,Tryptone,4,A,ISM,0,460000,,
7,LOM,Tryptone,4,A,NAS-14.1,0,460000,,
7,LOM,Tryptone,4,A,SE45,40000,460000,,
7,LOM,Tryptone,4,A,Y4I,400000,460000,,
7,LOM,Tryptone,4,B,EE-36,0,560000,,
7,LOM,Tryptone,4,B,E-37,40000,560000,,
7,LOM,Tryptone,4,B,ISM,40000,560000,,
7,LOM,Tryptone,4,B,NAS-14.1,0,560000,,
7,LOM,Tryptone,4,B,SE45,20000,560000,,
7,LOM,Tryptone,4,B,Y4I,460000,560000,,
7,LOM,Tryptone,4,D,EE-36,0,740000,,
7,LOM,Tryptone,4,D,E-37,20000,740000,,
7,LOM,Tryptone,4,D,ISM,0,740000,,
7,LOM,Tryptone,4,D,NAS-14.1,0,740000,,
7,LOM,Tryptone,4,D,SE45,0,740000,,
7,LOM,Tryptone,4,D,Y4I,720000,740000,,
7,PRI,Tryptone,4,A,EE-36,0,1840000,,
7,PRI,Tryptone,4,A,E-37,1320000,1840000,,
7,PRI,Tryptone,4,A,ISM,20000,1840000,,
7,PRI,Tryptone,4,A,NAS-14.1,0,1840000,,
7,PRI,Tryptone,4,A,SE45,200000,1840000,,
7,PRI,Tryptone,4,A,Y4I,300000,1840000,,
7,PRI,Tryptone,4,B,EE-36,10000,1990000,,
7,PRI,Tryptone,4,B,E-37,1330000,1990000,,
7,PRI,Tryptone,4,B,ISM,0,1990000,,
7,PRI,Tryptone,4,B,NAS-14.1,10000,1990000,,
7,PRI,Tryptone,4,B,SE45,120000,1990000,,
7,PRI,Tryptone,4,B,Y4I,520000,1990000,,
7,PRI,Tryptone,4,C,EE-36,30000,1850000,,
7,PRI,Tryptone,4,C,E-37,1190000,1850000,,
7,PRI,Tryptone,4,C,ISM,0,1850000,,
7,PRI,Tryptone,4,C,NAS-14.1,20000,1850000,,
7,PRI,Tryptone,4,C,SE45,180000,1850000,,
7,PRI,Tryptone,4,C,Y4I,430000,1850000,,
7,PRI,Tryptone,4,D,EE-36,20000,1410000,,
7,PRI,Tryptone,4,D,E-37,980000,1410000,,
7,PRI,Tryptone,4,D,ISM,10000,1410000,,
7,PRI,Tryptone,4,D,NAS-14.1,0,1410000,,
7,PRI,Tryptone,4,D,SE45,170000,1410000,,
7,PRI,Tryptone,4,D,Y4I,230000,1410000,,
7,PRI,Tryptone,4,E,EE-36,0,1510000,,
7,PRI,Tryptone,4,E,E-37,1130000,1510000,,
7,PRI,Tryptone,4,E,ISM,20000,1510000,,
7,PRI,Tryptone,4,E,NAS-14.1,10000,1510000,,
7,PRI,Tryptone,4,E,SE45,120000,1510000,,
7,PRI,Tryptone,4,E,Y4I,230000,1510000,,
7,ABM,Tryptone,4,A,EE-36,13000,182000,,
7,ABM,Tryptone,4,A,E-37,69000,182000,,
7,ABM,Tryptone,4,A,ISM,11000,182000,,
7,ABM,Tryptone,4,A,NAS-14.1,2000,182000,,
7,ABM,Tryptone,4,A,SE45,14000,182000,,
7,ABM,Tryptone,4,A,Y4I,73000,182000,,
7,ABM,Tryptone,4,B,EE-36,11000,182000,,
7,ABM,Tryptone,4,B,E-37,66000,182000,,
7,ABM,Tryptone,4,B,ISM,1000,182000,,
7,ABM,Tryptone,4,B,NAS-14.1,3000,182000,,
7,ABM,Tryptone,4,B,SE45,8000,182000,,
7,ABM,Tryptone,4,B,Y4I,93000,182000,,
7,ABM,Tryptone,4,C,EE-36,10000,217000,,
7,ABM,Tryptone,4,C,E-37,68000,217000,,
7,ABM,Tryptone,4,C,ISM,20000,217000,,
