Day,Treatment,Carbon,Concentration,Rep,Strain,Count,Sum,,
0,LOM,Acetate,4,A,EE-36,500,8100,,
0,LOM,Acetate,4,A,E-37,3100,8100,,
0,LOM,Acetate,4,A,ISM,200,8100,,
0,LOM,Acetate,4,A,NAS-14.1,2600,8100,,
0,LOM,Acetate,4,A,SE45,300,8100,,
0,LOM,Acetate,4,A,Y4I,1400,8100,,
0,LOM,Acetate,4,B,EE-36,100,8800,,
0,LOM,Acetate,4,B,E-37,2600,8800,,
0,LOM,Acetate,4,B,ISM,200,8800,,
0,LOM,Acetate,4,B,NAS-14.1,4600,8800,,
0,LOM,Acetate,4,B,SE45,300,8800,,
0,LOM,Acetate,4,B,Y4I,1000,8800,,
0,LOM,Acetate,4,C,EE-36,300,6600,,
0,LOM,Acetate,4,C,E-37,3100,6600,,
0,LOM,Acetate,4,C,ISM,300,6600,,
0,LOM,Acetate,4,C,NAS-14.1,2000,6600,,
0,LOM,Acetate,4,C,SE45,200,6600,,
0,LOM,Acetate,4,C,Y4I,700,6600,,
0,LOM,Acetate,4,D,EE-36,0,7400,,
0,LOM,Acetate,4,D,E-37,3500,7400,,
0,LOM,Acetate,4,D,ISM,0,7400,,
0,LOM,Acetate,4,D,NAS-14.1,3100,7400,,
0,LOM,Acetate,4,D,SE45,0,7400,,
0,LOM,Acetate,4,D,Y4I,800,7400,,
0,LOM,Acetate,4,E,EE-36,100,7400,,
0,LOM,Acetate,4,E,E-37,2600,7400,,
0,LOM,Acetate,4,E,ISM,400,7400,,
0,LOM,Acetate,4,E,NAS-14.1,2300,7400,,
0,LOM,Acetate,4,E,SE45,300,7400,,
0,LOM,Acetate,4,E,Y4I,1700,7400,,
0,PRI,Acetate,4,A,EE-36,0,5500,,
0,PRI,Acetate,4,A,E-37,2300,5500,,
0,PRI,Acetate,4,A,ISM,100,5500,,
0,PRI,Acetate,4,A,NAS-14.1,1900,5500,,
0,PRI,Acetate,4,A,SE45,100,5500,,
0,PRI,Acetate,4,A,Y4I,1100,5500,,
0,PRI,Acetate,4,B,EE-36,0,6200,,
0,PRI,Acetate,4,B,E-37,2300,6200,,
0,PRI,Acetate,4,B,ISM,600,6200,,
0,PRI,Acetate,4,B,NAS-14.1,2400,6200,,
0,PRI,Acetate,4,B,SE45,300,6200,,
0,PRI,Acetate,4,B,Y4I,600,6200,,
0,PRI,Acetate,4,C,EE-36,0,2400,,
0,PRI,Acetate,4,C,E-37,1200,2400,,
0,PRI,Acetate,4,C,ISM,100,2400,,
0,PRI,Acetate,4,C,NAS-14.1,500,2400,,
0,PRI,Acetate,4,C,SE45,0,2400,,
0,PRI,Acetate,4,C,Y4I,600,2400,,
0,PRI,Acetate,4,D,EE-36,100,10900,,
0,PRI,Acetate,4,D,E-37,5500,10900,,
0,PRI,Acetate,4,D,ISM,200,10900,,
0,PRI,Acetate,4,D,NAS-14.1,3400,10900,,
0,PRI,Acetate,4,D,SE45,300,10900,,
0,PRI,Acetate,4,D,Y4I,1400,10900,,
0,PRI,Acetate,4,E,EE-36,300,12700,,
0,PRI,Acetate,4,E,E-37,5300,12700,,
0,PRI,Acetate,4,E,ISM,500,12700,,
0,PRI,Acetate,4,E,NAS-14.1,5000,12700,,
0,PRI,Acetate,4,E,SE45,300,12700,,
0,PRI,Acetate,4,E,Y4I,1300,12700,,
0,ABM,Acetate,4,B,EE-36,0,6700,,
0,ABM,Acetate,4,B,E-37,2100,6700,,
0,ABM,Acetate,4,B,ISM,300,6700,,
0,ABM,Acetate,4,B,NAS-14.1,3800,6700,,
0,ABM,Acetate,4,B,SE45,0,6700,,
0,ABM,Acetate,4,B,Y4I,500,6700,,
0,ABM,Acetate,4,C,EE-36,100,7700,,
0,ABM,Acetate,4,C,E-37,2200,7700,,
0,ABM,Acetate,4,C,ISM,200,7700,,
0,ABM,Acetate,4,C,NAS-14.1,4500,7700,,
0,ABM,Acetate,4,C,SE45,300,7700,,
0,ABM,Acetate,4,C,Y4I,400,7700,,
0,ABM,Acetate,4,D,EE-36,0,7200,,
0,ABM,Acetate,4,D,E-37,2200,7200,,
0,ABM,Acetate,4,D,ISM,200,7200,,
0,ABM,Acetate,4,D,NAS-14.1,3900,7200,,
0,ABM,Acetate,4,D,SE45,100,7200,,
0,ABM,Acetate,4,D,Y4I,800,7200,,
0,ABM,Acetate,4,E,EE-36,100,7700,,
0,ABM,Acetate,4,E,E-37,2300,7700,,
0,ABM,Acetate,4,E,ISM,300,7700,,
0,ABM,Acetate,4,E,NAS-14.1,3700,7700,,
0,ABM,Acetate,4,E,SE45,400,7700,,
0,ABM,Acetate,4,E,Y4I,900,7700,,
0,NOM,Acetate,4,A,EE-36,0,8800,,
0,NOM,Acetate,4,A,E-37,3800,8800,,
0,NOM,Acetate,4,A,ISM,200,8800,,
0,NOM,Acetate,4,A,NAS-14.1,3400,8800,,
0,NOM,Acetate,4,A,SE45,400,8800,,
0,NOM,Acetate,4,A,Y4I,1000,8800,,
0,NOM,Acetate,4,B,EE-36,100,7700,,
0,NOM,Acetate,4,B,E-37,3200,7700,,
0,NOM,Acetate,4,B,ISM,300,7700,,
0,NOM,Acetate,4,B,NAS-14.1,3100,7700,,
0,NOM,Acetate,4,B,SE45,300,7700,,
0,NOM,Acetate,4,B,Y4I,700,7700,,
0,NOM,Acetate,4,C,EE-36,200,8100,,
0,NOM,Acetate,4,C,E-37,2800,8100,,
0,NOM,Acetate,4,C,ISM,600,8100,,
0,NOM,Acetate,4,C,NAS-14.1,3200,8100,,
0,NOM,Acetate,4,C,SE45,500,8100,,
0,NOM,Acetate,4,C,Y4I,800,8100,,
0,NOM,Acetate,4,D,EE-36,0,8700,,
0,NOM,Acetate,4,D,E-37,3000,8700,,
0,NOM,Acetate,4,D,ISM,1100,8700,,
0,NOM,Acetate,4,D,NAS-14.1,3700,8700,,
0,NOM,Acetate,4,D,SE45,300,8700,,
0,NOM,Acetate,4,D,Y4I,600,8700,,
0,LOM,Acetate,40,A,EE-36,200,13600,,
0,LOM,Acetate,40,A,E-37,4800,13600,,
0,LOM,Acetate,40,A,ISM,400,13600,,
0,LOM,Acetate,40,A,NAS-14.1,5800,13600,,
0,LOM,Acetate,40,A,SE45,100,13600,,
0,LOM,Acetate,40,A,Y4I,2300,13600,,
0,LOM,Acetate,40,B,EE-36,400,12200,,
0,LOM,Acetate,40,B,E-37,5000,12200,,
0,LOM,Acetate,40,B,ISM,500,12200,,
0,LOM,Acetate,40,B,NAS-14.1,3900,12200,,
0,LOM,Acetate,40,B,SE45,1000,12200,,
0,LOM,Acetate,40,B,Y4I,1400,12200,,
0,LOM,Acetate,40,C,EE-36,100,12900,,
0,LOM,Acetate,40,C,E-37,6100,12900,,
0,LOM,Acetate,40,C,ISM,700,12900,,
0,LOM,Acetate,40,C,NAS-14.1,4300,12900,,
0,LOM,Acetate,40,C,SE45,0,12900,,
0,LOM,Acetate,40,C,Y4I,1700,12900,,
0,LOM,Acetate,40,D,EE-36,100,15200,,
0,LOM,Acetate,40,D,E-37,4800,15200,,
0,LOM,Acetate,40,D,ISM,1100,15200,,
0,LOM,Acetate,40,D,NAS-14.1,6500,15200,,
0,LOM,Acetate,40,D,SE45,200,15200,,
0,LOM,Acetate,40,D,Y4I,2500,15200,,
0,LOM,Acetate,40,E,EE-36,200,11700,,
0,LOM,Acetate,40,E,E-37,4200,11700,,
0,LOM,Acetate,40,E,ISM,600,11700,,
0,LOM,Acetate,40,E,NAS-14.1,4900,11700,,
0,LOM,Acetate,40,E,SE45,0,11700,,
0,LOM,Acetate,40,E,Y4I,1800,11700,,
0,PRI,Acetate,40,A,EE-36,100,11000,,
0,PRI,Acetate,40,A,E-37,5200,11000,,
0,PRI,Acetate,40,A,ISM,200,11000,,
0,PRI,Acetate,40,A,NAS-14.1,3900,11000,,
0,PRI,Acetate,40,A,SE45,200,11000,,
0,PRI,Acetate,40,A,Y4I,1400,11000,,
0,PRI,Acetate,40,B,EE-36,0,11600,,
0,PRI,Acetate,40,B,E-37,3500,11600,,
0,PRI,Acetate,40,B,ISM,700,11600,,
0,PRI,Acetate,40,B,NAS-14.1,5000,11600,,
0,PRI,Acetate,40,B,SE45,1300,11600,,
0,PRI,Acetate,40,B,Y4I,1100,11600,,
0,PRI,Acetate,40,C,EE-36,0,13200,,
0,PRI,Acetate,40,C,E-37,4700,13200,,
0,PRI,Acetate,40,C,ISM,400,13200,,
0,PRI,Acetate,40,C,NAS-14.1,5600,13200,,
0,PRI,Acetate,40,C,SE45,500,13200,,
0,PRI,Acetate,40,C,Y4I,2000,13200,,
0,PRI,Acetate,40,D,EE-36,0,15800,,
0,PRI,Acetate,40,D,E-37,5900,15800,,
0,PRI,Acetate,40,D,ISM,700,15800,,
0,PRI,Acetate,40,D,NAS-14.1,7000,15800,,
0,PRI,Acetate,40,D,SE45,600,15800,,
0,PRI,Acetate,40,D,Y4I,1600,15800,,
0,PRI,Acetate,40,E,EE-36,200,12200,,
0,PRI,Acetate,40,E,E-37,4900,12200,,
0,PRI,Acetate,40,E,ISM,100,12200,,
0,PRI,Acetate,40,E,NAS-14.1,5600,12200,,
0,PRI,Acetate,40,E,SE45,300,12200,,
0,PRI,Acetate,40,E,Y4I,1100,12200,,
0,ABM,Acetate,40,B,EE-36,0,6700,,
0,ABM,Acetate,40,B,E-37,2100,6700,,
0,ABM,Acetate,40,B,ISM,300,6700,,
0,ABM,Acetate,40,B,NAS-14.1,3800,6700,,
0,ABM,Acetate,40,B,SE45,0,6700,,
0,ABM,Acetate,40,B,Y4I,500,6700,,
0,ABM,Acetate,40,C,EE-36,100,7700,,
0,ABM,Acetate,40,C,E-37,2200,7700,,
0,ABM,Acetate,40,C,ISM,200,7700,,
0,ABM,Acetate,40,C,NAS-14.1,4500,7700,,
0,ABM,Acetate,40,C,SE45,300,7700,,
0,ABM,Acetate,40,C,Y4I,400,7700,,
0,ABM,Acetate,40,D,EE-36,0,7200,,
0,ABM,Acetate,40,D,E-37,2200,7200,,
0,ABM,Acetate,40,D,ISM,200,7200,,
0,ABM,Acetate,40,D,NAS-14.1,3900,7200,,
0,ABM,Acetate,40,D,SE45,100,7200,,
0,ABM,Acetate,40,D,Y4I,800,7200,,
0,ABM,Acetate,40,E,EE-36,100,7700,,
0,ABM,Acetate,40,E,E-37,2300,7700,,
0,ABM,Acetate,40,E,ISM,300,7700,,
0,ABM,Acetate,40,E,NAS-14.1,3700,7700,,
0,ABM,Acetate,40,E,SE45,400,7700,,
0,ABM,Acetate,40,E,Y4I,900,7700,,
0,NOM,Acetate,40,A,EE-36,0,8800,,
0,NOM,Acetate,40,A,E-37,3800,8800,,
0,NOM,Acetate,40,A,ISM,200,8800,,
0,NOM,Acetate,40,A,NAS-14.1,3400,8800,,
0,NOM,Acetate,40,A,SE45,400,8800,,
0,NOM,Acetate,40,A,Y4I,1000,8800,,
0,NOM,Acetate,40,B,EE-36,100,7700,,
0,NOM,Acetate,40,B,E-37,3200,7700,,
0,NOM,Acetate,40,B,ISM,300,7700,,
0,NOM,Acetate,40,B,NAS-14.1,3100,7700,,
0,NOM,Acetate,40,B,SE45,300,7700,,
0,NOM,Acetate,40,B,Y4I,700,7700,,
0,NOM,Acetate,40,C,EE-36,200,8100,,
0,NOM,Acetate,40,C,E-37,2800,8100,,
0,NOM,Acetate,40,C,ISM,600,8100,,
0,NOM,Acetate,40,C,NAS-14.1,3200,8100,,
0,NOM,Acetate,40,C,SE45,500,8100,,
0,NOM,Acetate,40,C,Y4I,800,8100,,
0,NOM,Acetate,40,D,EE-36,0,8700,,
0,NOM,Acetate,40,D,E-37,3000,8700,,
0,NOM,Acetate,40,D,ISM,1100,8700,,
0,NOM,Acetate,40,D,NAS-14.1,3700,8700,,
0,NOM,Acetate,40,D,SE45,300,8700,,
0,NOM,Acetate,40,D,Y4I,600,8700,,
0,LOM,Acetate,400,A,EE-36,0,12300,,
0,LOM,Acetate,400,A,E-37,4900,12300,,
0,LOM,Acetate,400,A,ISM,500,12300,,
0,LOM,Acetate,400,A,NAS-14.1,5300,12300,,
0,LOM,Acetate,400,A,SE45,0,12300,,
0,LOM,Acetate,400,A,Y4I,1600,12300,,
0,LOM,Acetate,400,B,EE-36,200,12100,,
0,LOM,Acetate,400,B,E-37,3900,12100,,
0,LOM,Acetate,400,B,ISM,300,12100,,
0,LOM,Acetate,400,B,NAS-14.1,6000,12100,,
0,LOM,Acetate,400,B,SE45,300,12100,,
0,LOM,Acetate,400,B,Y4I,1400,12100,,
0,LOM,Acetate,400,C,EE-36,100,13300,,
0,LOM,Acetate,400,C,E-37,4100,13300,,
0,LOM,Acetate,400,C,ISM,1400,13300,,
0,LOM,Acetate,400,C,NAS-14.1,6000,13300,,
0,LOM,Acetate,400,C,SE45,300,13300,,
0,LOM,Acetate,400,C,Y4I,1400,13300,,
0,LOM,Acetate,400,D,EE-36,0,12300,,
0,LOM,Acetate,400,D,E-37,5000,12300,,
0,LOM,Acetate,400,D,ISM,500,12300,,
0,LOM,Acetate,400,D,NAS-14.1,5100,12300,,
0,LOM,Acetate,400,D,SE45,100,12300,,
0,LOM,Acetate,400,D,Y4I,1600,12300,,
0,LOM,Acetate,400,E,EE-36,0,12400,,
0,LOM,Acetate,400,E,E-37,4300,12400,,
0,LOM,Acetate,400,E,ISM,600,12400,,
0,LOM,Acetate,400,E,NAS-14.1,5300,12400,,
0,LOM,Acetate,400,E,SE45,400,12400,,
0,LOM,Acetate,400,E,Y4I,1800,12400,,
0,PRI,Acetate,400,A,EE-36,0,8900,,
0,PRI,Acetate,400,A,E-37,4100,8900,,
0,PRI,Acetate,400,A,ISM,300,8900,,
0,PRI,Acetate,400,A,NAS-14.1,2700,8900,,
0,PRI,Acetate,400,A,SE45,200,8900,,
0,PRI,Acetate,400,A,Y4I,1600,8900,,
0,PRI,Acetate,400,B,EE-36,0,11500,,
0,PRI,Acetate,400,B,E-37,4400,11500,,
0,PRI,Acetate,400,B,ISM,600,11500,,
0,PRI,Acetate,400,B,NAS-14.1,4000,11500,,
0,PRI,Acetate,400,B,SE45,300,11500,,
0,PRI,Acetate,400,B,Y4I,2200,11500,,
0,PRI,Acetate,400,C,EE-36,0,5700,,
0,PRI,Acetate,400,C,E-37,2500,5700,,
0,PRI,Acetate,400,C,ISM,100,5700,,
0,PRI,Acetate,400,C,NAS-14.1,2300,5700,,
0,PRI,Acetate,400,C,SE45,300,5700,,
0,PRI,Acetate,400,C,Y4I,500,5700,,
0,PRI,Acetate,400,D,EE-36,0,8200,,
0,PRI,Acetate,400,D,E-37,2900,8200,,
0,PRI,Acetate,400,D,ISM,700,8200,,
0,PRI,Acetate,400,D,NAS-14.1,3700,8200,,
0,PRI,Acetate,400,D,SE45,400,8200,,
0,PRI,Acetate,400,D,Y4I,500,8200,,
0,PRI,Acetate,400,E,EE-36,100,7100,,
0,PRI,Acetate,400,E,E-37,3900,7100,,
0,PRI,Acetate,400,E,ISM,200,7100,,
0,PRI,Acetate,400,E,NAS-14.1,2200,7100,,
0,PRI,Acetate,400,E,SE45,200,7100,,
0,PRI,Acetate,400,E,Y4I,500,7100,,
0,ABM,Acetate,400,B,EE-36,0,6700,,
0,ABM,Acetate,400,B,E-37,2100,6700,,
0,ABM,Acetate,400,B,ISM,300,6700,,
0,ABM,Acetate,400,B,NAS-14.1,3800,6700,,
0,ABM,Acetate,400,B,SE45,0,6700,,
0,ABM,Acetate,400,B,Y4I,500,6700,,
0,ABM,Acetate,400,C,EE-36,100,7700,,
0,ABM,Acetate,400,C,E-37,2200,7700,,
0,ABM,Acetate,400,C,ISM,200,7700,,
0,ABM,Acetate,400,C,NAS-14.1,4500,7700,,
0,ABM,Acetate,400,C,SE45,300,7700,,
0,ABM,Acetate,400,C,Y4I,400,7700,,
0,ABM,Acetate,400,D,EE-36,0,7200,,
0,ABM,Acetate,400,D,E-37,2200,7200,,
0,ABM,Acetate,400,D,ISM,200,7200,,
0,ABM,Acetate,400,D,NAS-14.1,3900,7200,,
0,ABM,Acetate,400,D,SE45,100,7200,,
0,ABM,Acetate,400,D,Y4I,800,7200,,
0,ABM,Acetate,400,E,EE-36,100,7700,,
0,ABM,Acetate,400,E,E-37,2300,7700,,
0,ABM,Acetate,400,E,ISM,300,7700,,
0,ABM,Acetate,400,E,NAS-14.1,3700,7700,,
0,ABM,Acetate,400,E,SE45,400,7700,,
0,ABM,Acetate,400,E,Y4I,900,7700,,
0,NOM,Acetate,400,A,EE-36,0,8800,,
0,NOM,Acetate,400,A,E-37,3800,8800,,
0,NOM,Acetate,400,A,ISM,200,8800,,
0,NOM,Acetate,400,A,NAS-14.1,3400,8800,,
0,NOM,Acetate,400,A,SE45,400,8800,,
0,NOM,Acetate,400,A,Y4I,1000,8800,,
0,NOM,Acetate,400,B,EE-36,100,7700,,
0,NOM,Acetate,400,B,E-37,3200,7700,,
0,NOM,Acetate,400,B,ISM,300,7700,,
0,NOM,Acetate,400,B,NAS-14.1,3100,7700,,
0,NOM,Acetate,400,B,SE45,300,7700,,
0,NOM,Acetate,400,B,Y4I,700,7700,,
0,NOM,Acetate,400,C,EE-36,200,8100,,
0,NOM,Acetate,400,C,E-37,2800,8100,,
0,NOM,Acetate,400,C,ISM,600,8100,,
0,NOM,Acetate,400,C,NAS-14.1,3200,8100,,
0,NOM,Acetate,400,C,SE45,500,8100,,
0,NOM,Acetate,400,C,Y4I,800,8100,,
0,NOM,Acetate,400,D,EE-36,0,8700,,
0,NOM,Acetate,400,D,E-37,3000,8700,,
0,NOM,Acetate,400,D,ISM,1100,8700,,
0,NOM,Acetate,400,D,NAS-14.1,3700,8700,,
0,NOM,Acetate,400,D,SE45,300,8700,,
0,NOM,Acetate,400,D,Y4I,600,8700,,
0,LOM,Coumarate,4,A,EE-36,0,7600,,
0,LOM,Coumarate,4,A,E-37,2900,7600,,
0,LOM,Coumarate,4,A,ISM,300,7600,,
0,LOM,Coumarate,4,A,NAS-14.1,3600,7600,,
0,LOM,Coumarate,4,A,SE45,0,7600,,
0,LOM,Coumarate,4,A,Y4I,800,7600,,
0,LOM,Coumarate,4,B,EE-36,100,13600,,
0,LOM,Coumarate,4,B,E-37,4000,13600,,
0,LOM,Coumarate,4,B,ISM,800,13600,,
0,LOM,Coumarate,4,B,NAS-14.1,6800,13600,,
0,LOM,Coumarate,4,B,SE45,300,13600,,
0,LOM,Coumarate,4,B,Y4I,1600,13600,,
0,LOM,Coumarate,4,C,EE-36,0,7200,,
0,LOM,Coumarate,4,C,E-37,2600,7200,,
0,LOM,Coumarate,4,C,ISM,100,7200,,
0,LOM,Coumarate,4,C,NAS-14.1,3300,7200,,
0,LOM,Coumarate,4,C,SE45,0,7200,,
0,LOM,Coumarate,4,C,Y4I,1200,7200,,
0,LOM,Coumarate,4,D,EE-36,100,7000,,
0,LOM,Coumarate,4,D,E-37,2600,7000,,
0,LOM,Coumarate,4,D,ISM,0,7000,,
0,LOM,Coumarate,4,D,NAS-14.1,3200,7000,,
0,LOM,Coumarate,4,D,SE45,200,7000,,
0,LOM,Coumarate,4,D,Y4I,900,7000,,
0,LOM,Coumarate,4,E,EE-36,0,6500,,
0,LOM,Coumarate,4,E,E-37,1700,6500,,
0,LOM,Coumarate,4,E,ISM,400,6500,,
0,LOM,Coumarate,4,E,NAS-14.1,3500,6500,,
0,LOM,Coumarate,4,E,SE45,0,6500,,
0,LOM,Coumarate,4,E,Y4I,900,6500,,
0,PRI,Coumarate,4,A,EE-36,100,7500,,
0,PRI,Coumarate,4,A,E-37,3300,7500,,
0,PRI,Coumarate,4,A,ISM,400,7500,,
0,PRI,Coumarate,4,A,NAS-14.1,2900,7500,,
0,PRI,Coumarate,4,A,SE45,0,7500,,
0,PRI,Coumarate,4,A,Y4I,800,7500,,
0,PRI,Coumarate,4,B,EE-36,100,7800,,
0,PRI,Coumarate,4,B,E-37,2400,7800,,
0,PRI,Coumarate,4,B,ISM,300,7800,,
0,PRI,Coumarate,4,B,NAS-14.1,3200,7800,,
0,PRI,Coumarate,4,B,SE45,100,7800,,
0,PRI,Coumarate,4,B,Y4I,1700,7800,,
0,PRI,Coumarate,4,C,EE-36,200,5700,,
0,PRI,Coumarate,4,C,E-37,2000,5700,,
0,PRI,Coumarate,4,C,ISM,200,5700,,
0,PRI,Coumarate,4,C,NAS-14.1,2300,5700,,
0,PRI,Coumarate,4,C,SE45,400,5700,,
0,PRI,Coumarate,4,C,Y4I,600,5700,,
0,PRI,Coumarate,4,D,EE-36,0,7200,,
0,PRI,Coumarate,4,D,E-37,3100,7200,,
0,PRI,Coumarate,4,D,ISM,400,7200,,
0,PRI,Coumarate,4,D,NAS-14.1,2900,7200,,
0,PRI,Coumarate,4,D,SE45,200,7200,,
0,PRI,Coumarate,4,D,Y4I,600,7200,,
0,PRI,Coumarate,4,E,EE-36,0,6400,,
0,PRI,Coumarate,4,E,E-37,3600,6400,,
0,PRI,Coumarate,4,E,ISM,100,6400,,
0,PRI,Coumarate,4,E,NAS-14.1,1400,6400,,
0,PRI,Coumarate,4,E,SE45,200,6400,,
0,PRI,Coumarate,4,E,Y4I,1100,6400,,
0,ABM,Coumarate,4,B,EE-36,0,6700,,
0,ABM,Coumarate,4,B,E-37,2100,6700,,
0,ABM,Coumarate,4,B,ISM,300,6700,,
0,ABM,Coumarate,4,B,NAS-14.1,3800,6700,,
0,ABM,Coumarate,4,B,SE45,0,6700,,
0,ABM,Coumarate,4,B,Y4I,500,6700,,
0,ABM,Coumarate,4,C,EE-36,100,7700,,
0,ABM,Coumarate,4,C,E-37,2200,7700,,
0,ABM,Coumarate,4,C,ISM,200,7700,,
0,ABM,Coumarate,4,C,NAS-14.1,4500,7700,,
0,ABM,Coumarate,4,C,SE45,300,7700,,
0,ABM,Coumarate,4,C,Y4I,400,7700,,
0,ABM,Coumarate,4,D,EE-36,0,7200,,
0,ABM,Coumarate,4,D,E-37,2200,7200,,
0,ABM,Coumarate,4,D,ISM,200,7200,,
0,ABM,Coumarate,4,D,NAS-14.1,3900,7200,,
0,ABM,Coumarate,4,D,SE45,100,7200,,
0,ABM,Coumarate,4,D,Y4I,800,7200,,
0,ABM,Coumarate,4,E,EE-36,100,7700,,
0,ABM,Coumarate,4,E,E-37,2300,7700,,
0,ABM,Coumarate,4,E,ISM,300,7700,,
0,ABM,Coumarate,4,E,NAS-14.1,3700,7700,,
0,ABM,Coumarate,4,E,SE45,400,7700,,
0,ABM,Coumarate,4,E,Y4I,900,7700,,
0,NOM,Coumarate,4,A,EE-36,0,8800,,
0,NOM,Coumarate,4,A,E-37,3800,8800,,
0,NOM,Coumarate,4,A,ISM,200,8800,,
0,NOM,Coumarate,4,A,NAS-14.1,3400,8800,,
0,NOM,Coumarate,4,A,SE45,400,8800,,
0,NOM,Coumarate,4,A,Y4I,1000,8800,,
0,NOM,Coumarate,4,B,EE-36,100,7700,,
0,NOM,Coumarate,4,B,E-37,3200,7700,,
0,NOM,Coumarate,4,B,ISM,300,7700,,
0,NOM,Coumarate,4,B,NAS-14.1,3100,7700,,
0,NOM,Coumarate,4,B,SE45,300,7700,,
0,NOM,Coumarate,4,B,Y4I,700,7700,,
0,NOM,Coumarate,4,C,EE-36,200,8100,,
0,NOM,Coumarate,4,C,E-37,2800,8100,,
0,NOM,Coumarate,4,C,ISM,600,8100,,
0,NOM,Coumarate,4,C,NAS-14.1,3200,8100,,
0,NOM,Coumarate,4,C,SE45,500,8100,,
0,NOM,Coumarate,4,C,Y4I,800,8100,,
0,NOM,Coumarate,4,D,EE-36,0,8700,,
0,NOM,Coumarate,4,D,E-37,3000,8700,,
0,NOM,Coumarate,4,D,ISM,1100,8700,,
0,NOM,Coumarate,4,D,NAS-14.1,3700,8700,,
0,NOM,Coumarate,4,D,SE45,300,8700,,
0,NOM,Coumarate,4,D,Y4I,600,8700,,
0,LOM,Coumarate,40,A,EE-36,100,6900,,
0,LOM,Coumarate,40,A,E-37,3400,6900,,
0,LOM,Coumarate,40,A,ISM,400,6900,,
0,LOM,Coumarate,40,A,NAS-14.1,1800,6900,,
0,LOM,Coumarate,40,A,SE45,400,6900,,
0,LOM,Coumarate,40,A,Y4I,800,6900,,
0,LOM,Coumarate,40,B,EE-36,0,7400,,
0,LOM,Coumarate,40,B,E-37,3400,7400,,
0,LOM,Coumarate,40,B,ISM,200,7400,,
0,LOM,Coumarate,40,B,NAS-14.1,2700,7400,,
0,LOM,Coumarate,40,B,SE45,100,7400,,
0,LOM,Coumarate,40,B,Y4I,1000,7400,,
0,LOM,Coumarate,40,C,EE-36,100,7700,,
0,LOM,Coumarate,40,C,E-37,2700,7700,,
0,LOM,Coumarate,40,C,ISM,200,7700,,
0,LOM,Coumarate,40,C,NAS-14.1,3900,7700,,
0,LOM,Coumarate,40,C,SE45,0,7700,,
0,LOM,Coumarate,40,C,Y4I,800,7700,,
0,LOM,Coumarate,40,D,EE-36,200,6900,,
0,LOM,Coumarate,40,D,E-37,2200,6900,,
0,LOM,Coumarate,40,D,ISM,300,6900,,
0,LOM,Coumarate,40,D,NAS-14.1,3500,6900,,
0,LOM,Coumarate,40,D,SE45,100,6900,,
0,LOM,Coumarate,40,D,Y4I,600,6900,,
0,LOM,Coumarate,40,E,EE-36,100,5600,,
0,LOM,Coumarate,40,E,E-37,2200,5600,,
0,LOM,Coumarate,40,E,ISM,0,5600,,
0,LOM,Coumarate,40,E,NAS-14.1,2200,5600,,
0,LOM,Coumarate,40,E,SE45,500,5600,,
0,LOM,Coumarate,40,E,Y4I,600,5600,,
0,PRI,Coumarate,40,A,EE-36,0,6300,,
0,PRI,Coumarate,40,A,E-37,1800,6300,,
0,PRI,Coumarate,40,A,ISM,200,6300,,
0,PRI,Coumarate,40,A,NAS-14.1,3700,6300,,
0,PRI,Coumarate,40,A,SE45,400,6300,,
0,PRI,Coumarate,40,A,Y4I,200,6300,,
0,PRI,Coumarate,40,B,EE-36,100,6600,,
0,PRI,Coumarate,40,B,E-37,3400,6600,,
0,PRI,Coumarate,40,B,ISM,100,6600,,
0,PRI,Coumarate,40,B,NAS-14.1,2400,6600,,
0,PRI,Coumarate,40,B,SE45,100,6600,,
0,PRI,Coumarate,40,B,Y4I,500,6600,,
0,PRI,Coumarate,40,C,EE-36,0,6600,,
0,PRI,Coumarate,40,C,E-37,3300,6600,,
0,PRI,Coumarate,40,C,ISM,100,6600,,
0,PRI,Coumarate,40,C,NAS-14.1,2000,6600,,
0,PRI,Coumarate,40,C,SE45,100,6600,,
0,PRI,Coumarate,40,C,Y4I,1100,6600,,
0,PRI,Coumarate,40,D,EE-36,200,8100,,
0,PRI,Coumarate,40,D,E-37,2900,8100,,
0,PRI,Coumarate,40,D,ISM,300,8100,,
0,PRI,Coumarate,40,D,NAS-14.1,3200,8100,,
0,PRI,Coumarate,40,D,SE45,400,8100,,
0,PRI,Coumarate,40,D,Y4I,1100,8100,,
0,ABM,Coumarate,40,B,EE-36,0,6700,,
0,ABM,Coumarate,40,B,E-37,2100,6700,,
0,ABM,Coumarate,40,B,ISM,300,6700,,
0,ABM,Coumarate,40,B,NAS-14.1,3800,6700,,
0,ABM,Coumarate,40,B,SE45,0,6700,,
0,ABM,Coumarate,40,B,Y4I,500,6700,,
0,ABM,Coumarate,40,C,EE-36,100,7700,,
0,ABM,Coumarate,40,C,E-37,2200,7700,,
0,ABM,Coumarate,40,C,ISM,200,7700,,
0,ABM,Coumarate,40,C,NAS-14.1,4500,7700,,
0,ABM,Coumarate,40,C,SE45,300,7700,,
0,ABM,Coumarate,40,C,Y4I,400,7700,,
0,ABM,Coumarate,40,D,EE-36,0,7200,,
0,ABM,Coumarate,40,D,E-37,2200,7200,,
0,ABM,Coumarate,40,D,ISM,200,7200,,
0,ABM,Coumarate,40,D,NAS-14.1,3900,7200,,
