Day,Concentration,Carbon,Treatment,Rep,Count
1,40 uM-C,Coumarate,ABM,B,2200000
1,40 uM-C,Coumarate,ABM,C,1400000
1,40 uM-C,Coumarate,ABM,D,1500000
1,40 uM-C,Coumarate,ABM,E,4900000
1,40 uM-C,Coumarate,LOM,A,1800000
1,40 uM-C,Coumarate,LOM,B,4500000
1,40 uM-C,Coumarate,LOM,C,2300000
1,40 uM-C,Coumarate,LOM,D,700000
1,40 uM-C,Coumarate,LOM,E,1500000
1,40 uM-C,Coumarate,NOM,A,2400000
1,40 uM-C,Coumarate,NOM,B,3500000
1,40 uM-C,Coumarate,NOM,C,2900000
1,40 uM-C,Coumarate,NOM,D,3800000
1,40 uM-C,Coumarate,NOM,E,4000000
1,40 uM-C,Coumarate,composite,A,4200000
1,40 uM-C,Coumarate,composite,B,8000000
1,40 uM-C,Coumarate,composite,C,5200000
1,40 uM-C,Coumarate,composite,D,4500000
1,40 uM-C,Coumarate,composite,E,5500000
1,40 uM-C,Coumarate,PRI,A,6100000
1,40 uM-C,Coumarate,PRI,B,5800000
1,40 uM-C,Coumarate,PRI,C,7700000
1,40 uM-C,Coumarate,PRI,D,2000000
1,40 uM-C,Coumarate,PRI,E,7300000
1,400 uM-C,Coumarate,ABM,A,300000
1,400 uM-C,Coumarate,ABM,B,2200000
1,400 uM-C,Coumarate,ABM,C,1400000
1,400 uM-C,Coumarate,ABM,D,1500000
1,400 uM-C,Coumarate,ABM,E,4900000
1,400 uM-C,Coumarate,LOM,A,8500000
1,400 uM-C,Coumarate,LOM,B,13500000
1,400 uM-C,Coumarate,LOM,C,12100000
1,400 uM-C,Coumarate,LOM,D,3700000
1,400 uM-C,Coumarate,LOM,E,6900000
1,400 uM-C,Coumarate,NOM,A,2400000
1,400 uM-C,Coumarate,NOM,B,3500000
1,400 uM-C,Coumarate,NOM,C,2900000
1,400 uM-C,Coumarate,NOM,D,3800000
1,400 uM-C,Coumarate,NOM,E,4000000
1,400 uM-C,Coumarate,composite,A,10900000
1,400 uM-C,Coumarate,composite,B,17000000
1,400 uM-C,Coumarate,composite,C,15000000
1,400 uM-C,Coumarate,composite,D,7500000
1,400 uM-C,Coumarate,composite,E,10900000
1,400 uM-C,Coumarate,PRI,A,17000000
1,400 uM-C,Coumarate,PRI,B,19000000
1,400 uM-C,Coumarate,PRI,C,21000000
1,400 uM-C,Coumarate,PRI,D,29000000
1,400 uM-C,Coumarate,PRI,E,29000000
2,4 uM-C,Coumarate,ABM,A,2900000
2,4 uM-C,Coumarate,ABM,B,2900000
2,4 uM-C,Coumarate,ABM,C,3100000
2,4 uM-C,Coumarate,ABM,D,1400000
2,4 uM-C,Coumarate,ABM,E,4000000
2,4 uM-C,Coumarate,LOM,A,4300000
2,4 uM-C,Coumarate,LOM,B,4700000
2,4 uM-C,Coumarate,LOM,C,2800000
2,4 uM-C,Coumarate,LOM,D,4500000
2,4 uM-C,Coumarate,LOM,E,3600000
2,4 uM-C,Coumarate,NOM,A,7100000
2,4 uM-C,Coumarate,NOM,B,8700000
2,4 uM-C,Coumarate,NOM,C,8600000
2,4 uM-C,Coumarate,NOM,D,9000000
2,4 uM-C,Coumarate,NOM,E,12200000
2,4 uM-C,Coumarate,composite,A,11400000
2,4 uM-C,Coumarate,composite,B,13400000
2,4 uM-C,Coumarate,composite,C,11400000
2,4 uM-C,Coumarate,composite,D,13500000
2,4 uM-C,Coumarate,composite,E,15800000
2,4 uM-C,Coumarate,PRI,A,8200000
2,4 uM-C,Coumarate,PRI,B,9700000
2,4 uM-C,Coumarate,PRI,C,10400000
2,4 uM-C,Coumarate,PRI,D,9000000
2,4 uM-C,Coumarate,PRI,E,8800000
2,40 uM-C,Coumarate,ABM,A,2900000
2,40 uM-C,Coumarate,ABM,B,2900000
2,40 uM-C,Coumarate,ABM,C,3100000
2,40 uM-C,Coumarate,ABM,D,1400000
2,40 uM-C,Coumarate,ABM,E,4000000
2,40 uM-C,Coumarate,LOM,A,5100000
2,40 uM-C,Coumarate,LOM,B,7700000
2,40 uM-C,Coumarate,LOM,C,6100000
2,40 uM-C,Coumarate,LOM,D,6600000
2,40 uM-C,Coumarate,LOM,E,3800000
2,40 uM-C,Coumarate,NOM,A,7100000
2,40 uM-C,Coumarate,NOM,B,8700000
2,40 uM-C,Coumarate,NOM,C,8600000
2,40 uM-C,Coumarate,NOM,D,9000000
2,40 uM-C,Coumarate,NOM,E,12200000
2,40 uM-C,Coumarate,composite,A,12200000
2,40 uM-C,Coumarate,composite,B,16400000
2,40 uM-C,Coumarate,composite,C,14700000
2,40 uM-C,Coumarate,composite,D,15600000
2,40 uM-C,Coumarate,composite,E,16000000
2,40 uM-C,Coumarate,PRI,A,10800000
2,40 uM-C,Coumarate,PRI,B,7300000
2,40 uM-C,Coumarate,PRI,C,9000000
2,40 uM-C,Coumarate,PRI,D,9800000
2,40 uM-C,Coumarate,PRI,E,12800000
2,400 uM-C,Coumarate,ABM,A,2900000
2,400 uM-C,Coumarate,ABM,B,2900000
2,400 uM-C,Coumarate,ABM,C,3100000
2,400 uM-C,Coumarate,ABM,D,1400000
2,400 uM-C,Coumarate,ABM,E,4000000
2,400 uM-C,Coumarate,LOM,A,25000000
2,400 uM-C,Coumarate,LOM,B,18000000
2,400 uM-C,Coumarate,LOM,C,15000000
2,400 uM-C,Coumarate,LOM,D,27000000
2,400 uM-C,Coumarate,LOM,E,30000000
2,400 uM-C,Coumarate,NOM,A,7100000
2,400 uM-C,Coumarate,NOM,B,8700000
2,400 uM-C,Coumarate,NOM,C,8600000
2,400 uM-C,Coumarate,NOM,D,9000000
2,400 uM-C,Coumarate,NOM,E,12200000
2,400 uM-C,Coumarate,composite,A,32100000
2,400 uM-C,Coumarate,composite,B,26700000
2,400 uM-C,Coumarate,composite,C,23600000
2,400 uM-C,Coumarate,composite,D,36000000
2,400 uM-C,Coumarate,composite,E,42200000
2,400 uM-C,Coumarate,PRI,A,33000000
2,400 uM-C,Coumarate,PRI,B,25000000
2,400 uM-C,Coumarate,PRI,C,28000000
2,400 uM-C,Coumarate,PRI,D,40000000
2,400 uM-C,Coumarate,PRI,E,25000000
4,4 uM-C,Coumarate,ABM,A,690000
4,4 uM-C,Coumarate,ABM,B,1950000
4,4 uM-C,Coumarate,ABM,C,3250000
4,4 uM-C,Coumarate,ABM,D,3180000
4,4 uM-C,Coumarate,ABM,E,2900000
4,4 uM-C,Coumarate,LOM,A,780000
4,4 uM-C,Coumarate,LOM,B,2760000
4,4 uM-C,Coumarate,LOM,C,2700000
4,4 uM-C,Coumarate,LOM,D,690000
4,4 uM-C,Coumarate,LOM,E,2610000
4,4 uM-C,Coumarate,NOM,A,8200000
4,4 uM-C,Coumarate,NOM,B,7300000
4,4 uM-C,Coumarate,NOM,C,8600000
4,4 uM-C,Coumarate,NOM,D,8300000
4,4 uM-C,Coumarate,NOM,E,7500000
4,4 uM-C,Coumarate,composite,A,8980000
4,4 uM-C,Coumarate,composite,B,10060000
4,4 uM-C,Coumarate,composite,C,11300000
4,4 uM-C,Coumarate,composite,D,8990000
4,4 uM-C,Coumarate,composite,E,10110000
4,4 uM-C,Coumarate,PRI,A,1700000
4,4 uM-C,Coumarate,PRI,B,900000
4,4 uM-C,Coumarate,PRI,C,6700000
4,4 uM-C,Coumarate,PRI,D,9200000
4,4 uM-C,Coumarate,PRI,E,3200000
4,40 uM-C,Coumarate,ABM,A,690000
4,40 uM-C,Coumarate,ABM,B,1950000
4,40 uM-C,Coumarate,ABM,C,3250000
4,40 uM-C,Coumarate,ABM,D,3180000
4,40 uM-C,Coumarate,ABM,E,2900000
4,40 uM-C,Coumarate,LOM,A,1140000
4,40 uM-C,Coumarate,LOM,B,4030000
4,40 uM-C,Coumarate,LOM,C,3200000
4,40 uM-C,Coumarate,LOM,D,2710000
4,40 uM-C,Coumarate,LOM,E,3240000
4,40 uM-C,Coumarate,NOM,A,8200000
4,40 uM-C,Coumarate,NOM,B,7300000
4,40 uM-C,Coumarate,NOM,C,8600000
4,40 uM-C,Coumarate,NOM,D,8300000
4,40 uM-C,Coumarate,NOM,E,7500000
4,40 uM-C,Coumarate,composite,A,9340000
4,40 uM-C,Coumarate,composite,B,11330000
4,40 uM-C,Coumarate,composite,C,11800000
4,40 uM-C,Coumarate,composite,D,11010000
4,40 uM-C,Coumarate,composite,E,10740000
4,40 uM-C,Coumarate,PRI,A,10900000
4,40 uM-C,Coumarate,PRI,B,9900000
4,40 uM-C,Coumarate,PRI,C,5200000
4,40 uM-C,Coumarate,PRI,D,1700000
4,40 uM-C,Coumarate,PRI,E,12400000
4,400 uM-C,Coumarate,ABM,A,690000
4,400 uM-C,Coumarate,ABM,B,1950000
4,400 uM-C,Coumarate,ABM,C,3250000
4,400 uM-C,Coumarate,ABM,D,3180000
4,400 uM-C,Coumarate,ABM,E,2900000
4,400 uM-C,Coumarate,LOM,A,5100000
4,400 uM-C,Coumarate,LOM,B,8500000
4,400 uM-C,Coumarate,LOM,C,11500000
4,400 uM-C,Coumarate,LOM,D,4200000
4,400 uM-C,Coumarate,LOM,E,18300000
4,400 uM-C,Coumarate,NOM,A,8200000
4,400 uM-C,Coumarate,NOM,B,7300000
4,400 uM-C,Coumarate,NOM,C,8600000
4,400 uM-C,Coumarate,NOM,D,8300000
4,400 uM-C,Coumarate,NOM,E,7500000
4,400 uM-C,Coumarate,composite,A,13300000
4,400 uM-C,Coumarate,composite,B,15800000
4,400 uM-C,Coumarate,composite,C,20100000
4,400 uM-C,Coumarate,composite,D,12500000
4,400 uM-C,Coumarate,composite,E,25800000
4,400 uM-C,Coumarate,PRI,A,1000000
4,400 uM-C,Coumarate,PRI,C,26000000
4,400 uM-C,Coumarate,PRI,D,18000000
4,400 uM-C,Coumarate,PRI,E,10000000
7,4 uM-C,Coumarate,ABM,A,400000
7,4 uM-C,Coumarate,ABM,B,1400000
7,4 uM-C,Coumarate,ABM,C,1250000
7,4 uM-C,Coumarate,ABM,D,1740000
7,4 uM-C,Coumarate,ABM,E,1670000
7,4 uM-C,Coumarate,LOM,A,1500000
7,4 uM-C,Coumarate,LOM,B,550000
7,4 uM-C,Coumarate,LOM,C,870000
7,4 uM-C,Coumarate,LOM,D,1000000
7,4 uM-C,Coumarate,LOM,E,620000
7,4 uM-C,Coumarate,NOM,A,6100000
7,4 uM-C,Coumarate,NOM,B,4100000
7,4 uM-C,Coumarate,NOM,C,3300000
7,4 uM-C,Coumarate,NOM,D,9500000
7,4 uM-C,Coumarate,NOM,E,7400000
7,4 uM-C,Coumarate,composite,A,7600000
7,4 uM-C,Coumarate,composite,B,4650000
7,4 uM-C,Coumarate,composite,C,4170000
7,4 uM-C,Coumarate,composite,D,10500000
7,4 uM-C,Coumarate,composite,E,8020000
7,4 uM-C,Coumarate,PRI,A,2000000
7,4 uM-C,Coumarate,PRI,B,4400000
7,4 uM-C,Coumarate,PRI,C,6900000
7,4 uM-C,Coumarate,PRI,D,6800000
7,4 uM-C,Coumarate,PRI,E,7300000
7,40 uM-C,Coumarate,ABM,A,400000
7,40 uM-C,Coumarate,ABM,B,1400000
7,40 uM-C,Coumarate,ABM,C,1250000
7,40 uM-C,Coumarate,ABM,D,1740000
7,40 uM-C,Coumarate,ABM,E,1670000
7,40 uM-C,Coumarate,LOM,A,2100000
7,40 uM-C,Coumarate,LOM,B,800000
7,40 uM-C,Coumarate,LOM,C,500000
7,40 uM-C,Coumarate,LOM,D,200000
7,40 uM-C,Coumarate,LOM,E,1500000
7,40 uM-C,Coumarate,NOM,A,6100000
7,40 uM-C,Coumarate,NOM,B,4100000
7,40 uM-C,Coumarate,NOM,C,3300000
7,40 uM-C,Coumarate,NOM,D,9500000
7,40 uM-C,Coumarate,NOM,E,7400000
7,40 uM-C,Coumarate,composite,A,8200000
7,40 uM-C,Coumarate,composite,B,4900000
7,40 uM-C,Coumarate,composite,C,3800000
7,40 uM-C,Coumarate,composite,D,9700000
7,40 uM-C,Coumarate,composite,E,8900000
7,40 uM-C,Coumarate,PRI,A,2300000
7,40 uM-C,Coumarate,PRI,B,9800000
7,40 uM-C,Coumarate,PRI,C,8400000
7,40 uM-C,Coumarate,PRI,D,10900000
7,40 uM-C,Coumarate,PRI,E,11000000
7,400 uM-C,Coumarate,ABM,A,400000
7,400 uM-C,Coumarate,ABM,B,1400000
7,400 uM-C,Coumarate,ABM,C,1250000
7,400 uM-C,Coumarate,ABM,D,1740000
7,400 uM-C,Coumarate,ABM,E,1670000
7,400 uM-C,Coumarate,LOM,A,2700000
7,400 uM-C,Coumarate,LOM,B,800000
7,400 uM-C,Coumarate,LOM,C,700000
7,400 uM-C,Coumarate,LOM,D,2300000
7,400 uM-C,Coumarate,LOM,E,7300000
7,400 uM-C,Coumarate,NOM,A,6100000
7,400 uM-C,Coumarate,NOM,B,4100000
7,400 uM-C,Coumarate,NOM,C,3300000
7,400 uM-C,Coumarate,NOM,D,9500000
7,400 uM-C,Coumarate,NOM,E,7400000
7,400 uM-C,Coumarate,composite,A,8800000
7,400 uM-C,Coumarate,composite,B,4900000
7,400 uM-C,Coumarate,composite,C,4000000
7,400 uM-C,Coumarate,composite,D,11800000
7,400 uM-C,Coumarate,composite,E,14700000
7,400 uM-C,Coumarate,PRI,A,10700000
7,400 uM-C,Coumarate,PRI,B,15700000
7,400 uM-C,Coumarate,PRI,C,7100000
7,400 uM-C,Coumarate,PRI,D,12000000
7,400 uM-C,Coumarate,PRI,E,6300000
0,4 uM-C,Acetate,ABM,A,15400
0,4 uM-C,Acetate,ABM,B,20200
0,4 uM-C,Acetate,ABM,C,14700
0,4 uM-C,Acetate,ABM,D,18900
0,4 uM-C,Acetate,ABM,E,19500
0,4 uM-C,Acetate,LOM,A,20100
0,4 uM-C,Acetate,LOM,B,15000
0,4 uM-C,Acetate,LOM,C,18600
0,4 uM-C,Acetate,LOM,D,19100
0,4 uM-C,Acetate,LOM,E,19100
0,4 uM-C,Acetate,NOM,A,20500
0,4 uM-C,Acetate,NOM,B,18600
0,4 uM-C,Acetate,NOM,C,18000
0,4 uM-C,Acetate,NOM,D,18100
0,4 uM-C,Acetate,NOM,E,21600
0,4 uM-C,Acetate,composite,A,40600
0,4 uM-C,Acetate,composite,B,33600
0,4 uM-C,Acetate,composite,C,36600
0,4 uM-C,Acetate,composite,D,37200
0,4 uM-C,Acetate,composite,E,40700
0,4 uM-C,Acetate,PRI,A,20800
0,4 uM-C,Acetate,PRI,B,22400
0,4 uM-C,Acetate,PRI,C,16800
0,4 uM-C,Acetate,PRI,D,19400
0,4 uM-C,Acetate,PRI,E,19500
0,40 uM-C,Acetate,ABM,A,15400
0,40 uM-C,Acetate,ABM,B,20200
0,40 uM-C,Acetate,ABM,C,14700
0,40 uM-C,Acetate,ABM,D,18900
0,40 uM-C,Acetate,ABM,E,19500
0,40 uM-C,Acetate,LOM,A,19600
0,40 uM-C,Acetate,LOM,B,17700
0,40 uM-C,Acetate,LOM,C,16800
0,40 uM-C,Acetate,LOM,D,16500
0,40 uM-C,Acetate,LOM,E,21800
0,40 uM-C,Acetate,NOM,A,20500
0,40 uM-C,Acetate,NOM,B,18600
0,40 uM-C,Acetate,NOM,C,18000
0,40 uM-C,Acetate,NOM,D,18100
0,40 uM-C,Acetate,NOM,E,21600
0,40 uM-C,Acetate,composite,A,40100
0,40 uM-C,Acetate,composite,B,36300
0,40 uM-C,Acetate,composite,C,34800
0,40 uM-C,Acetate,composite,D,34600
0,40 uM-C,Acetate,composite,E,43400
0,40 uM-C,Acetate,PRI,A,31900
0,40 uM-C,Acetate,PRI,B,30800
0,40 uM-C,Acetate,PRI,C,20800
0,40 uM-C,Acetate,PRI,D,25200
0,40 uM-C,Acetate,PRI,E,29500
0,400 uM-C,Acetate,ABM,A,15400
0,400 uM-C,Acetate,ABM,B,20200
0,400 uM-C,Acetate,ABM,C,14700
0,400 uM-C,Acetate,ABM,D,18900
0,400 uM-C,Acetate,ABM,E,19500
0,400 uM-C,Acetate,LOM,A,18300
0,400 uM-C,Acetate,LOM,B,21600
0,400 uM-C,Acetate,LOM,C,15800
0,400 uM-C,Acetate,LOM,D,22200
0,400 uM-C,Acetate,LOM,E,20800
0,400 uM-C,Acetate,NOM,A,20500
0,400 uM-C,Acetate,NOM,B,18600
0,400 uM-C,Acetate,NOM,C,18000
0,400 uM-C,Acetate,NOM,D,18100
0,400 uM-C,Acetate,NOM,E,21600
0,400 uM-C,Acetate,composite,A,38800
0,400 uM-C,Acetate,composite,B,40200
0,400 uM-C,Acetate,composite,C,33800
0,400 uM-C,Acetate,composite,D,40300
0,400 uM-C,Acetate,composite,E,42400
0,400 uM-C,Acetate,PRI,A,23700
0,400 uM-C,Acetate,PRI,B,17100
0,400 uM-C,Acetate,PRI,C,19300
0,400 uM-C,Acetate,PRI,D,21200
0,400 uM-C,Acetate,PRI,E,21200
1,4 uM-C,Acetate,ABM,A,1240000
1,4 uM-C,Acetate,ABM,B,460000
1,4 uM-C,Acetate,ABM,C,830000
1,4 uM-C,Acetate,ABM,D,1030000
1,4 uM-C,Acetate,ABM,E,380000
1,4 uM-C,Acetate,LOM,A,620000
1,4 uM-C,Acetate,LOM,B,1170000
1,4 uM-C,Acetate,LOM,C,1070000
1,4 uM-C,Acetate,LOM,D,810000
1,4 uM-C,Acetate,LOM,E,870000
1,4 uM-C,Acetate,NOM,A,1600000
1,4 uM-C,Acetate,NOM,B,2100000
1,4 uM-C,Acetate,NOM,C,1300000
1,4 uM-C,Acetate,NOM,D,900000
1,4 uM-C,Acetate,NOM,E,1300000
1,4 uM-C,Acetate,composite,A,2220000
1,4 uM-C,Acetate,composite,B,3270000
1,4 uM-C,Acetate,composite,C,2370000
1,4 uM-C,Acetate,composite,D,1710000
1,4 uM-C,Acetate,composite,E,2170000
1,4 uM-C,Acetate,PRI,A,1800000
1,4 uM-C,Acetate,PRI,B,1600000
1,4 uM-C,Acetate,PRI,C,2500000
1,4 uM-C,Acetate,PRI,D,1600000
1,4 uM-C,Acetate,PRI,E,2000000
1,40 uM-C,Acetate,ABM,A,1240000
1,40 uM-C,Acetate,ABM,B,460000
1,40 uM-C,Acetate,ABM,C,830000
1,40 uM-C,Acetate,ABM,D,1030000
1,40 uM-C,Acetate,ABM,E,380000
1,40 uM-C,Acetate,LOM,A,2600000
1,40 uM-C,Acetate,LOM,C,1400000
1,40 uM-C,Acetate,LOM,D,2800000
1,40 uM-C,Acetate,LOM,E,3500000
1,40 uM-C,Acetate,NOM,A,1600000
1,40 uM-C,Acetate,NOM,B,2100000
1,40 uM-C,Acetate,NOM,C,1300000
1,40 uM-C,Acetate,NOM,D,900000
1,40 uM-C,Acetate,NOM,E,1300000
1,40 uM-C,Acetate,composite,A,4200000
1,40 uM-C,Acetate,composite,C,2700000
1,40 uM-C,Acetate,composite,D,3700000
1,40 uM-C,Acetate,composite,E,4800000
1,40 uM-C,Acetate,PRI,A,5000000
1,40 uM-C,Acetate,PRI,B,6000000
1,40 uM-C,Acetate,PRI,C,4000000
1,40 uM-C,Acetate,PRI,D,5000000
1,40 uM-C,Acetate,PRI,E,4000000
1,400 uM-C,Acetate,ABM,A,1240000
1,400 uM-C,Acetate,ABM,B,460000
1,400 uM-C,Acetate,ABM,C,830000
1,400 uM-C,Acetate,ABM,D,1030000
1,400 uM-C,Acetate,ABM,E,380000
1,400 uM-C,Acetate,LOM,A,5400000
1,400 uM-C,Acetate,LOM,C,2900000
1,400 uM-C,Acetate,LOM,D,6500000
1,400 uM-C,Acetate,LOM,E,5900000
1,400 uM-C,Acetate,NOM,A,1600000
1,400 uM-C,Acetate,NOM,B,2100000
1,400 uM-C,Acetate,NOM,C,1300000
1,400 uM-C,Acetate,NOM,D,900000
1,400 uM-C,Acetate,NOM,E,1300000
1,400 uM-C,Acetate,composite,A,7000000
1,400 uM-C,Acetate,composite,C,4200000
1,400 uM-C,Acetate,composite,D,7400000
1,400 uM-C,Acetate,composite,E,7200000
1,400 uM-C,Acetate,PRI,A,19000000
1,400 uM-C,Acetate,PRI,B,23000000
1,400 uM-C,Acetate,PRI,C,16000000
1,400 uM-C,Acetate,PRI,D,20000000
1,400 uM-C,Acetate,PRI,E,19000000
2,4 uM-C,Acetate,ABM,A,1120000
2,4 uM-C,Acetate,ABM,B,460000
2,4 uM-C,Acetate,ABM,C,830000
2,4 uM-C,Acetate,ABM,D,1030000
2,4 uM-C,Acetate,ABM,E,380000
2,4 uM-C,Acetate,LOM,A,620000
2,4 uM-C,Acetate,LOM,B,1170000
2,4 uM-C,Acetate,LOM,C,1070000
2,4 uM-C,Acetate,LOM,D,810000
2,4 uM-C,Acetate,LOM,E,870000
2,4 uM-C,Acetate,NOM,A,1600000
2,4 uM-C,Acetate,NOM,B,2100000
2,4 uM-C,Acetate,NOM,C,1300000
2,4 uM-C,Acetate,NOM,D,900000
2,4 uM-C,Acetate,NOM,E,1300000
2,4 uM-C,Acetate,composite,A,2220000
2,4 uM-C,Acetate,composite,B,3270000
2,4 uM-C,Acetate,composite,C,2370000
2,4 uM-C,Acetate,composite,D,1710000
2,4 uM-C,Acetate,composite,E,2170000
2,4 uM-C,Acetate,PRI,A,1800000
2,4 uM-C,Acetate,PRI,B,1600000
2,4 uM-C,Acetate,PRI,C,2500000
2,4 uM-C,Acetate,PRI,D,1600000
2,4 uM-C,Acetate,PRI,E,2000000
2,40 uM-C,Acetate,ABM,A,1120000
2,40 uM-C,Acetate,ABM,B,460000
2,40 uM-C,Acetate,ABM,C,830000
2,40 uM-C,Acetate,ABM,D,1030000
2,40 uM-C,Acetate,ABM,E,380000
2,40 uM-C,Acetate,LOM,A,1220000
2,40 uM-C,Acetate,LOM,B,1650000
2,40 uM-C,Acetate,LOM,C,1450000
2,40 uM-C,Acetate,LOM,D,560000
2,40 uM-C,Acetate,LOM,E,760000
2,40 uM-C,Acetate,NOM,A,1600000
2,40 uM-C,Acetate,NOM,B,2100000
2,40 uM-C,Acetate,NOM,C,1300000
2,40 uM-C,Acetate,NOM,D,900000
2,40 uM-C,Acetate,NOM,E,1300000
2,40 uM-C,Acetate,composite,A,2820000
2,40 uM-C,Acetate,composite,B,3750000
2,40 uM-C,Acetate,composite,C,2750000
2,40 uM-C,Acetate,composite,D,1460000
2,40 uM-C,Acetate,composite,E,2060000
2,40 uM-C,Acetate,PRI,A,1200000
2,40 uM-C,Acetate,PRI,B,2400000
2,40 uM-C,Acetate,PRI,C,5000000
2,40 uM-C,Acetate,PRI,D,4500000
2,40 uM-C,Acetate,PRI,E,5200000
2,400 uM-C,Acetate,ABM,A,1120000
2,400 uM-C,Acetate,ABM,B,460000
2,400 uM-C,Acetate,ABM,C,830000
2,400 uM-C,Acetate,ABM,D,1030000
2,400 uM-C,Acetate,ABM,E,380000
2,400 uM-C,Acetate,LOM,A,2000000
2,400 uM-C,Acetate,LOM,B,8000000
2,400 uM-C,Acetate,LOM,D,2000000
2,400 uM-C,Acetate,LOM,E,11000000
2,400 uM-C,Acetate,NOM,A,1600000
2,400 uM-C,Acetate,NOM,B,2100000
2,400 uM-C,Acetate,NOM,C,1300000
2,400 uM-C,Acetate,NOM,D,900000
2,400 uM-C,Acetate,NOM,E,1300000
2,400 uM-C,Acetate,composite,A,3600000
2,400 uM-C,Acetate,composite,B,10100000
2,400 uM-C,Acetate,composite,D,2900000
2,400 uM-C,Acetate,composite,E,12300000
2,400 uM-C,Acetate,PRI,A,10000000
2,400 uM-C,Acetate,PRI,B,14000000
2,400 uM-C,Acetate,PRI,C,20000000
2,400 uM-C,Acetate,PRI,D,33000000
2,400 uM-C,Acetate,PRI,E,20000000
4,4 uM-C,Acetate,ABM,A,560000
4,4 uM-C,Acetate,ABM,B,30000
4,4 uM-C,Acetate,ABM,C,620000
4,4 uM-C,Acetate,ABM,D,110000
4,4 uM-C,Acetate,LOM,A,240000
4,4 uM-C,Acetate,LOM,B,230000
4,4 uM-C,Acetate,LOM,D,450000
4,4 uM-C,Acetate,LOM,E,60000
4,4 uM-C,Acetate,NOM,A,1200000
4,4 uM-C,Acetate,NOM,B,500000
4,4 uM-C,Acetate,NOM,C,600000
4,4 uM-C,Acetate,NOM,D,1900000
4,4 uM-C,Acetate,NOM,E,900000
4,4 uM-C,Acetate,composite,A,1440000
4,4 uM-C,Acetate,composite,B,730000
4,4 uM-C,Acetate,composite,D,2350000
4,4 uM-C,Acetate,composite,E,960000
4,4 uM-C,Acetate,PRI,A,1700000
4,4 uM-C,Acetate,PRI,B,500000
4,4 uM-C,Acetate,PRI,C,1100000
4,4 uM-C,Acetate,PRI,D,2400000
4,4 uM-C,Acetate,PRI,E,1000000
4,40 uM-C,Acetate,ABM,A,560000
4,40 uM-C,Acetate,ABM,B,30000
4,40 uM-C,Acetate,ABM,C,620000
4,40 uM-C,Acetate,ABM,D,110000
4,40 uM-C,Acetate,LOM,A,50000
4,40 uM-C,Acetate,LOM,B,900000
4,40 uM-C,Acetate,LOM,C,670000
4,40 uM-C,Acetate,LOM,D,830000
4,40 uM-C,Acetate,LOM,E,50000
4,40 uM-C,Acetate,NOM,A,1200000
4,40 uM-C,Acetate,NOM,B,500000
4,40 uM-C,Acetate,NOM,C,600000
4,40 uM-C,Acetate,NOM,D,1900000
4,40 uM-C,Acetate,NOM,E,900000
4,40 uM-C,Acetate,composite,A,1250000
4,40 uM-C,Acetate,composite,B,1400000
4,40 uM-C,Acetate,composite,C,1270000
4,40 uM-C,Acetate,composite,D,2730000
4,40 uM-C,Acetate,composite,E,950000
4,40 uM-C,Acetate,PRI,A,2800000
4,40 uM-C,Acetate,PRI,B,700000
4,40 uM-C,Acetate,PRI,C,800000
4,40 uM-C,Acetate,PRI,D,1100000
4,40 uM-C,Acetate,PRI,E,1700000
4,400 uM-C,Acetate,ABM,A,560000
4,400 uM-C,Acetate,ABM,B,30000
4,400 uM-C,Acetate,ABM,C,620000
4,400 uM-C,Acetate,ABM,D,110000
4,400 uM-C,Acetate,LOM,A,5900000
4,400 uM-C,Acetate,LOM,B,2200000
4,400 uM-C,Acetate,LOM,C,3400000
4,400 uM-C,Acetate,LOM,D,400000
4,400 uM-C,Acetate,LOM,E,5600000
4,400 uM-C,Acetate,NOM,A,1200000
4,400 uM-C,Acetate,NOM,B,500000
4,400 uM-C,Acetate,NOM,C,600000
4,400 uM-C,Acetate,NOM,D,1900000
4,400 uM-C,Acetate,NOM,E,900000
4,400 uM-C,Acetate,composite,A,7100000
4,400 uM-C,Acetate,composite,B,2700000
4,400 uM-C,Acetate,composite,C,4000000
4,400 uM-C,Acetate,composite,D,2300000
4,400 uM-C,Acetate,composite,E,6500000
4,400 uM-C,Acetate,PRI,B,10000000
4,400 uM-C,Acetate,PRI,C,25000000
4,400 uM-C,Acetate,PRI,D,26000000
4,400 uM-C,Acetate,PRI,E,20000000
7,4 uM-C,Acetate,ABM,A,240000
7,4 uM-C,Acetate,ABM,B,60000
7,4 uM-C,Acetate,ABM,C,20000
7,4 uM-C,Acetate,ABM,D,160000
7,4 uM-C,Acetate,ABM,E,80000
7,4 uM-C,Acetate,LOM,A,40000
7,4 uM-C,Acetate,LOM,B,160000
7,4 uM-C,Acetate,LOM,C,160000
7,4 uM-C,Acetate,LOM,D,20000
7,4 uM-C,Acetate,LOM,E,50000
7,4 uM-C,Acetate,NOM,A,1200000
7,4 uM-C,Acetate,NOM,B,1100000
7,4 uM-C,Acetate,NOM,C,1200000
7,4 uM-C,Acetate,NOM,D,1200000
7,4 uM-C,Acetate,NOM,E,600000
7,4 uM-C,Acetate,composite,A,1240000
7,4 uM-C,Acetate,composite,B,1260000
7,4 uM-C,Acetate,composite,C,1360000
7,4 uM-C,Acetate,composite,D,1220000
7,4 uM-C,Acetate,composite,E,650000
7,4 uM-C,Acetate,PRI,A,700000
7,4 uM-C,Acetate,PRI,B,900000
