Day,Concentration,Carbon,Treatment,Rep,Count
4,40 uM-C,Tryptone,composite,C,5970000
4,40 uM-C,Tryptone,composite,D,11880000
4,40 uM-C,Tryptone,PRI,A,5900000
4,40 uM-C,Tryptone,PRI,B,11900000
4,40 uM-C,Tryptone,PRI,C,16100000
4,40 uM-C,Tryptone,PRI,D,12500000
4,40 uM-C,Tryptone,PRI,E,13100000
4,400 uM-C,Tryptone,ABM,A,2220000
4,400 uM-C,Tryptone,ABM,B,740000
4,400 uM-C,Tryptone,ABM,C,780000
4,400 uM-C,Tryptone,ABM,D,690000
4,400 uM-C,Tryptone,ABM,E,1500000
4,400 uM-C,Tryptone,LOM,A,14300000
4,400 uM-C,Tryptone,LOM,B,11900000
4,400 uM-C,Tryptone,LOM,C,8400000
4,400 uM-C,Tryptone,LOM,D,6300000
4,400 uM-C,Tryptone,LOM,E,5100000
4,400 uM-C,Tryptone,NOM,A,5800000
4,400 uM-C,Tryptone,NOM,B,8100000
4,400 uM-C,Tryptone,NOM,C,1100000
4,400 uM-C,Tryptone,NOM,D,7000000
4,400 uM-C,Tryptone,NOM,E,2000000
4,400 uM-C,Tryptone,composite,A,20100000
4,400 uM-C,Tryptone,composite,B,20000000
4,400 uM-C,Tryptone,composite,C,9500000
4,400 uM-C,Tryptone,composite,D,13300000
4,400 uM-C,Tryptone,composite,E,7100000
4,400 uM-C,Tryptone,PRI,A,4800000
4,400 uM-C,Tryptone,PRI,B,3400000
4,400 uM-C,Tryptone,PRI,C,5000000
4,400 uM-C,Tryptone,PRI,D,7000000
4,400 uM-C,Tryptone,PRI,E,1500000
7,4 uM-C,Tryptone,ABM,A,1260000
7,4 uM-C,Tryptone,ABM,B,580000
7,4 uM-C,Tryptone,ABM,C,640000
7,4 uM-C,Tryptone,ABM,D,1360000
7,4 uM-C,Tryptone,ABM,E,1000000
7,4 uM-C,Tryptone,LOM,A,2020000
7,4 uM-C,Tryptone,LOM,B,1930000
7,4 uM-C,Tryptone,LOM,C,1410000
7,4 uM-C,Tryptone,LOM,D,1860000
7,4 uM-C,Tryptone,LOM,E,1960000
7,4 uM-C,Tryptone,NOM,A,6600000
7,4 uM-C,Tryptone,NOM,B,7900000
7,4 uM-C,Tryptone,NOM,C,8400000
7,4 uM-C,Tryptone,NOM,D,7600000
7,4 uM-C,Tryptone,NOM,E,6600000
7,4 uM-C,Tryptone,composite,A,8620000
7,4 uM-C,Tryptone,composite,B,9830000
7,4 uM-C,Tryptone,composite,C,9810000
7,4 uM-C,Tryptone,composite,D,9460000
7,4 uM-C,Tryptone,composite,E,8560000
7,4 uM-C,Tryptone,PRI,A,6800000
7,4 uM-C,Tryptone,PRI,B,7900000
7,4 uM-C,Tryptone,PRI,C,3100000
7,4 uM-C,Tryptone,PRI,D,7200000
7,4 uM-C,Tryptone,PRI,E,7200000
7,40 uM-C,Tryptone,ABM,A,1260000
7,40 uM-C,Tryptone,ABM,B,580000
7,40 uM-C,Tryptone,ABM,C,640000
7,40 uM-C,Tryptone,ABM,D,1360000
7,40 uM-C,Tryptone,ABM,E,1000000
7,40 uM-C,Tryptone,LOM,A,7400000
7,40 uM-C,Tryptone,LOM,B,1200000
7,40 uM-C,Tryptone,LOM,C,4600000
7,40 uM-C,Tryptone,LOM,D,2400000
7,40 uM-C,Tryptone,LOM,E,1000000
7,40 uM-C,Tryptone,NOM,A,6600000
7,40 uM-C,Tryptone,NOM,B,7900000
7,40 uM-C,Tryptone,NOM,C,8400000
7,40 uM-C,Tryptone,NOM,D,7600000
7,40 uM-C,Tryptone,NOM,E,6600000
7,40 uM-C,Tryptone,composite,A,14000000
7,40 uM-C,Tryptone,composite,B,9100000
7,40 uM-C,Tryptone,composite,C,13000000
7,40 uM-C,Tryptone,composite,D,10000000
7,40 uM-C,Tryptone,composite,E,7600000
7,40 uM-C,Tryptone,PRI,A,270000
7,40 uM-C,Tryptone,PRI,B,390000
7,40 uM-C,Tryptone,PRI,C,1230000
7,40 uM-C,Tryptone,PRI,D,830000
7,400 uM-C,Tryptone,ABM,A,1260000
7,400 uM-C,Tryptone,ABM,B,580000
7,400 uM-C,Tryptone,ABM,C,640000
7,400 uM-C,Tryptone,ABM,D,1360000
7,400 uM-C,Tryptone,ABM,E,1000000
7,400 uM-C,Tryptone,LOM,A,3500000
7,400 uM-C,Tryptone,LOM,B,800000
7,400 uM-C,Tryptone,LOM,C,800000
7,400 uM-C,Tryptone,LOM,D,2100000
7,400 uM-C,Tryptone,LOM,E,2100000
7,400 uM-C,Tryptone,NOM,A,6600000
7,400 uM-C,Tryptone,NOM,B,7900000
7,400 uM-C,Tryptone,NOM,C,8400000
7,400 uM-C,Tryptone,NOM,D,7600000
7,400 uM-C,Tryptone,NOM,E,6600000
7,400 uM-C,Tryptone,composite,A,10100000
7,400 uM-C,Tryptone,composite,B,8700000
7,400 uM-C,Tryptone,composite,C,9200000
7,400 uM-C,Tryptone,composite,D,9700000
7,400 uM-C,Tryptone,composite,E,8700000
7,400 uM-C,Tryptone,PRI,A,2470000
7,400 uM-C,Tryptone,PRI,B,1490000
7,400 uM-C,Tryptone,PRI,C,1620000
7,400 uM-C,Tryptone,PRI,D,1170000
7,400 uM-C,Tryptone,PRI,E,1150000
10,4 uM-C,Tryptone,ABM,A,160000
10,4 uM-C,Tryptone,ABM,B,610000
10,4 uM-C,Tryptone,ABM,C,980000
10,4 uM-C,Tryptone,ABM,D,470000
10,4 uM-C,Tryptone,ABM,E,370000
10,4 uM-C,Tryptone,LOM,A,900000
10,4 uM-C,Tryptone,LOM,B,1400000
10,4 uM-C,Tryptone,LOM,C,1100000
10,4 uM-C,Tryptone,LOM,D,100000
10,4 uM-C,Tryptone,LOM,E,900000
10,4 uM-C,Tryptone,NOM,A,434000
10,4 uM-C,Tryptone,NOM,B,941000
10,4 uM-C,Tryptone,NOM,C,769000
10,4 uM-C,Tryptone,NOM,E,551000
10,4 uM-C,Tryptone,composite,A,1334000
10,4 uM-C,Tryptone,composite,B,2341000
10,4 uM-C,Tryptone,composite,C,1869000
10,4 uM-C,Tryptone,composite,E,1451000
10,4 uM-C,Tryptone,PRI,A,680000
10,4 uM-C,Tryptone,PRI,B,590000
10,4 uM-C,Tryptone,PRI,C,620000
10,4 uM-C,Tryptone,PRI,D,310000
10,4 uM-C,Tryptone,PRI,E,310000
10,40 uM-C,Tryptone,ABM,A,160000
10,40 uM-C,Tryptone,ABM,B,610000
10,40 uM-C,Tryptone,ABM,C,980000
10,40 uM-C,Tryptone,ABM,D,470000
10,40 uM-C,Tryptone,ABM,E,370000
10,40 uM-C,Tryptone,LOM,A,660000
10,40 uM-C,Tryptone,LOM,B,210000
10,40 uM-C,Tryptone,LOM,C,30000
10,40 uM-C,Tryptone,LOM,D,10000
10,40 uM-C,Tryptone,LOM,E,150000
10,40 uM-C,Tryptone,NOM,A,434000
10,40 uM-C,Tryptone,NOM,B,941000
10,40 uM-C,Tryptone,NOM,C,769000
10,40 uM-C,Tryptone,NOM,E,551000
10,40 uM-C,Tryptone,composite,A,1094000
10,40 uM-C,Tryptone,composite,B,1151000
10,40 uM-C,Tryptone,composite,C,799000
10,40 uM-C,Tryptone,composite,E,701000
10,40 uM-C,Tryptone,PRI,A,340000
10,40 uM-C,Tryptone,PRI,B,370000
10,40 uM-C,Tryptone,PRI,C,470000
10,40 uM-C,Tryptone,PRI,D,470000
10,40 uM-C,Tryptone,PRI,E,290000
10,400 uM-C,Tryptone,ABM,A,160000
10,400 uM-C,Tryptone,ABM,B,610000
10,400 uM-C,Tryptone,ABM,C,980000
10,400 uM-C,Tryptone,ABM,D,470000
10,400 uM-C,Tryptone,ABM,E,370000
10,400 uM-C,Tryptone,LOM,A,500000
10,400 uM-C,Tryptone,LOM,B,1300000
10,400 uM-C,Tryptone,LOM,C,1000000
10,400 uM-C,Tryptone,LOM,D,500000
10,400 uM-C,Tryptone,LOM,E,400000
10,400 uM-C,Tryptone,NOM,A,434000
10,400 uM-C,Tryptone,NOM,B,941000
10,400 uM-C,Tryptone,NOM,C,769000
10,400 uM-C,Tryptone,NOM,E,551000
10,400 uM-C,Tryptone,composite,A,934000
10,400 uM-C,Tryptone,composite,B,2241000
10,400 uM-C,Tryptone,composite,C,1769000
10,400 uM-C,Tryptone,composite,E,951000
10,400 uM-C,Tryptone,PRI,A,820000
10,400 uM-C,Tryptone,PRI,B,890000
10,400 uM-C,Tryptone,PRI,C,900000
10,400 uM-C,Tryptone,PRI,D,460000
10,400 uM-C,Tryptone,PRI,E,1080000
7,4 uM-C,Casamino Acids,ABM,A,510000
7,4 uM-C,Casamino Acids,ABM,B,470000
7,4 uM-C,Casamino Acids,ABM,C,760000
7,4 uM-C,Casamino Acids,ABM,D,560000
7,4 uM-C,Casamino Acids,LOM,A,780000
7,4 uM-C,Casamino Acids,LOM,B,450000
7,4 uM-C,Casamino Acids,LOM,C,860000
7,4 uM-C,Casamino Acids,LOM,D,1240000
7,4 uM-C,Casamino Acids,LOM,E,200000
7,4 uM-C,Casamino Acids,NOM,A,1180000
7,4 uM-C,Casamino Acids,NOM,B,760000
7,4 uM-C,Casamino Acids,NOM,C,280000
7,4 uM-C,Casamino Acids,NOM,D,780000
7,4 uM-C,Casamino Acids,NOM,E,1370000
7,4 uM-C,Casamino Acids,composite,A,1960000
7,4 uM-C,Casamino Acids,composite,B,1210000
7,4 uM-C,Casamino Acids,composite,C,1140000
7,4 uM-C,Casamino Acids,composite,D,2020000
7,4 uM-C,Casamino Acids,composite,E,1570000
7,4 uM-C,Casamino Acids,PRI,A,1310000
7,4 uM-C,Casamino Acids,PRI,B,240000
7,4 uM-C,Casamino Acids,PRI,C,2000000
7,4 uM-C,Casamino Acids,PRI,D,1560000
7,4 uM-C,Casamino Acids,PRI,E,630000
7,40 uM-C,Casamino Acids,ABM,A,510000
7,40 uM-C,Casamino Acids,ABM,B,470000
7,40 uM-C,Casamino Acids,ABM,C,760000
7,40 uM-C,Casamino Acids,ABM,D,560000
7,40 uM-C,Casamino Acids,LOM,A,1780000
7,40 uM-C,Casamino Acids,LOM,B,890000
7,40 uM-C,Casamino Acids,LOM,C,1260000
7,40 uM-C,Casamino Acids,LOM,D,370000
7,40 uM-C,Casamino Acids,LOM,E,1610000
7,40 uM-C,Casamino Acids,NOM,A,1180000
7,40 uM-C,Casamino Acids,NOM,B,760000
7,40 uM-C,Casamino Acids,NOM,C,280000
7,40 uM-C,Casamino Acids,NOM,D,780000
7,40 uM-C,Casamino Acids,NOM,E,1370000
7,40 uM-C,Casamino Acids,composite,A,2960000
7,40 uM-C,Casamino Acids,composite,B,1650000
7,40 uM-C,Casamino Acids,composite,C,1540000
7,40 uM-C,Casamino Acids,composite,D,1150000
7,40 uM-C,Casamino Acids,composite,E,2980000
7,40 uM-C,Casamino Acids,PRI,A,490000
7,40 uM-C,Casamino Acids,PRI,B,420000
7,40 uM-C,Casamino Acids,PRI,C,2100000
7,40 uM-C,Casamino Acids,PRI,D,3080000
7,40 uM-C,Casamino Acids,PRI,E,2320000
7,400 uM-C,Casamino Acids,ABM,A,510000
7,400 uM-C,Casamino Acids,ABM,B,470000
7,400 uM-C,Casamino Acids,ABM,C,760000
7,400 uM-C,Casamino Acids,ABM,D,560000
7,400 uM-C,Casamino Acids,LOM,B,180000
7,400 uM-C,Casamino Acids,LOM,C,420000
7,400 uM-C,Casamino Acids,LOM,E,1020000
7,400 uM-C,Casamino Acids,NOM,A,1180000
7,400 uM-C,Casamino Acids,NOM,B,760000
7,400 uM-C,Casamino Acids,NOM,C,280000
7,400 uM-C,Casamino Acids,NOM,D,780000
7,400 uM-C,Casamino Acids,NOM,E,1370000
7,400 uM-C,Casamino Acids,composite,B,940000
7,400 uM-C,Casamino Acids,composite,C,700000
7,400 uM-C,Casamino Acids,composite,E,2390000
7,400 uM-C,Casamino Acids,PRI,A,580000
7,400 uM-C,Casamino Acids,PRI,B,820000
7,400 uM-C,Casamino Acids,PRI,C,750000
7,400 uM-C,Casamino Acids,PRI,D,1010000
7,400 uM-C,Casamino Acids,PRI,E,740000
10,4 uM-C,Casamino Acids,ABM,A,80000
10,4 uM-C,Casamino Acids,ABM,B,70000
10,4 uM-C,Casamino Acids,ABM,C,80000
10,4 uM-C,Casamino Acids,ABM,D,40000
10,4 uM-C,Casamino Acids,ABM,E,210000
10,4 uM-C,Casamino Acids,LOM,A,130000
10,4 uM-C,Casamino Acids,LOM,B,0
10,4 uM-C,Casamino Acids,LOM,C,70000
10,4 uM-C,Casamino Acids,LOM,D,120000
10,4 uM-C,Casamino Acids,LOM,E,50000
10,4 uM-C,Casamino Acids,NOM,A,108000
10,4 uM-C,Casamino Acids,NOM,B,345000
10,4 uM-C,Casamino Acids,NOM,C,59000
10,4 uM-C,Casamino Acids,NOM,D,335000
10,4 uM-C,Casamino Acids,NOM,E,280000
10,4 uM-C,Casamino Acids,composite,A,238000
10,4 uM-C,Casamino Acids,composite,B,345000
10,4 uM-C,Casamino Acids,composite,C,129000
10,4 uM-C,Casamino Acids,composite,D,455000
10,4 uM-C,Casamino Acids,composite,E,330000
10,4 uM-C,Casamino Acids,PRI,A,170000
10,4 uM-C,Casamino Acids,PRI,B,330000
10,4 uM-C,Casamino Acids,PRI,C,380000
10,4 uM-C,Casamino Acids,PRI,D,210000
10,4 uM-C,Casamino Acids,PRI,E,250000
10,40 uM-C,Casamino Acids,ABM,A,80000
10,40 uM-C,Casamino Acids,ABM,B,70000
10,40 uM-C,Casamino Acids,ABM,C,80000
10,40 uM-C,Casamino Acids,ABM,D,40000
10,40 uM-C,Casamino Acids,ABM,E,210000
10,40 uM-C,Casamino Acids,LOM,A,80000
10,40 uM-C,Casamino Acids,LOM,B,40000
10,40 uM-C,Casamino Acids,LOM,C,130000
10,40 uM-C,Casamino Acids,LOM,D,0
10,40 uM-C,Casamino Acids,LOM,E,0
10,40 uM-C,Casamino Acids,NOM,A,108000
10,40 uM-C,Casamino Acids,NOM,B,345000
10,40 uM-C,Casamino Acids,NOM,C,59000
10,40 uM-C,Casamino Acids,NOM,D,335000
10,40 uM-C,Casamino Acids,NOM,E,280000
10,40 uM-C,Casamino Acids,composite,A,188000
10,40 uM-C,Casamino Acids,composite,B,385000
10,40 uM-C,Casamino Acids,composite,C,189000
10,40 uM-C,Casamino Acids,composite,D,335000
10,40 uM-C,Casamino Acids,composite,E,280000
10,40 uM-C,Casamino Acids,PRI,A,330000
10,40 uM-C,Casamino Acids,PRI,B,340000
10,40 uM-C,Casamino Acids,PRI,C,240000
10,40 uM-C,Casamino Acids,PRI,D,280000
10,40 uM-C,Casamino Acids,PRI,E,490000
10,400 uM-C,Casamino Acids,ABM,A,80000
10,400 uM-C,Casamino Acids,ABM,B,70000
10,400 uM-C,Casamino Acids,ABM,C,80000
10,400 uM-C,Casamino Acids,ABM,D,40000
10,400 uM-C,Casamino Acids,ABM,E,210000
10,400 uM-C,Casamino Acids,LOM,A,30000
10,400 uM-C,Casamino Acids,LOM,B,50000
10,400 uM-C,Casamino Acids,LOM,C,80000
10,400 uM-C,Casamino Acids,LOM,D,60000
10,400 uM-C,Casamino Acids,LOM,E,10000
10,400 uM-C,Casamino Acids,NOM,A,108000
10,400 uM-C,Casamino Acids,NOM,B,345000
10,400 uM-C,Casamino Acids,NOM,C,59000
10,400 uM-C,Casamino Acids,NOM,D,335000
10,400 uM-C,Casamino Acids,NOM,E,280000
10,400 uM-C,Casamino Acids,composite,A,138000
10,400 uM-C,Casamino Acids,composite,B,395000
10,400 uM-C,Casamino Acids,composite,C,139000
10,400 uM-C,Casamino Acids,composite,D,395000
10,400 uM-C,Casamino Acids,composite,E,290000
10,400 uM-C,Casamino Acids,PRI,A,490000
10,400 uM-C,Casamino Acids,PRI,B,180000
10,400 uM-C,Casamino Acids,PRI,C,650000
10,400 uM-C,Casamino Acids,PRI,D,620000
10,400 uM-C,Casamino Acids,PRI,E,660000
14,4 uM-C,Casamino Acids,ABM,A,29000
14,4 uM-C,Casamino Acids,ABM,B,10000
14,4 uM-C,Casamino Acids,ABM,D,27000
14,4 uM-C,Casamino Acids,ABM,E,15000
14,4 uM-C,Casamino Acids,LOM,B,25000
14,4 uM-C,Casamino Acids,LOM,C,15000
14,4 uM-C,Casamino Acids,LOM,D,21000
14,4 uM-C,Casamino Acids,LOM,E,37000
14,4 uM-C,Casamino Acids,NOM,A,101000
14,4 uM-C,Casamino Acids,NOM,B,106000
14,4 uM-C,Casamino Acids,NOM,C,62000
14,4 uM-C,Casamino Acids,NOM,D,249000
14,4 uM-C,Casamino Acids,NOM,E,208000
14,4 uM-C,Casamino Acids,composite,B,131000
14,4 uM-C,Casamino Acids,composite,C,77000
14,4 uM-C,Casamino Acids,composite,D,270000
14,4 uM-C,Casamino Acids,composite,E,245000
14,4 uM-C,Casamino Acids,PRI,A,230000
14,4 uM-C,Casamino Acids,PRI,B,650000
14,4 uM-C,Casamino Acids,PRI,C,400000
14,4 uM-C,Casamino Acids,PRI,D,480000
14,4 uM-C,Casamino Acids,PRI,E,350000
14,40 uM-C,Casamino Acids,ABM,A,29000
14,40 uM-C,Casamino Acids,ABM,B,10000
14,40 uM-C,Casamino Acids,ABM,D,27000
14,40 uM-C,Casamino Acids,ABM,E,15000
14,40 uM-C,Casamino Acids,LOM,A,62000
14,40 uM-C,Casamino Acids,LOM,B,12000
14,40 uM-C,Casamino Acids,LOM,C,11000
14,40 uM-C,Casamino Acids,LOM,D,65000
14,40 uM-C,Casamino Acids,LOM,E,62000
14,40 uM-C,Casamino Acids,NOM,A,101000
14,40 uM-C,Casamino Acids,NOM,B,106000
14,40 uM-C,Casamino Acids,NOM,C,62000
14,40 uM-C,Casamino Acids,NOM,D,249000
14,40 uM-C,Casamino Acids,NOM,E,208000
14,40 uM-C,Casamino Acids,composite,A,163000
14,40 uM-C,Casamino Acids,composite,B,118000
14,40 uM-C,Casamino Acids,composite,C,73000
14,40 uM-C,Casamino Acids,composite,D,314000
14,40 uM-C,Casamino Acids,composite,E,270000
14,40 uM-C,Casamino Acids,PRI,A,550000
14,40 uM-C,Casamino Acids,PRI,B,360000
14,40 uM-C,Casamino Acids,PRI,C,370000
14,40 uM-C,Casamino Acids,PRI,D,410000
14,40 uM-C,Casamino Acids,PRI,E,400000
14,400 uM-C,Casamino Acids,ABM,A,29000
14,400 uM-C,Casamino Acids,ABM,B,10000
14,400 uM-C,Casamino Acids,ABM,D,27000
14,400 uM-C,Casamino Acids,ABM,E,15000
14,400 uM-C,Casamino Acids,LOM,B,80000
14,400 uM-C,Casamino Acids,LOM,C,130000
14,400 uM-C,Casamino Acids,LOM,D,50000
14,400 uM-C,Casamino Acids,LOM,E,180000
14,400 uM-C,Casamino Acids,NOM,A,101000
14,400 uM-C,Casamino Acids,NOM,B,106000
14,400 uM-C,Casamino Acids,NOM,C,62000
14,400 uM-C,Casamino Acids,NOM,D,249000
14,400 uM-C,Casamino Acids,NOM,E,208000
14,400 uM-C,Casamino Acids,composite,B,186000
14,400 uM-C,Casamino Acids,composite,C,192000
14,400 uM-C,Casamino Acids,composite,D,299000
14,400 uM-C,Casamino Acids,composite,E,388000
14,400 uM-C,Casamino Acids,PRI,A,570000
14,400 uM-C,Casamino Acids,PRI,B,620000
14,400 uM-C,Casamino Acids,PRI,C,810000
14,400 uM-C,Casamino Acids,PRI,D,670000
14,400 uM-C,Casamino Acids,PRI,E,930000
14,4 uM-C,Tryptone,ABM,A,49000
14,4 uM-C,Tryptone,ABM,B,34000
14,4 uM-C,Tryptone,ABM,C,33000
14,4 uM-C,Tryptone,ABM,D,178000
14,4 uM-C,Tryptone,ABM,E,81000
14,4 uM-C,Tryptone,LOM,A,31000
14,4 uM-C,Tryptone,LOM,B,88000
14,4 uM-C,Tryptone,LOM,C,214000
14,4 uM-C,Tryptone,LOM,D,148000
14,4 uM-C,Tryptone,LOM,E,87000
14,4 uM-C,Tryptone,NOM,A,720000
14,4 uM-C,Tryptone,NOM,B,340000
14,4 uM-C,Tryptone,NOM,C,500000
14,4 uM-C,Tryptone,NOM,D,300000
14,4 uM-C,Tryptone,NOM,E,290000
14,4 uM-C,Tryptone,composite,A,751000
14,4 uM-C,Tryptone,composite,B,428000
14,4 uM-C,Tryptone,composite,C,714000
14,4 uM-C,Tryptone,composite,D,448000
14,4 uM-C,Tryptone,composite,E,377000
14,4 uM-C,Tryptone,PRI,A,270000
14,4 uM-C,Tryptone,PRI,B,530000
14,4 uM-C,Tryptone,PRI,C,740000
14,4 uM-C,Tryptone,PRI,D,550000
14,4 uM-C,Tryptone,PRI,E,380000
14,40 uM-C,Tryptone,ABM,A,49000
14,40 uM-C,Tryptone,ABM,B,34000
14,40 uM-C,Tryptone,ABM,C,33000
14,40 uM-C,Tryptone,ABM,D,178000
14,40 uM-C,Tryptone,ABM,E,81000
14,40 uM-C,Tryptone,LOM,A,60000
14,40 uM-C,Tryptone,LOM,B,137000
14,40 uM-C,Tryptone,LOM,C,269000
14,40 uM-C,Tryptone,LOM,D,56000
14,40 uM-C,Tryptone,LOM,E,113000
14,40 uM-C,Tryptone,NOM,A,720000
14,40 uM-C,Tryptone,NOM,B,340000
14,40 uM-C,Tryptone,NOM,C,500000
14,40 uM-C,Tryptone,NOM,D,300000
14,40 uM-C,Tryptone,NOM,E,290000
14,40 uM-C,Tryptone,composite,A,780000
14,40 uM-C,Tryptone,composite,B,477000
14,40 uM-C,Tryptone,composite,C,769000
14,40 uM-C,Tryptone,composite,D,356000
14,40 uM-C,Tryptone,composite,E,403000
14,40 uM-C,Tryptone,PRI,A,420000
14,40 uM-C,Tryptone,PRI,B,330000
14,40 uM-C,Tryptone,PRI,C,300000
14,40 uM-C,Tryptone,PRI,D,430000
14,40 uM-C,Tryptone,PRI,E,300000
14,400 uM-C,Tryptone,ABM,A,49000
14,400 uM-C,Tryptone,ABM,B,34000
14,400 uM-C,Tryptone,ABM,C,33000
14,400 uM-C,Tryptone,ABM,D,178000
14,400 uM-C,Tryptone,ABM,E,81000
14,400 uM-C,Tryptone,LOM,A,470000
14,400 uM-C,Tryptone,LOM,B,880000
14,400 uM-C,Tryptone,LOM,C,980000
14,400 uM-C,Tryptone,LOM,D,1030000
14,400 uM-C,Tryptone,LOM,E,1340000
14,400 uM-C,Tryptone,NOM,A,720000
14,400 uM-C,Tryptone,NOM,B,340000
14,400 uM-C,Tryptone,NOM,C,500000
14,400 uM-C,Tryptone,NOM,D,300000
14,400 uM-C,Tryptone,NOM,E,290000
14,400 uM-C,Tryptone,PRI,A,310000
14,400 uM-C,Tryptone,PRI,B,560000
14,400 uM-C,Tryptone,PRI,C,1020000
14,400 uM-C,Tryptone,PRI,D,1010000
14,400 uM-C,Tryptone,PRI,E,980000
14,400 uM-C,Tryptone,composite,A,1190000
14,400 uM-C,Tryptone,composite,B,1220000
14,400 uM-C,Tryptone,composite,C,1480000
14,400 uM-C,Tryptone,composite,D,1330000
14,400 uM-C,Tryptone,composite,E,1630000
0,4 uM-C,Coumarate,ABM,A,12100
0,4 uM-C,Coumarate,ABM,B,10300
0,4 uM-C,Coumarate,ABM,C,7500
0,4 uM-C,Coumarate,ABM,D,9700
0,4 uM-C,Coumarate,ABM,E,11600
0,4 uM-C,Coumarate,LOM,A,9400
0,4 uM-C,Coumarate,LOM,B,6600
0,4 uM-C,Coumarate,LOM,C,10200
0,4 uM-C,Coumarate,LOM,D,9900
0,4 uM-C,Coumarate,LOM,E,11700
0,4 uM-C,Coumarate,NOM,A,6600
0,4 uM-C,Coumarate,NOM,B,6400
0,4 uM-C,Coumarate,NOM,C,9000
0,4 uM-C,Coumarate,NOM,D,11700
0,4 uM-C,Coumarate,NOM,E,10500
0,4 uM-C,Coumarate,composite,A,16000
0,4 uM-C,Coumarate,composite,B,13000
0,4 uM-C,Coumarate,composite,C,19200
0,4 uM-C,Coumarate,composite,D,21600
0,4 uM-C,Coumarate,composite,E,22200
0,4 uM-C,Coumarate,PRI,A,11600
0,4 uM-C,Coumarate,PRI,B,7500
0,4 uM-C,Coumarate,PRI,C,7130
0,4 uM-C,Coumarate,PRI,D,9000
0,4 uM-C,Coumarate,PRI,E,9200
0,40 uM-C,Coumarate,ABM,A,12100
0,40 uM-C,Coumarate,ABM,B,10300
0,40 uM-C,Coumarate,ABM,C,7500
0,40 uM-C,Coumarate,ABM,D,9700
0,40 uM-C,Coumarate,ABM,E,11600
0,40 uM-C,Coumarate,LOM,A,12700
0,40 uM-C,Coumarate,LOM,B,8200
0,40 uM-C,Coumarate,LOM,C,9700
0,40 uM-C,Coumarate,LOM,D,7900
0,40 uM-C,Coumarate,LOM,E,15600
0,40 uM-C,Coumarate,NOM,A,6600
0,40 uM-C,Coumarate,NOM,B,6400
0,40 uM-C,Coumarate,NOM,C,9000
0,40 uM-C,Coumarate,NOM,D,11700
0,40 uM-C,Coumarate,NOM,E,10500
0,40 uM-C,Coumarate,composite,A,19300
0,40 uM-C,Coumarate,composite,B,14600
0,40 uM-C,Coumarate,composite,C,18700
0,40 uM-C,Coumarate,composite,D,19600
0,40 uM-C,Coumarate,composite,E,26100
0,40 uM-C,Coumarate,PRI,A,7800
0,40 uM-C,Coumarate,PRI,B,9600
0,40 uM-C,Coumarate,PRI,C,6800
0,40 uM-C,Coumarate,PRI,D,8400
0,40 uM-C,Coumarate,PRI,E,5600
0,400 uM-C,Coumarate,ABM,A,12100
0,400 uM-C,Coumarate,ABM,B,10300
0,400 uM-C,Coumarate,ABM,C,7500
0,400 uM-C,Coumarate,ABM,D,9700
0,400 uM-C,Coumarate,ABM,E,11600
0,400 uM-C,Coumarate,LOM,A,9200
0,400 uM-C,Coumarate,LOM,B,11100
0,400 uM-C,Coumarate,LOM,C,10000
0,400 uM-C,Coumarate,LOM,D,11400
0,400 uM-C,Coumarate,LOM,E,7300
0,400 uM-C,Coumarate,NOM,A,6600
0,400 uM-C,Coumarate,NOM,B,6400
0,400 uM-C,Coumarate,NOM,C,9000
0,400 uM-C,Coumarate,NOM,D,11700
0,400 uM-C,Coumarate,NOM,E,10500
0,400 uM-C,Coumarate,composite,A,15800
0,400 uM-C,Coumarate,composite,B,17500
0,400 uM-C,Coumarate,composite,C,19000
0,400 uM-C,Coumarate,composite,D,23100
0,400 uM-C,Coumarate,composite,E,17800
0,400 uM-C,Coumarate,PRI,A,8500
0,400 uM-C,Coumarate,PRI,B,9600
0,400 uM-C,Coumarate,PRI,C,10000
0,400 uM-C,Coumarate,PRI,D,7300
0,400 uM-C,Coumarate,PRI,E,11600
1,4 uM-C,Coumarate,ABM,A,300000
1,4 uM-C,Coumarate,ABM,B,2200000
1,4 uM-C,Coumarate,ABM,C,1400000
1,4 uM-C,Coumarate,ABM,D,1500000
1,4 uM-C,Coumarate,ABM,E,4900000
1,4 uM-C,Coumarate,LOM,A,3700000
1,4 uM-C,Coumarate,LOM,B,2400000
1,4 uM-C,Coumarate,LOM,C,1000000
1,4 uM-C,Coumarate,LOM,D,4300000
1,4 uM-C,Coumarate,LOM,E,3100000
1,4 uM-C,Coumarate,NOM,A,2400000
1,4 uM-C,Coumarate,NOM,B,3500000
1,4 uM-C,Coumarate,NOM,C,2900000
1,4 uM-C,Coumarate,NOM,D,3800000
1,4 uM-C,Coumarate,NOM,E,4000000
1,4 uM-C,Coumarate,composite,A,6100000
1,4 uM-C,Coumarate,composite,B,5900000
1,4 uM-C,Coumarate,composite,C,3900000
1,4 uM-C,Coumarate,composite,D,8100000
1,4 uM-C,Coumarate,composite,E,7100000
1,4 uM-C,Coumarate,PRI,A,4600000
1,4 uM-C,Coumarate,PRI,B,3700000
1,4 uM-C,Coumarate,PRI,C,4700000
1,4 uM-C,Coumarate,PRI,D,3300000
1,4 uM-C,Coumarate,PRI,E,4000000
1,40 uM-C,Coumarate,ABM,A,300000
