Day,Concentration,Treatment,Rep,Count,Carbon
0,4 uM-C,NOM,C,8200,Tryptone
0,4 uM-C,NOM,D,17200,Tryptone
0,4 uM-C,NOM,E,9100,Tryptone
0,4 uM-C,composite,A,23100,Tryptone
0,4 uM-C,composite,B,22300,Tryptone
0,4 uM-C,composite,C,21000,Tryptone
0,4 uM-C,composite,D,28600,Tryptone
0,4 uM-C,composite,E,21200,Tryptone
0,4 uM-C,PRI,A,13900,Tryptone
0,4 uM-C,PRI,B,11600,Tryptone
0,4 uM-C,PRI,C,10600,Tryptone
0,4 uM-C,PRI,D,12200,Tryptone
0,4 uM-C,PRI,E,12500,Tryptone
0,40 uM-C,ABM,A,12800,Tryptone
0,40 uM-C,ABM,B,14700,Tryptone
0,40 uM-C,ABM,C,13300,Tryptone
0,40 uM-C,ABM,D,18300,Tryptone
0,40 uM-C,ABM,E,14200,Tryptone
0,40 uM-C,LOM,A,1900,Tryptone
0,40 uM-C,LOM,B,9300,Tryptone
0,40 uM-C,LOM,C,12700,Tryptone
0,40 uM-C,LOM,D,7800,Tryptone
0,40 uM-C,LOM,E,13800,Tryptone
0,40 uM-C,NOM,A,8800,Tryptone
0,40 uM-C,NOM,B,11500,Tryptone
0,40 uM-C,NOM,C,8200,Tryptone
0,40 uM-C,NOM,D,17200,Tryptone
0,40 uM-C,NOM,E,9100,Tryptone
0,40 uM-C,composite,A,10700,Tryptone
0,40 uM-C,composite,B,20800,Tryptone
0,40 uM-C,composite,C,20900,Tryptone
0,40 uM-C,composite,D,25000,Tryptone
0,40 uM-C,composite,E,22900,Tryptone
0,40 uM-C,PRI,A,14300,Tryptone
0,40 uM-C,PRI,B,12200,Tryptone
0,40 uM-C,PRI,C,16600,Tryptone
0,40 uM-C,PRI,D,14500,Tryptone
0,40 uM-C,PRI,E,11700,Tryptone
0,400 uM-C,ABM,A,12800,Tryptone
0,400 uM-C,ABM,B,14700,Tryptone
0,400 uM-C,ABM,C,13300,Tryptone
0,400 uM-C,ABM,D,18300,Tryptone
0,400 uM-C,ABM,E,14200,Tryptone
0,400 uM-C,LOM,A,8800,Tryptone
0,400 uM-C,LOM,B,11000,Tryptone
0,400 uM-C,LOM,C,8500,Tryptone
0,400 uM-C,LOM,D,6700,Tryptone
0,400 uM-C,LOM,E,9700,Tryptone
0,400 uM-C,NOM,A,8800,Tryptone
0,400 uM-C,NOM,B,11500,Tryptone
0,400 uM-C,NOM,C,8200,Tryptone
0,400 uM-C,NOM,D,17200,Tryptone
0,400 uM-C,NOM,E,9100,Tryptone
0,400 uM-C,composite,A,17600,Tryptone
0,400 uM-C,composite,B,22500,Tryptone
0,400 uM-C,composite,C,16700,Tryptone
0,400 uM-C,composite,D,23900,Tryptone
0,400 uM-C,composite,E,18800,Tryptone
0,400 uM-C,PRI,A,9100,Tryptone
0,400 uM-C,PRI,B,9900,Tryptone
0,400 uM-C,PRI,C,9500,Tryptone
0,400 uM-C,PRI,D,9700,Tryptone
0,400 uM-C,PRI,E,11800,Tryptone
1,4 uM-C,ABM,A,910000,Tryptone
1,4 uM-C,ABM,B,1020000,Tryptone
1,4 uM-C,ABM,C,1100000,Tryptone
1,4 uM-C,ABM,D,1000000,Tryptone
1,4 uM-C,ABM,E,970000,Tryptone
1,4 uM-C,LOM,A,1100000,Tryptone
1,4 uM-C,LOM,B,1160000,Tryptone
1,4 uM-C,LOM,C,880000,Tryptone
1,4 uM-C,LOM,D,1190000,Tryptone
1,4 uM-C,LOM,E,1330000,Tryptone
1,4 uM-C,NOM,A,640000,Tryptone
1,4 uM-C,NOM,B,700000,Tryptone
1,4 uM-C,NOM,C,870000,Tryptone
1,4 uM-C,NOM,D,740000,Tryptone
1,4 uM-C,NOM,E,760000,Tryptone
1,4 uM-C,composite,A,1740000,Tryptone
1,4 uM-C,composite,B,1860000,Tryptone
1,4 uM-C,composite,C,1750000,Tryptone
1,4 uM-C,composite,D,1930000,Tryptone
1,4 uM-C,composite,E,2090000,Tryptone
1,4 uM-C,PRI,A,1010000,Tryptone
1,4 uM-C,PRI,B,700000,Tryptone
1,4 uM-C,PRI,C,930000,Tryptone
1,4 uM-C,PRI,D,730000,Tryptone
1,4 uM-C,PRI,E,710000,Tryptone
1,40 uM-C,ABM,A,910000,Tryptone
1,40 uM-C,ABM,B,1020000,Tryptone
1,40 uM-C,ABM,C,1100000,Tryptone
1,40 uM-C,ABM,D,1000000,Tryptone
1,40 uM-C,ABM,E,970000,Tryptone
1,40 uM-C,LOM,A,1190000,Tryptone
1,40 uM-C,LOM,B,1190000,Tryptone
1,40 uM-C,LOM,C,1370000,Tryptone
1,40 uM-C,LOM,D,1500000,Tryptone
1,40 uM-C,LOM,E,1190000,Tryptone
1,40 uM-C,NOM,A,640000,Tryptone
1,40 uM-C,NOM,B,700000,Tryptone
1,40 uM-C,NOM,C,870000,Tryptone
1,40 uM-C,NOM,D,740000,Tryptone
1,40 uM-C,NOM,E,760000,Tryptone
1,40 uM-C,composite,A,1830000,Tryptone
1,40 uM-C,composite,B,1890000,Tryptone
1,40 uM-C,composite,C,2240000,Tryptone
1,40 uM-C,composite,D,2240000,Tryptone
1,40 uM-C,composite,E,1950000,Tryptone
1,40 uM-C,PRI,A,700000,Tryptone
1,40 uM-C,PRI,B,970000,Tryptone
1,40 uM-C,PRI,C,860000,Tryptone
1,40 uM-C,PRI,D,1040000,Tryptone
1,40 uM-C,PRI,E,1120000,Tryptone
1,400 uM-C,ABM,A,910000,Tryptone
1,400 uM-C,ABM,B,1020000,Tryptone
1,400 uM-C,ABM,C,1100000,Tryptone
1,400 uM-C,ABM,D,1000000,Tryptone
1,400 uM-C,ABM,E,970000,Tryptone
1,400 uM-C,LOM,A,2100000,Tryptone
1,400 uM-C,LOM,B,2900000,Tryptone
1,400 uM-C,LOM,C,2000000,Tryptone
1,400 uM-C,LOM,D,2400000,Tryptone
1,400 uM-C,LOM,E,3700000,Tryptone
1,400 uM-C,NOM,A,640000,Tryptone
1,400 uM-C,NOM,B,700000,Tryptone
1,400 uM-C,NOM,C,870000,Tryptone
1,400 uM-C,NOM,D,740000,Tryptone
1,400 uM-C,NOM,E,760000,Tryptone
1,400 uM-C,composite,A,2740000,Tryptone
1,400 uM-C,composite,B,3600000,Tryptone
1,400 uM-C,composite,C,2870000,Tryptone
1,400 uM-C,composite,D,3140000,Tryptone
1,400 uM-C,composite,E,4460000,Tryptone
1,400 uM-C,PRI,A,27000000,Tryptone
1,400 uM-C,PRI,B,31000000,Tryptone
1,400 uM-C,PRI,C,5000000,Tryptone
1,400 uM-C,PRI,D,37000000,Tryptone
1,400 uM-C,PRI,E,28000000,Tryptone
2,4 uM-C,ABM,A,1180000,Tryptone
2,4 uM-C,ABM,B,710000,Tryptone
2,4 uM-C,ABM,C,1320000,Tryptone
2,4 uM-C,ABM,D,1070000,Tryptone
2,4 uM-C,ABM,E,710000,Tryptone
2,4 uM-C,LOM,A,1140000,Tryptone
2,4 uM-C,LOM,B,1020000,Tryptone
2,4 uM-C,LOM,C,800000,Tryptone
2,4 uM-C,LOM,D,1260000,Tryptone
2,4 uM-C,LOM,E,1130000,Tryptone
2,4 uM-C,NOM,A,420000,Tryptone
2,4 uM-C,NOM,B,430000,Tryptone
2,4 uM-C,NOM,C,300000,Tryptone
2,4 uM-C,NOM,D,310000,Tryptone
2,4 uM-C,NOM,E,470000,Tryptone
2,4 uM-C,composite,A,1560000,Tryptone
2,4 uM-C,composite,B,1450000,Tryptone
2,4 uM-C,composite,C,1100000,Tryptone
2,4 uM-C,composite,D,1570000,Tryptone
2,4 uM-C,composite,E,1600000,Tryptone
2,4 uM-C,PRI,A,550000,Tryptone
2,4 uM-C,PRI,B,480000,Tryptone
2,4 uM-C,PRI,C,570000,Tryptone
2,4 uM-C,PRI,D,550000,Tryptone
2,4 uM-C,PRI,E,780000,Tryptone
2,40 uM-C,ABM,A,1180000,Tryptone
2,40 uM-C,ABM,B,710000,Tryptone
2,40 uM-C,ABM,C,1320000,Tryptone
2,40 uM-C,ABM,D,1070000,Tryptone
2,40 uM-C,ABM,E,710000,Tryptone
2,40 uM-C,LOM,A,1870000,Tryptone
2,40 uM-C,LOM,B,1030000,Tryptone
2,40 uM-C,LOM,C,1100000,Tryptone
2,40 uM-C,LOM,D,1040000,Tryptone
2,40 uM-C,LOM,E,1770000,Tryptone
2,40 uM-C,NOM,A,420000,Tryptone
2,40 uM-C,NOM,B,430000,Tryptone
2,40 uM-C,NOM,C,300000,Tryptone
2,40 uM-C,NOM,D,310000,Tryptone
2,40 uM-C,NOM,E,470000,Tryptone
2,40 uM-C,composite,A,2290000,Tryptone
2,40 uM-C,composite,B,1460000,Tryptone
2,40 uM-C,composite,C,1400000,Tryptone
2,40 uM-C,composite,D,1350000,Tryptone
2,40 uM-C,composite,E,2240000,Tryptone
2,40 uM-C,PRI,A,1310000,Tryptone
2,40 uM-C,PRI,B,1800000,Tryptone
2,40 uM-C,PRI,C,1190000,Tryptone
2,40 uM-C,PRI,D,1030000,Tryptone
2,40 uM-C,PRI,E,1510000,Tryptone
2,400 uM-C,ABM,A,1180000,Tryptone
2,400 uM-C,ABM,B,710000,Tryptone
2,400 uM-C,ABM,C,1320000,Tryptone
2,400 uM-C,ABM,D,1070000,Tryptone
2,400 uM-C,ABM,E,710000,Tryptone
2,400 uM-C,LOM,A,10600000,Tryptone
2,400 uM-C,LOM,B,6300000,Tryptone
2,400 uM-C,LOM,C,6500000,Tryptone
2,400 uM-C,LOM,D,7100000,Tryptone
2,400 uM-C,LOM,E,9300000,Tryptone
2,400 uM-C,NOM,A,420000,Tryptone
2,400 uM-C,NOM,B,430000,Tryptone
2,400 uM-C,NOM,C,300000,Tryptone
2,400 uM-C,NOM,D,310000,Tryptone
2,400 uM-C,NOM,E,470000,Tryptone
2,400 uM-C,composite,A,11020000,Tryptone
2,400 uM-C,composite,B,6730000,Tryptone
2,400 uM-C,composite,C,6800000,Tryptone
2,400 uM-C,composite,D,7410000,Tryptone
2,400 uM-C,composite,E,9770000,Tryptone
2,400 uM-C,PRI,A,13600000,Tryptone
2,400 uM-C,PRI,B,11600000,Tryptone
2,400 uM-C,PRI,C,10700000,Tryptone
2,400 uM-C,PRI,D,15500000,Tryptone
2,400 uM-C,PRI,E,16500000,Tryptone
4,4 uM-C,ABM,A,1100000,Tryptone
4,4 uM-C,ABM,B,870000,Tryptone
4,4 uM-C,ABM,C,890000,Tryptone
4,4 uM-C,ABM,D,830000,Tryptone
4,4 uM-C,ABM,E,1260000,Tryptone
4,4 uM-C,LOM,A,1620000,Tryptone
4,4 uM-C,LOM,B,1300000,Tryptone
4,4 uM-C,LOM,C,1410000,Tryptone
4,4 uM-C,LOM,D,1990000,Tryptone
4,4 uM-C,LOM,E,1650000,Tryptone
4,4 uM-C,NOM,A,1200000,Tryptone
4,4 uM-C,NOM,B,1200000,Tryptone
4,4 uM-C,NOM,C,1100000,Tryptone
4,4 uM-C,NOM,D,1600000,Tryptone
4,4 uM-C,NOM,E,1800000,Tryptone
4,4 uM-C,composite,A,2820000,Tryptone
4,4 uM-C,composite,B,2500000,Tryptone
4,4 uM-C,composite,C,2510000,Tryptone
4,4 uM-C,composite,D,3590000,Tryptone
4,4 uM-C,composite,E,3450000,Tryptone
4,4 uM-C,PRI,A,1060000,Tryptone
4,4 uM-C,PRI,B,1290000,Tryptone
4,4 uM-C,PRI,C,1580000,Tryptone
4,4 uM-C,PRI,D,1740000,Tryptone
4,4 uM-C,PRI,E,1410000,Tryptone
4,40 uM-C,ABM,A,1100000,Tryptone
4,40 uM-C,ABM,B,870000,Tryptone
4,40 uM-C,ABM,C,890000,Tryptone
4,40 uM-C,ABM,D,830000,Tryptone
4,40 uM-C,ABM,E,1260000,Tryptone
4,40 uM-C,LOM,A,1190000,Tryptone
4,40 uM-C,LOM,B,2100000,Tryptone
4,40 uM-C,LOM,C,1550000,Tryptone
4,40 uM-C,LOM,D,2180000,Tryptone
4,40 uM-C,LOM,E,1360000,Tryptone
4,40 uM-C,NOM,A,1200000,Tryptone
4,40 uM-C,NOM,B,1200000,Tryptone
4,40 uM-C,NOM,C,1100000,Tryptone
4,40 uM-C,NOM,D,1600000,Tryptone
4,40 uM-C,NOM,E,1800000,Tryptone
4,40 uM-C,composite,A,2390000,Tryptone
4,40 uM-C,composite,B,3300000,Tryptone
4,40 uM-C,composite,C,2650000,Tryptone
4,40 uM-C,composite,D,3780000,Tryptone
4,40 uM-C,composite,E,3160000,Tryptone
4,40 uM-C,PRI,A,680000,Tryptone
4,40 uM-C,PRI,B,1120000,Tryptone
4,40 uM-C,PRI,C,1900000,Tryptone
4,40 uM-C,PRI,D,1920000,Tryptone
4,40 uM-C,PRI,E,1840000,Tryptone
4,400 uM-C,ABM,A,1100000,Tryptone
4,400 uM-C,ABM,B,870000,Tryptone
4,400 uM-C,ABM,C,890000,Tryptone
4,400 uM-C,ABM,D,830000,Tryptone
4,400 uM-C,ABM,E,1260000,Tryptone
4,400 uM-C,LOM,A,7900000,Tryptone
4,400 uM-C,LOM,B,8900000,Tryptone
4,400 uM-C,LOM,C,5800000,Tryptone
4,400 uM-C,LOM,D,6100000,Tryptone
4,400 uM-C,LOM,E,4500000,Tryptone
4,400 uM-C,NOM,A,1200000,Tryptone
4,400 uM-C,NOM,B,1200000,Tryptone
4,400 uM-C,NOM,C,1100000,Tryptone
4,400 uM-C,NOM,D,1600000,Tryptone
4,400 uM-C,NOM,E,1800000,Tryptone
4,400 uM-C,composite,A,9100000,Tryptone
4,400 uM-C,composite,B,10100000,Tryptone
4,400 uM-C,composite,C,6900000,Tryptone
4,400 uM-C,composite,D,7700000,Tryptone
4,400 uM-C,composite,E,6300000,Tryptone
4,400 uM-C,PRI,A,2000000,Tryptone
4,400 uM-C,PRI,B,11000000,Tryptone
4,400 uM-C,PRI,C,14000000,Tryptone
4,400 uM-C,PRI,D,21000000,Tryptone
4,400 uM-C,PRI,E,23000000,Tryptone
7,4 uM-C,ABM,A,990000,Tryptone
7,4 uM-C,ABM,B,940000,Tryptone
7,4 uM-C,ABM,C,570000,Tryptone
7,4 uM-C,ABM,D,1110000,Tryptone
7,4 uM-C,ABM,E,960000,Tryptone
7,4 uM-C,LOM,A,890000,Tryptone
7,4 uM-C,LOM,B,890000,Tryptone
7,4 uM-C,LOM,C,680000,Tryptone
7,4 uM-C,LOM,D,1220000,Tryptone
7,4 uM-C,LOM,E,1070000,Tryptone
7,4 uM-C,NOM,A,1420000,Tryptone
7,4 uM-C,NOM,B,910000,Tryptone
7,4 uM-C,NOM,C,1290000,Tryptone
7,4 uM-C,NOM,D,1360000,Tryptone
7,4 uM-C,NOM,E,1310000,Tryptone
7,4 uM-C,composite,A,2310000,Tryptone
7,4 uM-C,composite,B,1800000,Tryptone
7,4 uM-C,composite,C,1970000,Tryptone
7,4 uM-C,composite,D,2580000,Tryptone
7,4 uM-C,composite,E,2380000,Tryptone
7,4 uM-C,PRI,A,1280000,Tryptone
7,4 uM-C,PRI,B,1370000,Tryptone
7,4 uM-C,PRI,C,1490000,Tryptone
7,4 uM-C,PRI,D,1840000,Tryptone
7,4 uM-C,PRI,E,1490000,Tryptone
7,40 uM-C,ABM,A,990000,Tryptone
7,40 uM-C,ABM,B,940000,Tryptone
7,40 uM-C,ABM,C,570000,Tryptone
7,40 uM-C,ABM,D,1110000,Tryptone
7,40 uM-C,ABM,E,960000,Tryptone
7,40 uM-C,LOM,A,960000,Tryptone
7,40 uM-C,LOM,B,1240000,Tryptone
7,40 uM-C,LOM,C,1190000,Tryptone
7,40 uM-C,LOM,D,1410000,Tryptone
7,40 uM-C,LOM,E,1100000,Tryptone
7,40 uM-C,NOM,A,1420000,Tryptone
7,40 uM-C,NOM,B,910000,Tryptone
7,40 uM-C,NOM,C,1290000,Tryptone
7,40 uM-C,NOM,D,1360000,Tryptone
7,40 uM-C,NOM,E,1310000,Tryptone
7,40 uM-C,composite,A,2380000,Tryptone
7,40 uM-C,composite,B,2150000,Tryptone
7,40 uM-C,composite,C,2480000,Tryptone
7,40 uM-C,composite,D,2770000,Tryptone
7,40 uM-C,composite,E,2410000,Tryptone
7,40 uM-C,PRI,A,880000,Tryptone
7,40 uM-C,PRI,B,1310000,Tryptone
7,40 uM-C,PRI,C,1220000,Tryptone
7,40 uM-C,PRI,D,1700000,Tryptone
7,400 uM-C,PRI,A,990000,Tryptone
7,400 uM-C,ABM,B,940000,Tryptone
7,400 uM-C,ABM,C,570000,Tryptone
7,400 uM-C,ABM,D,1110000,Tryptone
7,400 uM-C,ABM,E,960000,Tryptone
7,400 uM-C,LOM,A,3340000,Tryptone
7,400 uM-C,LOM,B,6680000,Tryptone
7,400 uM-C,LOM,C,6890000,Tryptone
7,400 uM-C,LOM,D,7550000,Tryptone
7,400 uM-C,LOM,E,6600000,Tryptone
7,400 uM-C,NOM,A,1420000,Tryptone
7,400 uM-C,NOM,B,910000,Tryptone
7,400 uM-C,NOM,C,1290000,Tryptone
7,400 uM-C,NOM,D,1360000,Tryptone
7,400 uM-C,NOM,E,1310000,Tryptone
7,400 uM-C,composite,A,4760000,Tryptone
7,400 uM-C,composite,B,7590000,Tryptone
7,400 uM-C,composite,C,8180000,Tryptone
7,400 uM-C,composite,D,8910000,Tryptone
7,400 uM-C,composite,E,7910000,Tryptone
7,400 uM-C,PRI,A,15300000,Tryptone
7,400 uM-C,PRI,B,15500000,Tryptone
7,400 uM-C,PRI,C,6700000,Tryptone
7,400 uM-C,PRI,D,13400000,Tryptone
7,400 uM-C,PRI,E,11700000,Tryptone
10,4 uM-C,ABM,A,480000,Tryptone
10,4 uM-C,ABM,B,740000,Tryptone
10,4 uM-C,ABM,C,460000,Tryptone
10,4 uM-C,ABM,D,240000,Tryptone
10,4 uM-C,ABM,E,530000,Tryptone
10,4 uM-C,LOM,A,800000,Tryptone
10,4 uM-C,LOM,B,680000,Tryptone
10,4 uM-C,LOM,C,650000,Tryptone
10,4 uM-C,LOM,D,810000,Tryptone
10,4 uM-C,LOM,E,840000,Tryptone
10,4 uM-C,NOM,A,930000,Tryptone
10,4 uM-C,NOM,B,620000,Tryptone
10,4 uM-C,NOM,C,820000,Tryptone
10,4 uM-C,NOM,D,1120000,Tryptone
10,4 uM-C,NOM,E,1080000,Tryptone
10,4 uM-C,composite,A,1730000,Tryptone
10,4 uM-C,composite,B,1300000,Tryptone
10,4 uM-C,composite,C,1470000,Tryptone
10,4 uM-C,composite,D,1930000,Tryptone
10,4 uM-C,composite,E,1920000,Tryptone
10,4 uM-C,PRI,A,1010000,Tryptone
10,4 uM-C,PRI,B,740000,Tryptone
10,4 uM-C,PRI,C,1100000,Tryptone
10,4 uM-C,PRI,D,1160000,Tryptone
10,4 uM-C,PRI,E,980000,Tryptone
10,40 uM-C,ABM,A,480000,Tryptone
10,40 uM-C,ABM,B,740000,Tryptone
10,40 uM-C,ABM,C,460000,Tryptone
10,40 uM-C,ABM,D,240000,Tryptone
10,40 uM-C,ABM,E,530000,Tryptone
10,40 uM-C,LOM,A,1160000,Tryptone
10,40 uM-C,LOM,B,1340000,Tryptone
10,40 uM-C,LOM,C,1010000,Tryptone
10,40 uM-C,LOM,D,1400000,Tryptone
10,40 uM-C,LOM,E,1170000,Tryptone
10,40 uM-C,NOM,A,930000,Tryptone
10,40 uM-C,NOM,B,620000,Tryptone
10,40 uM-C,NOM,C,820000,Tryptone
10,40 uM-C,NOM,D,1120000,Tryptone
10,40 uM-C,NOM,E,1080000,Tryptone
10,40 uM-C,composite,A,2090000,Tryptone
10,40 uM-C,composite,B,1960000,Tryptone
10,40 uM-C,composite,C,1830000,Tryptone
10,40 uM-C,composite,D,2520000,Tryptone
10,40 uM-C,composite,E,2250000,Tryptone
10,40 uM-C,PRI,A,950000,Tryptone
10,40 uM-C,PRI,B,1500000,Tryptone
10,40 uM-C,PRI,C,2050000,Tryptone
10,40 uM-C,PRI,D,1660000,Tryptone
10,40 uM-C,PRI,E,1560000,Tryptone
10,400 uM-C,ABM,A,480000,Tryptone
10,400 uM-C,ABM,B,740000,Tryptone
10,400 uM-C,ABM,C,460000,Tryptone
10,400 uM-C,ABM,D,240000,Tryptone
10,400 uM-C,ABM,E,530000,Tryptone
10,400 uM-C,LOM,A,4400000,Tryptone
10,400 uM-C,LOM,B,4000000,Tryptone
10,400 uM-C,LOM,C,10100000,Tryptone
10,400 uM-C,LOM,D,5100000,Tryptone
10,400 uM-C,LOM,E,7400000,Tryptone
10,400 uM-C,NOM,A,930000,Tryptone
10,400 uM-C,NOM,B,620000,Tryptone
10,400 uM-C,NOM,C,820000,Tryptone
10,400 uM-C,NOM,D,1120000,Tryptone
10,400 uM-C,NOM,E,1080000,Tryptone
10,400 uM-C,composite,A,5330000,Tryptone
10,400 uM-C,composite,B,4620000,Tryptone
10,400 uM-C,composite,C,10920000,Tryptone
10,400 uM-C,composite,D,6220000,Tryptone
10,400 uM-C,composite,E,8480000,Tryptone
10,400 uM-C,PRI,A,13600000,Tryptone
10,400 uM-C,PRI,B,6800000,Tryptone
10,400 uM-C,PRI,C,3300000,Tryptone
10,400 uM-C,PRI,D,7600000,Tryptone
10,400 uM-C,PRI,E,5300000,Tryptone
14,4 uM-C,ABM,A,20000,Tryptone
14,4 uM-C,ABM,B,90000,Tryptone
14,4 uM-C,ABM,C,40000,Tryptone
14,4 uM-C,ABM,D,30000,Tryptone
14,4 uM-C,ABM,E,70000,Tryptone
14,4 uM-C,LOM,A,40000,Tryptone
14,4 uM-C,LOM,B,260000,Tryptone
14,4 uM-C,LOM,C,210000,Tryptone
14,4 uM-C,LOM,D,270000,Tryptone
14,4 uM-C,LOM,E,170000,Tryptone
14,4 uM-C,NOM,A,100000,Tryptone
14,4 uM-C,NOM,B,300000,Tryptone
14,4 uM-C,NOM,C,1100000,Tryptone
14,4 uM-C,NOM,D,300000,Tryptone
14,4 uM-C,NOM,E,800000,Tryptone
14,4 uM-C,composite,A,140000,Tryptone
14,4 uM-C,composite,B,560000,Tryptone
14,4 uM-C,composite,C,1310000,Tryptone
14,4 uM-C,composite,D,570000,Tryptone
14,4 uM-C,composite,E,970000,Tryptone
14,4 uM-C,PRI,A,620000,Tryptone
14,4 uM-C,PRI,B,560000,Tryptone
14,4 uM-C,PRI,C,160000,Tryptone
14,4 uM-C,PRI,D,90000,Tryptone
14,4 uM-C,PRI,E,540000,Tryptone
14,40 uM-C,ABM,A,20000,Tryptone
14,40 uM-C,ABM,B,90000,Tryptone
14,40 uM-C,ABM,C,40000,Tryptone
14,40 uM-C,ABM,D,30000,Tryptone
14,40 uM-C,ABM,E,70000,Tryptone
14,40 uM-C,LOM,A,300000,Tryptone
14,40 uM-C,LOM,B,300000,Tryptone
14,40 uM-C,LOM,C,100000,Tryptone
14,40 uM-C,LOM,D,1000000,Tryptone
14,40 uM-C,LOM,E,400000,Tryptone
14,40 uM-C,NOM,A,100000,Tryptone
14,40 uM-C,NOM,B,300000,Tryptone
14,40 uM-C,NOM,C,1100000,Tryptone
14,40 uM-C,NOM,D,300000,Tryptone
14,40 uM-C,NOM,E,800000,Tryptone
14,40 uM-C,composite,A,400000,Tryptone
14,40 uM-C,composite,B,600000,Tryptone
14,40 uM-C,composite,C,1200000,Tryptone
14,40 uM-C,composite,D,1300000,Tryptone
14,40 uM-C,composite,E,1200000,Tryptone
14,40 uM-C,PRI,A,2100000,Tryptone
14,40 uM-C,PRI,B,1500000,Tryptone
14,40 uM-C,PRI,C,100000,Tryptone
14,40 uM-C,PRI,D,1400000,Tryptone
14,40 uM-C,PRI,E,1300000,Tryptone
14,400 uM-C,ABM,A,20000,Tryptone
14,400 uM-C,ABM,B,90000,Tryptone
14,400 uM-C,ABM,C,40000,Tryptone
14,400 uM-C,ABM,D,30000,Tryptone
14,400 uM-C,ABM,E,70000,Tryptone
14,400 uM-C,LOM,A,1400000,Tryptone
14,400 uM-C,LOM,B,2800000,Tryptone
14,400 uM-C,LOM,C,1700000,Tryptone
14,400 uM-C,LOM,D,400000,Tryptone
14,400 uM-C,LOM,E,1700000,Tryptone
14,400 uM-C,NOM,A,100000,Tryptone
14,400 uM-C,NOM,B,300000,Tryptone
14,400 uM-C,NOM,C,1100000,Tryptone
14,400 uM-C,NOM,D,300000,Tryptone
14,400 uM-C,NOM,E,800000,Tryptone
14,400 uM-C,composite,A,1500000,Tryptone
14,400 uM-C,composite,B,3100000,Tryptone
14,400 uM-C,composite,C,2800000,Tryptone
14,400 uM-C,composite,D,700000,Tryptone
14,400 uM-C,composite,E,2500000,Tryptone
14,400 uM-C,PRI,A,2000000,Tryptone
14,400 uM-C,PRI,B,1200000,Tryptone
14,400 uM-C,PRI,C,1200000,Tryptone
14,400 uM-C,PRI,D,1900000,Tryptone
14,400 uM-C,PRI,E,1300000,Tryptone
0,4 uM-C,ABM,A,13200,Coumarate
0,4 uM-C,ABM,B,13300,Coumarate
0,4 uM-C,ABM,C,10800,Coumarate
0,4 uM-C,ABM,D,13700,Coumarate
0,4 uM-C,ABM,E,12400,Coumarate
0,4 uM-C,LOM,A,13300,Coumarate
0,4 uM-C,LOM,B,21600,Coumarate
0,4 uM-C,LOM,C,15200,Coumarate
0,4 uM-C,LOM,D,15200,Coumarate
0,4 uM-C,LOM,E,14600,Coumarate
0,4 uM-C,NOM,A,14900,Coumarate
0,4 uM-C,NOM,B,11900,Coumarate
0,4 uM-C,NOM,C,28800,Coumarate
0,4 uM-C,NOM,D,13800,Coumarate
0,4 uM-C,NOM,E,12900,Coumarate
0,4 uM-C,composite,A,28200,Coumarate
0,4 uM-C,composite,B,33500,Coumarate
0,4 uM-C,composite,C,44000,Coumarate
0,4 uM-C,composite,D,29000,Coumarate
0,4 uM-C,composite,E,27500,Coumarate
0,4 uM-C,PRI,A,11800,Coumarate
0,4 uM-C,PRI,B,13600,Coumarate
0,4 uM-C,PRI,C,11900,Coumarate
0,4 uM-C,PRI,D,15500,Coumarate
0,4 uM-C,PRI,E,10600,Coumarate
0,40 uM-C,ABM,A,13200,Coumarate
0,40 uM-C,ABM,B,13300,Coumarate
0,40 uM-C,ABM,C,10800,Coumarate
0,40 uM-C,ABM,D,13700,Coumarate
0,40 uM-C,ABM,E,12400,Coumarate
0,40 uM-C,LOM,A,8700,Coumarate
0,40 uM-C,LOM,B,16000,Coumarate
0,40 uM-C,LOM,C,12000,Coumarate
0,40 uM-C,LOM,D,16900,Coumarate
0,40 uM-C,LOM,E,14000,Coumarate
0,40 uM-C,NOM,A,14900,Coumarate
0,40 uM-C,NOM,B,11900,Coumarate
0,40 uM-C,NOM,C,28800,Coumarate
0,40 uM-C,NOM,D,13800,Coumarate
0,40 uM-C,NOM,E,12900,Coumarate
0,40 uM-C,composite,A,23600,Coumarate
0,40 uM-C,composite,B,27900,Coumarate
0,40 uM-C,composite,C,40800,Coumarate
0,40 uM-C,composite,D,30700,Coumarate
0,40 uM-C,composite,E,26900,Coumarate
0,40 uM-C,PRI,A,8600,Coumarate
0,40 uM-C,PRI,B,15700,Coumarate
0,40 uM-C,PRI,C,17000,Coumarate
0,40 uM-C,PRI,D,13900,Coumarate
0,40 uM-C,PRI,E,11700,Coumarate
0,400 uM-C,ABM,A,13200,Coumarate
0,400 uM-C,ABM,B,13300,Coumarate
0,400 uM-C,ABM,C,10800,Coumarate
0,400 uM-C,ABM,D,13700,Coumarate
0,400 uM-C,ABM,E,12400,Coumarate
0,400 uM-C,LOM,A,12800,Coumarate
0,400 uM-C,LOM,B,12900,Coumarate
0,400 uM-C,LOM,C,13500,Coumarate
0,400 uM-C,LOM,D,11700,Coumarate
0,400 uM-C,LOM,E,15500,Coumarate
0,400 uM-C,NOM,A,14900,Coumarate
0,400 uM-C,NOM,B,11900,Coumarate
0,400 uM-C,NOM,C,28800,Coumarate
